,ISIN,Identifier,Issuer,Maturity,Seniority,Currency,Coupon,Frequency
3901,XS1736944239,xs1736944239-vesteda-finance-b-v-2-478-17-32,Vesteda Finance B.V.,2032-12-15,,EUR,2.478,yearly
3902,XS1750113661,xs1750113661-oman-sultanat-5-625-18-28,"Oman, Sultanat",2028-01-17,,USD,5.625,semiannual
3903,XS1756356371,xs1756356371-selecta-group-b-v-5-875-18-24,Selecta Group B.V.,2024-02-01,,EUR,5.875,semiannual
3904,XS1756550429,xs1756550429-international-bank-for-reconstruction-and-development-1-18-22,International Bank for Reconstruction and Development,2022-12-19,,GBP,1.0,yearly
3905,XS1757394322,xs1757394322-barclays-plc-1-375-18-26,Barclays PLC,2026-01-24,,EUR,1.375,yearly
3906,XS1757815953,xs1757815953-deutsche-bank-ag-1-498-18-23,Deutsche Bank AG,2023-01-30,,AUD,1.4983,quarterly
3907,XS1776214980,xs1776214980-zahidi-ltd-4-5-18-28,Zahidi Ltd.,2028-03-22,,USD,4.5,semiannual
3908,XS1778322351,xs1778322351-swedbank-hypotek-ab-0-45-18-23,Swedbank Hypotek AB,2023-08-23,,EUR,0.45,yearly
3909,XS1781710543,xs1781710543-kenia-republik-7-25-18-28,"Kenia, Republik",2028-02-28,,USD,7.25,semiannual
3910,XS1781710626,xs1781710626-kenia-republik-8-25-18-48,"Kenia, Republik",2048-02-28,,USD,8.25,semiannual
3911,XS1785458172,xs1785458172-wpc-eurobond-b-v-2-125-18-27,WPC Eurobond B.V.,2027-04-15,,EUR,2.125,yearly
3912,XS1789623029,xs1789623029-euronext-n-v-1-18-25,Euronext N.V.,2025-04-18,,EUR,1.0,yearly
3913,XS1791326728,xs1791326728-bank-of-montreal-0-142-18-22,Bank of Montreal,2022-03-14,,EUR,0.142,quarterly
3914,XS1794196615,xs1794196615-arion-bank-hf-1-18-23,Arion Bank hf.,2023-03-20,,EUR,1.0,yearly
3915,XS1799061558,xs1799061558-danske-bank-a-s-0-875-18-23,Danske Bank A/S,2023-05-22,False,EUR,0.875,yearly
3916,XS1799939027,xs1799939027-volkswagen-international-finance-n-v-4-625,Volkswagen International Finance N.V.,,True,EUR,4.625,yearly
3917,XS1808838434,xs1808838434-transurban-queensland-finance-pty-limited-4-5-18-28,Transurban Queensland Finance Pty Limited,2028-04-19,,USD,4.5,semiannual
3918,XS1808934316,xs1808934316-emis-finance-b-v-6-75-18-21,EMIS Finance B.V.,2021-04-16,,EUR,6.75,quarterly
3919,XS1811852109,xs1811852109-european-investment-bank-eib-2-875-18-25,European Investment Bank (EIB),2025-06-13,,USD,2.875,semiannual
3920,XS1812087598,xs1812087598-grupo-antolin-irausa-s-a-3-375-18-26,Grupo Antolin Irausa S.A.,2026-04-30,,EUR,3.375,semiannual
3921,XS1814065345,xs1814065345-gestamp-automocion-s-a-3-25-18-26,Gestamp Automoción S.A.,2026-04-30,,EUR,3.25,semiannual
3922,XS1821814800,xs1821814800-ford-motor-credit-co-llc-0-185-18-21,Ford Motor Credit Co. LLC,2021-05-14,,EUR,0.185,quarterly
3923,XS1823165631,xs1823165631-paccar-financial-europe-b-v-0-188-18-21,Paccar Financial Europe B.V.,2021-05-18,,EUR,0.188,quarterly
3924,XS1827891869,xs1827891869-sparebank-1-smn-0-75-18-23,SpareBank 1 SMN,2023-07-03,,EUR,0.75,yearly
3925,XS1829215562,xs1829215562-nationwide-building-society-1-125-18-28,Nationwide Building Society,2028-05-31,,EUR,1.125,yearly
3926,XS1829276275,xs1829276275-lettland-republik-1-125-18-28,"Lettland, Republik",2028-05-30,,EUR,1.125,yearly
3927,XS1841745612,xs1841745612-basf-se-1-375-18-22,BASF SE,2022-06-21,,GBP,1.375,yearly
3928,XS1843442622,xs1843442622-nasdaq-inc-1-75-19-29,Nasdaq Inc.,2029-03-28,,EUR,1.75,yearly
3929,XS1851268893,xs1851268893-blackstone-property-partners-europe-holdings-s-a-r-l-2-2-18-25,Blackstone Property Partners Europe Holdings S.A.R.L.,2025-07-24,,EUR,2.2,yearly
3930,XS1851278421,xs1851278421-bp-capital-markets-plc-2-274-18-26,BP Capital Markets PLC,2026-07-03,,GBP,2.274,semiannual
3931,XS1853944921,xs1853944921-atresmedia-corporacion-de-medios-de-comunicacion-s-a-4-75-18-25,Atresmedia Corporacion de Medios de Comunicacion S.A.,2025-07-11,,USD,4.75,semiannual
3932,XS1856028425,xs1856028425-german-listed-bonds-plc-6-5-18-22,German Listed Bonds PLC,2022-04-17,,EUR,6.5,semiannual
3933,XS1856309270,xs1856309270-the-toronto-dominion-bank-0-246-18-20,The Toronto-Dominion Bank,2020-07-13,,EUR,0.24600000000000002,quarterly
3934,XS1860537619,xs1860537619-mulhacen-pte-ltd-6-5-18-23,Mulhacen Pte. Ltd.,2023-08-01,,EUR,6.5,semiannual
3935,XS1879565791,xs1879565791-edreams-odigeo-s-a-5-5-18-23,eDreams ODIGEO S.A.,2023-09-01,,EUR,5.5,semiannual
3936,XS1883878966,xs1883878966-dp-world-plc-2-375-18-26,DP World PLC,2026-09-25,,EUR,2.375,yearly
3937,XS1883986934,xs1883986934-renta-corporacion-real-estate-s-a-6-25-18-23,Renta Corporacion Real Estate S.A.,2023-10-02,,EUR,6.25,yearly
3938,XS1885605391,xs1885605391-federation-des-caisses-desjardins-du-quebec-0-25-18-21,Fédération des caisses Desjardins du Québec,2021-09-27,,EUR,0.25,yearly
3939,XS1892756682,xs1892756682-van-lanschot-kempen-wealth-management-n-v-6-75,Van Lanschot Kempen Wealth Management N.V.,,True,EUR,6.75,semiannual
3940,XS1900750107,xs1900750107-the-procter-gamble-co-0-625-18-24,The Procter & Gamble Co.,2024-10-30,,EUR,0.625,yearly
3941,XS1905646144,xs1905646144-emis-finance-b-v-8-75-18-22,EMIS Finance B.V.,2022-05-06,,USD,8.75,quarterly
3942,XS1907150350,xs1907150350-tele2-ab-1-125-18-24,Tele2 AB,2024-05-15,,EUR,1.125,yearly
3943,XS1917601582,xs1917601582-hsbc-holdings-plc-1-5-18-24,HSBC Holdings PLC,2024-12-04,,EUR,1.5,yearly
3944,XS1918017259,xs1918017259-jyske-bank-a-s-0-875-18-21,Jyske Bank A/S,2021-12-03,False,EUR,0.875,yearly
3945,XS1918761997,xs1918761997-cosmo-pharmaceuticals-n-v-2-5-18-23,Cosmo Pharmaceuticals N.V.,2023-12-05,,EUR,2.5,semiannual
3946,XS1925004357,xs1925004357-santander-consumer-finance-s-a-8-25,Santander Consumer Finance S.A.,,True,EUR,8.25,quarterly
3947,XS1933815455,xs1933815455-abn-amro-bank-n-v-1-375-19-34,ABN AMRO Bank N.V.,2034-01-10,,EUR,1.375,yearly
3948,XS1935139995,xs1935139995-abn-amro-bank-n-v-0-875-19-24,ABN AMRO Bank N.V.,2024-01-15,,EUR,0.875,yearly
3949,XS1936209490,xs1936209490-alberta-provinz-0-625-19-26,"Alberta, Provinz",2026-01-16,,EUR,0.625,yearly
3950,XS1942622215,xs1942622215-european-investment-bank-eib-1-25-19-29,European Investment Bank (EIB),2029-11-12,,SEK,1.25,yearly
3951,XS1944384350,xs1944384350-volkswagen-bank-gmbh-1-209-19-22,Volkswagen Bank GmbH,2022-08-01,False,EUR,1.209,quarterly
3952,XS1947924921,xs1947924921-european-investment-bank-eib-6-75-19-22,European Investment Bank (EIB),2022-02-08,,RUB,6.75,yearly
3953,XS1961135172,xs1961135172-european-investment-bank-eib-0-463-19-26,European Investment Bank (EIB),2026-03-12,,GBP,0.4633,quarterly
3954,XS1967635977,xs1967635977-abertis-infraestructuras-s-a-2-375-19-27,Abertis Infraestructuras S.A.,2027-09-27,,EUR,2.375,yearly
3955,XS1969645255,xs1969645255-ppf-telecom-group-b-v-3-125-19-26,PPF Telecom Group B.V.,2026-03-27,,EUR,3.125,yearly
3956,XS1975699569,xs1975699569-loxam-s-a-s-2-875-19-26,Loxam S.A.S.,2026-04-15,,EUR,2.875,semiannual
3957,XS1982704824,xs1982704824-cpi-property-group-s-a-4-875,CPI PROPERTY GROUP S.A.,,True,EUR,4.875,yearly
3958,XS1992927902,xs1992927902-bp-capital-markets-plc-1-231-19-31,BP Capital Markets PLC,2031-05-08,,EUR,1.2309999999999999,yearly
3959,XS1992940913,xs1992940913-shougang-group-co-ltd-4-19-24,Shougang Group Co. Ltd.,2024-05-23,,USD,4.0,semiannual
3960,XS1995716211,xs1995716211-sampo-oyj-3-375-19-49,Sampo OYJ,2049-05-23,True,EUR,3.375,yearly
3961,XS2001737910,xs2001737910-telenor-asa-1-125-19-29,Telenor ASA,2029-05-31,,EUR,1.125,yearly
3962,XS2002019060,xs2002019060-vodafone-group-plc-2-5-19-39,Vodafone Group PLC,2039-05-24,,EUR,2.5,yearly
3963,XS2013536029,xs2013536029-svenska-handelsbanken-ab-publ-0-125-19-24,Svenska Handelsbanken AB [publ],2024-06-18,,EUR,0.125,yearly
3964,XS2016070430,xs2016070430-westpac-securities-nz-ltd-london-branch-0-3-19-24,Westpac Securities NZ Ltd. [London Branch],2024-06-25,,EUR,0.3,yearly
3965,XS2016192895,xs2016192895-aktiengesellschaft-fuer-umsatzfinanzierung-s-a-0-646-19-20,Aktiengesellschaft für Umsatzfinanzierung S.A.,2020-07-31,,EUR,0.6459999999999999,monthly
3966,XS2024543055,xs2024543055-saudi-arabien-koenigreich-2-19-39,"Saudi-Arabien, Königreich",2039-07-09,,EUR,2.0,yearly
3967,XS2049767598,xs2049767598-castellum-ab-0-75-19-26,Castellum AB,2026-09-04,,EUR,0.75,yearly
3968,XS2052313827,xs2052313827-lyb-international-finance-ii-b-v-1-625-19-31,LYB International Finance II B.V.,2031-09-17,,EUR,1.625,yearly
3969,XS2056723468,xs2056723468-metinvest-b-v-7-75-19-29,Metinvest B.V.,2029-10-17,,USD,7.75,semiannual
3970,XS2066706818,xs2066706818-enel-finance-international-n-v-0-000-19-24,ENEL Finance International N.V.,2024-06-17,,EUR,,yearly
3971,XS2067135421,xs2067135421-credit-agricole-s-a-0-375-19-25,Crédit Agricole S.A.,2025-10-21,False,EUR,0.375,yearly
3972,XS2069407786,xs2069407786-cpi-property-group-s-a-1-625-19-27,CPI PROPERTY GROUP S.A.,2027-04-23,,EUR,1.625,yearly
3973,XS2078691636,xs2078691636-daimler-international-finance-b-v-1-625-19-24,Daimler International Finance B.V.,2024-11-11,,GBP,1.625,yearly
3974,XS2078918781,xs2078918781-lloyds-banking-group-plc-0-5-19-25,Lloyds Banking Group PLC,2025-11-12,,EUR,0.5,yearly
3975,XS2079413527,xs2079413527-citycon-oyj-4-496,Citycon Oyj,,True,EUR,4.496,yearly
3976,XS2082324018,xs2082324018-arcelormittal-s-a-1-75-19-25,ArcelorMittal S.A.,2025-11-19,,EUR,1.75,yearly
3977,XS2082969655,xs2082969655-bank-of-ireland-group-plc-1-19-25,Bank of Ireland Group PLC,2025-11-25,,EUR,1.0,yearly
3978,XS2084497705,xs2084497705-fresenius-medical-care-ag-co-kgaa-0-625-19-26,Fresenius Medical Care AG & Co. KGaA,2026-11-30,,EUR,0.625,yearly
3979,XS2086861437,xs2086861437-raiffeisen-bank-international-ag-0-125-19-29,Raiffeisen Bank International AG,2029-12-03,,EUR,0.125,yearly
3980,XS2105716554,xs2105716554-pharming-group-n-v-3-20-25,Pharming Group N.V.,2025-01-21,,EUR,3.0,semiannual
3981,XS2106524262,xs2106524262-phoenix-group-holdings-plc-5-625,Phoenix Group Holdings PLC,,True,USD,5.625,semiannual
3982,XS2115091717,xs2115091717-international-business-machines-corp-0-3-20-28,International Business Machines Corp.,2028-02-11,,EUR,0.3,yearly
3983,XS2121223601,xs2121223601-international-finance-corp-0-75-20-27,International Finance Corp.,2027-07-22,,GBP,0.75,yearly
3984,XS2141585583,xs2141585583-oesterreich-republik-0-000-20-20,"Österreich, Republik",2020-07-20,,EUR,,no payments
3985,XS2147889690,xs2147889690-diageo-finance-plc-2-5-20-32,Diageo Finance PLC,2032-03-27,,EUR,2.5,yearly
3986,XS2147890607,xs2147890607-diageo-finance-plc-2-875-20-29,Diageo Finance PLC,2029-03-27,,GBP,2.875,yearly
3987,XS2152058868,xs2152058868-volkswagen-financial-services-ag-2-5-20-23,VOLKSWAGEN FINANCIAL SERVICES AG,2023-04-06,,EUR,2.5,yearly
3988,XS2154418730,xs2154418730-shell-international-finance-b-v-1-5-20-28,Shell International Finance B.V.,2028-04-07,,EUR,1.5,yearly
3989,XS2176605306,xs2176605306-total-capital-international-s-a-0-952-20-31,Total Capital International S.A.,2031-05-18,,EUR,0.9520000000000001,yearly
3990,XS2176691207,xs2176691207-caisse-d-amortissement-de-la-dette-sociale-0-375-20-23,Caisse d'Amortissement de la Dette Sociale,2023-05-19,,USD,0.375,semiannual
3991,XS2176715667,xs2176715667-sap-se-0-375-20-29,SAP SE,2029-05-18,,EUR,0.375,yearly
3992,XS2181690665,xs2181690665-nordmazedonien-republik-3-675-20-26,"Nordmazedonien, Republik",2026-06-03,,EUR,3.675,yearly
3993,XS2188790393,xs2188790393-swedbank-ab-0-228-20-23,Swedbank AB,2023-06-28,,EUR,0.228,yearly
3994,XS2189784288,xs2189784288-commerzbank-ag-6-125,Commerzbank AG,,True,EUR,6.125,yearly
3995,XS2189970317,xs2189970317-zurich-finance-ireland-dac-1-875-20-50,Zurich Finance [Ireland] DAC,2050-09-17,True,EUR,1.875,yearly
3996,XS2194288390,xs2194288390-synthomer-plc-3-875-20-25,Synthomer PLC,2025-07-01,,EUR,3.875,semiannual
3997,XS2197348324,xs2197348324-takeda-pharmaceutical-co-ltd-0-75-20-27,Takeda Pharmaceutical Co. Ltd.,2027-07-09,,EUR,0.75,yearly
3998,XS2198191962,xs2198191962-vertical-holdco-gmbh-6-625-20-28,Vertical Holdco GmbH,2028-07-15,,EUR,6.625,semiannual
3999,XS2198394640,xs2198394640-deutsche-bahn-finance-gmbh-1-52-20-35,Deutsche Bahn Finance GmbH,2035-07-03,,SEK,1.52,yearly
4000,AT0000A0XBX2,at0000a0xbx2-erste-group-bank-ag-2-9-12-22,Erste Group Bank AG,2022-11-26,,EUR,2.9,yearly
4001,AT0000A10HY9,at0000a10hy9-erste-group-bank-ag-2-35-13-23,Erste Group Bank AG,2023-06-26,,EUR,2.35,yearly
4002,AT0000A22H40,at0000a22h40-ca-immobilien-anlagen-ag-1-875-18-26,CA Immobilien Anlagen AG,2026-03-26,,EUR,1.875,yearly
4003,AT0000A2B5S2,at0000a2b5s2-erste-group-bank-ag-0-77-19-33,Erste Group Bank AG,2033-11-13,,EUR,0.77,yearly
4004,AT000B073762,at000b073762-s-wohnbaubank-ag-3-55-09-22,S-Wohnbaubank AG,2022-01-28,,EUR,3.55,monthly
4005,AT000B119672,at000b119672-erste-group-bank-ag-1-625-13-20,Erste Group Bank AG,2020-08-20,,EUR,1.625,quarterly
4006,AT000B120365,at000b120365-erste-group-bank-ag-2-14-21,Erste Group Bank AG,2021-01-29,,EUR,2.0,yearly
4007,AU0000087454,au0000087454-australia-commonwealth-of-1-19-30,"Australia, Commonwealth of...",2030-12-21,,AUD,1.0,semiannual
4008,AU3CB0215119,au3cb0215119-aurizon-network-pty-ltd-5-75-13-20,Aurizon Network Pty Ltd.,2020-10-28,,AUD,5.75,semiannual
4009,AU3CB0220960,au3cb0220960-commonwealth-bank-of-australia-4-75-14-24,Commonwealth Bank of Australia,2024-05-27,,AUD,4.75,semiannual
4010,AU3CB0229680,au3cb0229680-pacific-national-finance-pty-ltd-5-25-15-25,Pacific National Finance Pty Ltd.,2025-05-19,,AUD,5.25,semiannual
4011,AU3CB0244960,au3cb0244960-holcim-finance-australia-pty-ltd-3-5-17-22,Holcim Finance [Australia] Pty Ltd.,2022-06-16,,AUD,3.5,semiannual
4012,AU3CB0256907,au3cb0256907-at-t-inc-4-1-18-26,AT & T Inc.,2026-01-19,,AUD,4.1,semiannual
4013,AU3CB0256915,au3cb0256915-at-t-inc-4-6-18-28,AT & T Inc.,2028-09-19,,AUD,4.6,semiannual
4014,AU3FN0024543,au3fn0024543-the-goldman-sachs-group-inc-1-471-14-21,The Goldman Sachs Group Inc.,2021-09-08,,AUD,1.4706,quarterly
4015,AU3SG0002082,au3sg0002082-new-south-wales-treasury-corp-2-20-33,New South Wales Treasury Corp.,2033-03-08,,AUD,2.0,semiannual
4016,BE0000320292,be0000320292-belgien-koenigreich-4-25-10-41,"Belgien, Königreich",2041-03-28,,EUR,4.25,yearly
4017,BE0002216829,be0002216829-warehouses-de-pauw-n-v-3-375-14-21,Warehouses De Pauw N.V.,2021-06-13,,EUR,3.375,yearly
4018,BE0002228949,be0002228949-kinepolis-group-s-a-4-15-23,Kinepolis Group S.A.,2023-06-09,,EUR,4.0,yearly
4019,BE0002251206,be0002251206-belfius-bank-s-a-3-125-16-26,Belfius Bank S.A.,2026-05-11,True,EUR,3.125,yearly
4020,CA03524BAG10,ca03524bag10-anheuser-busch-inbev-finance-inc-2-6-17-24,Anheuser-Busch InBev Finance Inc.,2024-05-15,,CAD,2.6,semiannual
4021,CA05565QCK28,ca05565qck28-bp-capital-markets-plc-3-497-13-20,BP Capital Markets PLC,2020-11-09,,CAD,3.497,semiannual
4022,CA135087K866,ca135087k866-canada-government-of-1-5-20-22,"Canada, Government of...",2022-05-01,,CAD,1.5,semiannual
4023,CA135087K940,ca135087k940-canada-government-of-0-5-20-25,"Canada, Government of...",2025-09-01,,CAD,0.5,semiannual
4024,CA53947ZAY30,ca53947zay30-loblaw-companies-ltd-5-9-05-36,Loblaw Companies Ltd.,2036-01-18,,CAD,5.9,semiannual
4025,CA780085N938,ca780085n938-royal-bank-of-canada-4-93-10-25,Royal Bank of Canada,2025-07-16,,CAD,4.93,semiannual
4026,CH0026213451,ch0026213451-oesterreichische-kontrollbank-ag-3-25-06-36,Oesterreichische Kontrollbank AG,2036-07-25,,CHF,3.25,yearly
4027,CH0031408112,ch0031408112-instituto-de-credito-oficial-3-25-07-24,Instituto de Credito Oficial,2024-06-28,,CHF,3.25,yearly
4028,CH0110118574,ch0110118574-kraftwerke-linth-limmern-ag-2-75-10-22,Kraftwerke Linth-Limmern AG,2022-03-10,,CHF,2.75,yearly
4029,CH0110493225,ch0110493225-bern-kanton-2-375-10-22,"Bern, Kanton",2022-03-25,,CHF,2.375,yearly
4030,CH0120408122,ch0120408122-zuercher-kantonalbank-2-10-40,Zürcher Kantonalbank,2040-12-14,,CHF,2.0,yearly
4031,CH0125067774,ch0125067774-sncf-reseau-s-a-2-625-11-37,SNCF Réseau S.A.,2037-03-11,,CHF,2.625,yearly
4032,CH0130249581,ch0130249581-srlev-n-v-5-338,SRLEV N.V.,,True,CHF,5.337999999999999,yearly
4033,CH0180428531,ch0180428531-kraftwerke-linth-limmern-ag-2-875-12-42,Kraftwerke Linth-Limmern AG,2042-03-27,,CHF,2.875,yearly
4034,CH0184777271,ch0184777271-c-r-h-caisse-de-refinancement-de-l-habitat-s-a-1-875-12-22,C.R.H. - Caisse de Refinancement de l'Habitat S.A.,2022-05-23,,CHF,1.875,yearly
4035,CH0200252838,ch0200252838-lgt-bank-ag-1-875-13-23,LGT Bank AG,2023-02-08,,CHF,1.875,yearly
4036,CH0222136654,ch0222136654-allreal-holding-ag-2-13-20,Allreal Holding AG,2020-09-23,,CHF,2.0,yearly
4037,CH0225941605,ch0225941605-pfandbriefzentrale-der-schweizerischen-kantonalbanken-1-25-13-21,Pfandbriefzentrale der schweizerischen Kantonalbanken,2021-10-29,,CHF,1.25,yearly
4038,CH0233680203,ch0233680203-lgt-bank-ag-1-5-14-21,LGT Bank AG,2021-05-10,,CHF,1.5,yearly
4039,CH0247904557,ch0247904557-polen-republik-1-14-21,"Polen, Republik",2021-09-17,,CHF,1.0,yearly
4040,CH0273037892,ch0273037892-walliser-kantonalbank-0-25-15-23,Walliser Kantonalbank,2023-03-16,,CHF,0.25,yearly
4041,CH0347556877,ch0347556877-new-brunswick-provinz-0-25-17-29,"New Brunswick, Provinz",2029-01-19,,CHF,0.25,yearly
4042,CH0347556885,ch0347556885-metropolitan-life-global-funding-i-0-3-17-26,Metropolitan Life Global Funding I,2026-01-19,,CHF,0.3,yearly
4043,CH0347556901,ch0347556901-pfandbriefbank-schweizerischer-hypothekarinstitute-ag-0-125-17-25,Pfandbriefbank schweizerischer Hypothekarinstitute AG,2025-05-06,,CHF,0.125,yearly
4044,CH0347556919,ch0347556919-pfandbriefbank-schweizerischer-hypothekarinstitute-ag-0-375-17-28,Pfandbriefbank schweizerischer Hypothekarinstitute AG,2028-03-21,,CHF,0.375,yearly
4045,CH0347556927,ch0347556927-pfandbriefbank-schweizerischer-hypothekarinstitute-ag-0-625-17-37,Pfandbriefbank schweizerischer Hypothekarinstitute AG,2037-01-23,,CHF,0.625,yearly
4046,CH0347556935,ch0347556935-hypo-noe-landesbank-fuer-niederoesterreich-und-wien-ag-0-2-17-22,HYPO NOE Landesbank für Niederösterreich und Wien AG,2022-03-31,,CHF,0.2,yearly
4047,CH0373476107,ch0373476107-zuerich-stadt-0-7-17-39,"Zürich, Stadt",2039-11-24,,CHF,0.7,yearly
4048,CH0373476164,ch0373476164-swisscom-ag-0-75-17-33,Swisscom AG,2033-11-24,,CHF,0.75,yearly
4049,CH0373476198,ch0373476198-pfandbriefzentrale-der-schweizerischen-kantonalbanken-0-25-17-27,Pfandbriefzentrale der schweizerischen Kantonalbanken,2027-12-06,,CHF,0.25,yearly
4050,CH0373476222,ch0373476222-allreal-holding-ag-0-75-17-26,Allreal Holding AG,2026-06-19,,CHF,0.75,yearly
4051,CH0373476263,ch0373476263-emissionszentrale-fuer-gemeinnuetzige-wohnbautraeger-egw-0-5-18-34,Emissionszentrale für gemeinnützige Wohnbauträger EGW,2034-03-09,,CHF,0.5,yearly
4052,CH0398913498,ch0398913498-banque-cantonale-de-fribourg-0-2-18-26,Banque Cantonale de Fribourg,2026-02-20,,CHF,0.2,yearly
4053,CH0434678352,ch0434678352-bobst-group-s-a-1-125-18-24,Bobst Group S.A.,2024-09-27,,CHF,1.125,yearly
4054,CH0434678444,ch0434678444-hiag-immobilien-holding-ag-1-18-22,HIAG Immobilien Holding AG,2022-10-26,,CHF,1.0,yearly
4055,CH0441186522,ch0441186522-banco-del-estado-de-chile-0-693-18-24,Banco del Estado de Chile,2024-12-04,,CHF,0.693,yearly
4056,DE0001041739,de0001041739-baden-wuerttemberg-land-6-5-93-24,"Baden-Württemberg, Land",2024-01-18,,EUR,6.5,yearly
4057,DE0001354751,de0001354751-argentinien-republik-8-5-96-05,"Argentinien, Republik",2005-02-23,,DEM,8.5,yearly
4058,DE0008053331,de0008053331-deutsche-pfandbriefbank-ag-6-75-03-23,Deutsche Pfandbriefbank AG,2023-03-24,True,EUR,6.75,yearly
4059,DE000A0EY614,de000a0ey614-hessen-land-0-000-08-21,"Hessen, Land",2021-11-03,,EUR,,quarterly
4060,DE000A13R7Z7,de000a13r7z7-allianz-se-3-375,Allianz SE,,True,EUR,3.375,yearly
4061,DE000A13R822,de000a13r822-sparkasse-hannover-0-875-14-24,Sparkasse Hannover,2024-12-03,,EUR,0.875,yearly
4062,DE000A13R8M3,de000a13r8m3-metro-ag-1-375-14-21,METRO AG,2021-10-28,,EUR,1.375,yearly
4063,DE000A13R8U6,de000a13r8u6-mecklenburg-vorpommern-land-1-14-24,"Mecklenburg-Vorpommern, Land",2024-11-18,,EUR,1.0,yearly
4064,DE000A14JZA4,de000a14jza4-baden-wuerttemberg-land-0-346-18-22,"Baden-Württemberg, Land",2022-10-11,,EUR,0.34600000000000003,quarterly
4065,DE000A14JZC0,de000a14jzc0-baden-wuerttemberg-land-0-367-19-23,"Baden-Württemberg, Land",2023-01-23,,EUR,0.36700000000000005,semiannual
4066,DE000A14JZD8,de000a14jzd8-baden-wuerttemberg-land-0-347-19-24,"Baden-Württemberg, Land",2024-02-19,,EUR,0.34700000000000003,semiannual
4067,DE000A14JZE6,de000a14jze6-baden-wuerttemberg-land-0-37-19-22,"Baden-Württemberg, Land",2022-07-19,,EUR,0.37,semiannual
4068,DE000A14JZF3,de000a14jzf3-baden-wuerttemberg-land-0-464-19-22,"Baden-Württemberg, Land",2022-08-08,,EUR,0.46399999999999997,quarterly
4069,DE000A14JZH9,de000a14jzh9-baden-wuerttemberg-land-0-01-20-25,"Baden-Württemberg, Land",2025-04-08,,EUR,0.01,yearly
4070,DE000A14JZK3,de000a14jzk3-baden-wuerttemberg-land-0-281-20-22,"Baden-Württemberg, Land",2022-07-19,,EUR,0.281,semiannual
4071,DE000A168YZ2,de000a168yz2-mainz-stadt-0-000-15-22,"Mainz, Stadt",2022-09-30,,EUR,,quarterly
4072,DE000A1927W4,de000a1927w4-securo-pro-lux-s-a-7-5-18-24,Securo Pro Lux S.A.,2024-01-01,,EUR,7.5,semiannual
4073,DE000A19S4T0,de000a19s4t0-allianz-finance-ii-b-v-0-148-17-20,Allianz Finance II B.V.,2020-12-07,,EUR,0.14800000000000002,quarterly
4074,DE000A19S4U8,de000a19s4u8-allianz-finance-ii-b-v-0-25-17-23,Allianz Finance II B.V.,2023-06-06,,EUR,0.25,yearly
4075,DE000A19S4V6,de000a19s4v6-allianz-finance-ii-b-v-0-875-17-27,Allianz Finance II B.V.,2027-12-06,,EUR,0.875,yearly
4076,DE000A1H3D14,de000a1h3d14-niedersachsen-land-3-55-11-21,"Niedersachsen, Land",2021-03-08,,EUR,3.55,yearly
4077,DE000A1Z3XP8,de000a1z3xp8-brenntag-finance-b-v-1-875-15-22,Brenntag Finance B.V.,2022-12-02,,USD,1.875,semiannual
