Identifier,ISIN,Issuer,Currency,Coupon,Maturity,Frequency,Special_Coupon_Type
cooeprabobanknew_york_branchdl-flr_med-term_nts_201823-Bond-2023-us21688aam45,US21688AAM45,Coöperatieve Rabobank U.A. [Rabobank Nederland] New York Branch,USD,1.791%,1/10/2023,4.0,variable coupon
cooeprabobanknew_york_branchdl-flr_med-term_nts_201722-Bond-2022-us21688aak88,US21688AAK88,Coöperatieve Rabobank U.A. [Rabobank Nederland] New York Branch,USD,2.141%,1/10/2022,4.0,variable coupon
cooeprabobanknew_york_branchdl-med-term_nts_201821-Bond-2021-us21688aan28,US21688AAN28,Coöperatieve Rabobank U.A. [Rabobank Nederland] New York Branch,USD,3.125%,4/26/2021,2.0,
cooeprabobanknew_york_branchdl-med-term_nts_201621-Bond-2021-us21688aaf93,US21688AAF93,Coöperatieve Rabobank U.A. [Rabobank Nederland] New York Branch,USD,2.500%,1/19/2021,2.0,
cooeprabobanknew_york_branchdl-med-term_nts_201823-Bond-2023-us21688aal61,US21688AAL61,Coöperatieve Rabobank U.A. [Rabobank Nederland] New York Branch,USD,2.750%,1/10/2023,2.0,
credit_agricole_sa_ldn_brdl-med-term_nts_201621regs-Bond-2021-us22532mar34,US22532MAR34,Credit Agricole S.A. [London Branch],USD,2.375%,7/1/2021,2.0,
credit_agricole_sa_ldn_brdl-flr_med-tnts201621regs-Bond-2021-us22532mas17,US22532MAS17,Credit Agricole S.A. [London Branch],USD,1.476%,7/1/2021,4.0,variable coupon
credit_agricole_sa_ldn_brdl-med-term_nts_201621_144a-Bond-2021-us22532lar50,US22532LAR50,Credit Agricole S.A. [London Branch],USD,2.375%,7/1/2021,2.0,
dl-flr_non-prefmtn1722regs-Bond-2022-us22536pac59,US22536PAC59,Credit Agricole S.A. [London Branch],USD,2.741%,1/10/2022,4.0,variable coupon
credit_agricole_sa_ldn_brdl-flr_non-prefmtn1823_144a-Bond-2023-us22535waf41,US22535WAF41,Credit Agricole S.A. [London Branch],,2.040%,4/24/2023,4.0,variable coupon
credit_agricole_sa_ldn_brdl-non-pref_mtn_201823_144a-Bond-2023-us22535wae75,US22535WAE75,Credit Agricole S.A. [London Branch],,3.750%,4/24/2023,2.0,
dl-non-pref_mtn_201722regs-Bond-2022-us22536paa93,US22536PAA93,Credit Agricole S.A. [London Branch],USD,3.375%,1/10/2022,2.0,
credit_agricole_sa_ldn_brdl-flr_non-prefmtn1823regs-Bond-2023-us22536paf80,US22536PAF80,Credit Agricole S.A. [London Branch],USD,2.040%,4/24/2023,4.0,variable coupon
credit_agricole_sa_ldn_brdl-non-pref_mtn_201823regs-Bond-2023-us22536pae16,US22536PAE16,Credit Agricole S.A. [London Branch],USD,3.750%,4/24/2023,2.0,
4_375-credit-suisse-Bond-2020-us22546qaf46,US22546QAF46,Credit Suisse AG,USD,4.375%,8/5/2020,2.0,
credit_suisse_groupdl-notes_201717-23_regs-Bond-2023-ush3698daq72,USH3698DAQ72,Credit Suisse Group AG,USD,3.574%,1/9/2023,2.0,
cs_group_funding_ggdl-notes_201522_144a-Bond-2022-us225433ag69,US225433AG69,Credit Suisse Group Funding [Guernsey] Ltd.,USD,3.800%,9/15/2022,2.0,
cs_group_funding_ggdl-flr_notes_201621-Bond-2021-us225433ap68,US225433AP68,Credit Suisse Group Funding [Guernsey] Ltd.,USD,3.425%,4/16/2021,4.0,variable coupon
cs_group_funding_ggdl-notes_201520-Bond-2020-us225433ak71,US225433AK71,Credit Suisse Group Funding [Guernsey] Ltd.,USD,3.125%,12/10/2020,2.0,
cs_group_funding_ggdl-notes_201622-Bond-2022-us225433ah43,US225433AH43,Credit Suisse Group Funding [Guernsey] Ltd.,USD,3.800%,9/15/2022,2.0,
cs_group_funding_ggdl-notes_201520_144a-Bond-2020-us225433aj09,US225433AJ09,Credit Suisse Group Funding [Guernsey] Ltd.,USD,3.125%,12/10/2020,2.0,
cs_group_funding_ggdl-notes_201623_144a-Bond-2023-us225433as08,US225433AS08,Credit Suisse Group Funding [Guernsey] Ltd.,USD,3.800%,6/9/2023,2.0,
cs_group_funding_ggdl-notes_201623_regs-Bond-2023-usg25417as87,USG25417AS87,Credit Suisse Group Funding [Guernsey] Ltd.,USD,3.800%,6/9/2023,2.0,
cs_group_funding_ggdl-notes_201520_regs-Bond-2020-usg25417an90,USG25417AN90,Credit Suisse Group Funding [Guernsey] Ltd.,USD,3.125%,12/10/2020,2.0,
cs_group_funding_ggdl-notes_201522_regs-Bond-2022-usg25417ak51,USG25417AK51,Credit Suisse Group Funding [Guernsey] Ltd.,USD,3.800%,9/15/2022,2.0,
cs_group_funding_ggdl-flr_notes_201621_regs-Bond-2021-usg25417aq22,USG25417AQ22,Credit Suisse Group Funding [Guernsey] Ltd.,USD,3.466%,4/16/2021,4.0,variable coupon
credit_suissenew_york_branchdl-medium-term_notes_201421-Bond-2021-us22546qar83,US22546QAR83,Credit Suisse [New York Branch],USD,3.000%,10/29/2021,2.0,
credit_suissenew_york_branchdl-notes_201921-Bond-2021-us22550l2a85,US22550L2A85,Credit Suisse [New York Branch],USD,2.100%,11/12/2021,2.0,
credit_suissenew_york_branchdl-medium-term_notes_202022-Bond-2022-us22550l2b68,US22550L2B68,Credit Suisse [New York Branch],USD,2.800%,4/8/2022,2.0,
credit_suissenew_york_branchdl-medium-term_notes_202023-Bond-2023-us22550l2d25,US22550L2D25,Credit Suisse [New York Branch],USD,1.000%,5/5/2023,2.0,
crown_amer_llc-cap_corp_ivdl-notes_201313-23-Bond-2023-us228189ab23,US228189AB23,Crown Americas LLC/Crown Americas Capital Corp. IV,USD,4.500%,1/15/2023,2.0,
crown_castle_internatl_corpdl-notes_201212-23-Bond-2023-us228227bd57,US228227BD57,Crown Castle International Corp.,USD,5.250%,1/15/2023,2.0,
crown_castle_internatl_corpdl-notes_201414-22-Bond-2022-us228227be31,US228227BE31,Crown Castle International Corp.,USD,4.875%,4/15/2022,2.0,
crown_castle_internatl_corp-Bond-2021-us22822vaa98,US22822VAA98,Crown Castle International Corp. [new],USD,3.400%,2/15/2021,2.0,
cytec_industries_incdl-notes_201323-Bond-2023-us232820aj97,US232820AJ97,Cytec Industries Inc.,USD,3.500%,4/1/2023,2.0,
dr_horton_incdl-notes_201212-22-Bond-2022-us23331abe82,US23331ABE82,D.R.Horton Inc.,USD,4.375%,9/15/2022,2.0,
dr_horton_incdl-notes_201313-23-Bond-2023-us23331abg31,US23331ABG31,D.R.Horton Inc.,USD,4.750%,2/15/2023,2.0,
dr_horton_incdl-notes_201717-20-Bond-2020-us23331abl26,US23331ABL26,D.R.Horton Inc.,USD,2.550%,12/1/2020,2.0,
dae_funding_llcdl-notes_201717-22_regs-Bond-2022-usu23388aa62,USU23388AA62,DAE Funding LLC,USD,4.500%,8/1/2022,2.0,
dae_funding_llcdl-notes_201717-20_regs-Bond-2020-usu23388ac29,USU23388AC29,DAE Funding LLC,USD,4.000%,8/1/2020,2.0,
dbs_bankdl-m-t_mortgcovbds_1821-Bond-2021-us23304sab97,US23304SAB97,DBS Bank Ltd.,USD,3.300%,11/27/2021,2.0,
dbs_group_holdingsdl-flr_med-tnts_1722_regs-Bond-2022-us24023lac00,US24023LAC00,DBS Group Holdings Ltd.,USD,1.611%,7/27/2022,4.0,variable coupon
dbs_group_holdingsdl-med-term_nts_201922_144a-Bond-2022-us24023kae82,US24023KAE82,DBS Group Holdings Ltd.,,2.850%,4/16/2022,2.0,
dcp_midstream_operating_lpdl-notes_201313-23-Bond-2023-us23311vad91,US23311VAD91,DCP Midstream Operating L.P.,USD,3.875%,3/15/2023,2.0,
dh_europe_finance_ii_sà_rldl-notes_201919-22-Bond-2022-us23291kaf21,US23291KAF21,DH Europe Finance II S.à r.L.,USD,2.050%,11/15/2022,2.0,
6_750-dish-dbs-Bond-2021-us25470xae58,US25470XAE58,DISH DBS Corp.,USD,6.750%,6/1/2021,2.0,
dish_dbs_corpdl-notes_201212-23-Bond-2023-us25470xal91,US25470XAL91,DISH DBS Corp.,USD,5.000%,3/15/2023,2.0,
dish_dbs_corpdl-notes_201212-22-Bond-2022-us25470xaj46,US25470XAJ46,DISH DBS Corp.,USD,5.875%,7/15/2022,2.0,
dme_airport_dacdl-lpn_201823_hacienda_inv-Bond-2023-xs1772800204,XS1772800204,DME Airport DAC,USD,5.075%,2/15/2023,2.0,
dnb_bank_asadl-med-term_nts_201720regs-Bond-2020-us23329raa41,US23329RAA41,DNB Bank ASA,USD,2.125%,10/2/2020,2.0,
dnb_bank_asadl-med-term_nts_201922regs-Bond-2022-us23329rad89,US23329RAD89,DNB Bank ASA,USD,2.150%,12/2/2022,2.0,
dnb_bank_asadl-med-term_nts_201922144a-Bond-2022-us23329pae07,US23329PAE07,DNB Bank ASA,,2.150%,12/2/2022,2.0,
dnb_bank_asadl-med-term_nts_201621regs-Bond-2021-usr1655vaa63,USR1655VAA63,DNB Bank ASA,USD,2.375%,6/2/2021,2.0,
dno_asadl-notes_201821-23-Bond-2023-no0010823347,NO0010823347,DNO ASA,USD,8.750%,5/31/2023,4.0,
dof_subsea_asdl-notes_201722-Bond-2022-no0010788177,NO0010788177,DOF Subsea ASA,USD,9.500%,3/14/2022,2.0,
dp_world_crescentdl-med-ttrcerts_1623144a-Bond-2023-us26139paa12,US26139PAA12,DP World Crescent Ltd.,USD,3.908%,5/31/2023,2.0,
dp_world_crescentdl-med-ttrcerts_1623regs-Bond-2023-xs1419869968,XS1419869968,DP World Crescent Ltd.,USD,3.908%,5/31/2023,2.0,
dte_energy_codl-notes_201919-22_serb-Bond-2022-us233331bb29,US233331BB29,DTE Energy Co.,USD,2.600%,6/15/2022,2.0,
dxc_technology_codl-notes_202020-23-Bond-2023-us23355laj52,US23355LAJ52,DXC Technology Co.,USD,4.000%,4/15/2023,2.0,
dz_bank_deutzentral-gendl-mtn-ihs_a932_v1822-Bond-2022-xs1821946974,XS1821946974,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",USD,3.000%,5/30/2022,1.0,
dz_bank_deutzentral-gendl-stufenz-mti_a569_v1621-Bond-2021-xs1336239220,XS1336239220,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",USD,2.100%,1/11/2021,1.0,variable coupon
dz_bank_deutzentral-gendl-stufz-mti_a476_v1521-Bond-2021-xs1202663495,XS1202663495,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",USD,2.750%,3/23/2021,1.0,variable coupon
dz_bank_deutzentral-gendl-nachr-mtn-ihs_a549_v1521-Bond-2021-xs1281057197,XS1281057197,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",USD,2.600%,9/1/2021,1.0,
dz_bank_deutzentral-gendl-mtn-ihs_a927_v1822-Bond-2022-xs1816643479,XS1816643479,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",USD,3.000%,5/30/2022,1.0,
dz_bank_deutzentral-gendl-mtn-ihs_a949_v1822-Bond-2022-xs1837099842,XS1837099842,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",USD,3.000%,7/20/2022,1.0,
dz_bank_deutzentral-gendl-mtn-ihs_a1000_v1822-Bond-2022-xs1872419954,XS1872419954,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",USD,2.875%,9/28/2022,1.0,
dz_bank_deutzentral-gendl-0-kpmtn_v19250122-Bond-2022-xs1939352222,XS1939352222,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",USD,,1/25/2022,,no interest deduction
dz_bank_deutzentral-gendl-mtn-ihs_a1098_v1920-Bond-2020-xs1941788082,XS1941788082,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",USD,2.375%,8/20/2020,1.0,
dz_bank_deutzentral-gendl-mtn-ihs_a1117_v1920-Bond-2020-xs1963834335,XS1963834335,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",USD,2.250%,12/21/2020,1.0,
dz_bank_deutzentral-gendl-mtn-ihs_a977_v1822-Bond-2022-xs1859004878,XS1859004878,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",USD,2.875%,8/30/2022,1.0,
dz_bank_deutzentral-gendl-mtn-ihs_a1085_v1921-Bond-2021-xs1923394057,XS1923394057,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",USD,2.750%,6/30/2021,1.0,
dz_bank_deutzentral-gendl-mtn-ihs_a1223_v1921-Bond-2021-xs2079079443,XS2079079443,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",USD,1.500%,12/20/2021,1.0,
dz_bank_deutzentral-gendl-mtn-ihs_a1252_v2022-Bond-2022-xs2092772040,XS2092772040,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",USD,1.500%,1/14/2022,1.0,
dz_bank_deutzentral-gendl-mtn-ihs_a1151_v1921-Bond-2021-xs2027401384,XS2027401384,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",USD,1.500%,2/22/2021,1.0,
dz_bank_deutzentral-gendl-mtn-ihs_a1060_v1821-Bond-2021-xs1908374835,XS1908374835,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",USD,3.000%,12/20/2021,1.0,
dz_bank_deutzentral-gendl-mtn-ihs_a1302_v2023-Bond-2023-xs2135363468,XS2135363468,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",USD,0.700%,4/17/2023,1.0,
dz_bank_deutzentral-gendl-mtn-ihs_a1126_v1921-Bond-2021-xs1982170695,XS1982170695,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",USD,2.250%,5/28/2021,1.0,
dz_bank_deutzentral-gendl-mtn-ihs_a1147_v1921-Bond-2021-xs2009151197,XS2009151197,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",USD,1.750%,7/20/2021,1.0,
daimler_finance_north_amerllcdl-notes_201919-22_144a-Bond-2022-us233851dr29,US233851DR29,Daimler Finance North America LLC,,3.400%,2/22/2022,2.0,
daimler_finance_north_amerllcdl-notes_201515-20_144a-Bond-2020-us233851ca03,US233851CA03,Daimler Finance North America LLC,USD,2.700%,8/3/2020,2.0,
daimler_finance_north_amerllcdl-notes_201919-22_144a-Bond-2022-us233851du57,US233851DU57,Daimler Finance North America LLC,,2.550%,8/15/2022,2.0,
daimler_finance_north_amerllcdl-notes_201818-21_144a-Bond-2021-us233851dn15,US233851DN15,Daimler Finance North America LLC,,3.750%,11/5/2021,2.0,
daimler_finance_north_amerllcdl-notes_201414-21_144a-Bond-2021-us233851be34,US233851BE34,Daimler Finance North America LLC,USD,2.875%,3/10/2021,2.0,
daimler_finance_north_amerllcdl-notes_201717-22_144a-Bond-2022-us233851cs11,US233851CS11,Daimler Finance North America LLC,,2.850%,1/6/2022,2.0,
daimler_finance_north_amerllcdl-notes_201717-21_144a-Bond-2021-us233851cz53,US233851CZ53,Daimler Finance North America LLC,,2.300%,2/12/2021,2.0,
daimler_finance_north_amerllcdl-notes_201818-23_144a-Bond-2023-us233851dl58,US233851DL58,Daimler Finance North America LLC,,3.700%,5/4/2023,2.0,
daimler_finance_north_amerllcdl-notes_201717-21_regs-Bond-2021-usu2339ccv82,USU2339CCV82,Daimler Finance North America LLC,USD,2.300%,2/12/2021,2.0,
daimler_finance_north_amerllcdl-flr_notes_201922_regs-Bond-2022-usu2339cds45,USU2339CDS45,Daimler Finance North America LLC,USD,1.292%,2/15/2022,4.0,variable coupon
daimler_finance_north_amerllcdl-notes_201515-20_regs-Bond-2020-usu2339ccb29,USU2339CCB29,Daimler Finance North America LLC,USD,2.700%,8/3/2020,2.0,
daimler_finance_north_amerllcdl-notes_202020-23_regs-Bond-2023-usu2339cdw56,USU2339CDW56,Daimler Finance North America LLC,USD,1.750%,3/10/2023,2.0,
daimler_finance_north_amerllcdl-notes_201818-23_regs-Bond-2023-usu2339ccz96,USU2339CCZ96,Daimler Finance North America LLC,USD,3.350%,2/22/2023,2.0,
daimler_finance_north_amerllcdl-notes_201621_regs-Bond-2021-usu2339cch98,USU2339CCH98,Daimler Finance North America LLC,USD,2.000%,7/6/2021,2.0,
daimler_finance_north_amerllcdl-flr_notes_201821_regs-Bond-2021-usu2339ccy22,USU2339CCY22,Daimler Finance North America LLC,USD,0.808%,2/22/2021,4.0,variable coupon
daimler_finance_north_amerllcdl-notes_201717-22_regs-Bond-2022-usu2339ccp15,USU2339CCP15,Daimler Finance North America LLC,USD,2.850%,1/6/2022,2.0,
daimler_finance_north_amerllcdl-notes_201818-21_regs-Bond-2021-usu2339ccx49,USU2339CCX49,Daimler Finance North America LLC,USD,3.000%,2/22/2021,2.0,
dl-notes_201818-21_regs-Bond-2021-usu2339cde58,USU2339CDE58,Daimler Finance North America LLC,USD,3.350%,5/4/2021,2.0,
daimler_finance_north_amerllcdl-flr_notes_201823_regs-Bond-2023-usu2339cdh89,USU2339CDH89,Daimler Finance North America LLC,USD,1.396%,5/4/2023,4.0,variable coupon
daimler_finance_north_amerllcdl-flr_notes_201922_regs-Bond-2022-usu2339cdm74,USU2339CDM74,Daimler Finance North America LLC,USD,1.238%,2/22/2022,4.0,variable coupon
daimler_finance_north_amerllcdl-notes_201616-21_regs-Bond-2021-usu2339ccj54,USU2339CCJ54,Daimler Finance North America LLC,USD,2.200%,10/30/2021,2.0,
daimler_finance_north_amerllcdl-flr_notes_201721_regs-Bond-2021-usu2339ccw65,USU2339CCW65,Daimler Finance North America LLC,USD,0.865%,2/12/2021,4.0,variable coupon
daimler_finance_north_amerllcdl-notes_201919-22_regs-Bond-2022-usu2339cdn57,USU2339CDN57,Daimler Finance North America LLC,USD,3.400%,2/22/2022,2.0,
daimler_finance_north_amerllcdl-flr_notes_201821_regs-Bond-2021-usu2339cdf24,USU2339CDF24,Daimler Finance North America LLC,USD,1.106%,5/4/2021,4.0,variable coupon
daimler_finance_north_amerllcdl-flr_notes_201821_regs-Bond-2021-usu2339cdl91,USU2339CDL91,Daimler Finance North America LLC,USD,1.211%,11/5/2021,4.0,variable coupon
3_875-daimler-finance-north-america-llc-Bond-2021-usu2339cam02,USU2339CAM02,Daimler Finance North America LLC,USD,3.875%,9/15/2021,2.0,
daimler_finance_north_amerllcdl-notes_201414-21_regs-Bond-2021-usu2339cbk37,USU2339CBK37,Daimler Finance North America LLC,USD,2.875%,3/10/2021,2.0,
daimler_finance_north_amerllcdl-notes_201919-22_regs-Bond-2022-usu2339cdr61,USU2339CDR61,Daimler Finance North America LLC,USD,2.550%,8/15/2022,2.0,
daimler_finance_north_amerllcdl-notes_201818-23_regs-Bond-2023-usu2339cdg07,USU2339CDG07,Daimler Finance North America LLC,USD,3.700%,5/4/2023,2.0,
daimler_finance_north_amerllcdl-notes_201818-21_regs-Bond-2021-usu2339cdk19,USU2339CDK19,Daimler Finance North America LLC,USD,3.750%,11/5/2021,2.0,
daiwa_securities_group_incdl-notes_201722_regs-Bond-2022-usj11718ct84,USJ11718CT84,Daiwa Securities Group Inc.,USD,3.129%,4/19/2022,2.0,
danone_sadl-notes_201616-21_144a-Bond-2021-us23636tac45,US23636TAC45,Danone S.A.,,2.077%,11/2/2021,2.0,
danone_sadl-notes_201616-21_regs-Bond-2021-usf12033tm29,USF12033TM29,Danone S.A.,USD,2.077%,11/2/2021,2.0,
3_000-danone-Bond-2022-usf12033az33,USF12033AZ33,Danone S.A.,USD,3.000%,6/15/2022,2.0,
danske_bank_asdl-medterm_nts_201520_regs-Bond-2020-us23636bad10,US23636BAD10,Danske Bank AS,USD,2.750%,9/17/2020,2.0,
danske_bank_asdl-non-prefmtn_201922_144a-Bond-2022-us23636aas06,US23636AAS06,Danske Bank AS,,5.000%,1/12/2022,2.0,
danske_bank_asdl-medterm_nts_201520_144a-Bond-2020-us23636aad37,US23636AAD37,Danske Bank AS,USD,2.750%,9/17/2020,2.0,
danske_bank_asdl-flr_m-tnts_1921-22regs-Bond-2022-us23636bau35,US23636BAU35,Danske Bank AS,USD,3.001%,9/20/2022,2.0,"fixed coupon now, later variable"
danske_bank_asdl-medterm_nts_201621_144a-Bond-2021-us23636aae10,US23636AAE10,Danske Bank AS,USD,2.800%,3/10/2021,2.0,
danske_bank_asdl-flr_m-tnts_1921-22_144a-Bond-2022-us23636aau51,US23636AAU51,Danske Bank AS,,3.001%,9/20/2022,2.0,"fixed coupon now, later variable"
danske_bank_asdl-medterm_nts_201621_regs-Bond-2021-us23636bae92,US23636BAE92,Danske Bank AS,USD,2.800%,3/10/2021,2.0,
danske_bank_asdl-non-prefmtn_201922_regs-Bond-2022-us23636bas88,US23636BAS88,Danske Bank AS,USD,5.000%,1/12/2022,2.0,
dar_al-arkan_sukuk_codl-med-term_trcerts_201823-Bond-2023-xs1794398831,XS1794398831,Dar Al-Arkan Sukuk Company Ltd.,USD,6.875%,3/21/2023,2.0,
dean_foods_codl-notes_201515-23_regs-Bond-2023-usu24044ab24,USU24044AB24,Dean Foods Co. [new],USD,6.500%,3/15/2023,2.0,suspended payment
15_000-deep-drilling-1-pte-Bond-2017-no0010633225,NO0010633225,Deep Drilling 1 PTE Ltd.,USD,15.000%,12/21/2017,4.0,variable coupon
8_500-deere-Bond-2022-us244199au90,US244199AU90,Deere & Co.,USD,8.500%,1/9/2022,2.0,
2_600-deere-Bond-2022-us244199be40,US244199BE40,Deere & Co.,USD,2.600%,6/8/2022,2.0,
dekabank_dtgirozentraleusd-festzins-anleihe_1620-Bond-2020-de000dk0h5g6,DE000DK0H5G6,DekaBank Deutsche Girozentrale,USD,1.550%,10/16/2020,1.0,
dekabank_dtgirozentraleusd-festzins-anleihe_1720-Bond-2020-de000dk0k482,DE000DK0K482,DekaBank Deutsche Girozentrale,USD,1.650%,7/24/2020,1.0,
dekabank_dtgirozentraledl-geldmarkt-anleihe_v1722-Bond-2022-de000dk0lak8,DE000DK0LAK8,DekaBank Deutsche Girozentrale,USD,2.369%,7/14/2022,1.0,variable coupon
dekabank_dtgirozentraledl-stufenzins-anleihe_1623-Bond-2023-de000dk0g2p5,DE000DK0G2P5,DekaBank Deutsche Girozentrale,USD,2.200%,4/11/2023,1.0,variable coupon
dekabank_dtgirozentraleusd-festzins-anleihe_1721-Bond-2021-de000dk0npl0,DE000DK0NPL0,DekaBank Deutsche Girozentrale,USD,2.000%,11/8/2021,1.0,
dekabank_dtgirozentraledl-geldmarkt-anleihe_v1721-Bond-2021-de000dk0lah4,DE000DK0LAH4,DekaBank Deutsche Girozentrale,USD,2.281%,7/14/2021,1.0,variable coupon
dekabank_dtgirozentraleusd-festzins-anleihe_1821-Bond-2021-de000dk0pq01,DE000DK0PQ01,DekaBank Deutsche Girozentrale,USD,2.600%,4/1/2021,1.0,
dekabank_dtgirozentraleusd-festzins-anleihe_1820-Bond-2020-de000dk0rzt3,DE000DK0RZT3,DekaBank Deutsche Girozentrale,USD,2.550%,10/30/2020,1.0,
dekabank_dtgirozentraledl-festzins-anleihe_1921-Bond-2021-de000dk0urp2,DE000DK0URP2,DekaBank Deutsche Girozentrale,USD,1.400%,7/30/2021,1.0,
dekabank_dtgirozentraledl-festzins-anleihe_2023-Bond-2023-de000dk0wsz5,DE000DK0WSZ5,DekaBank Deutsche Girozentrale,USD,0.500%,3/17/2023,1.0,
dekabank_dtgirozentraledl-stufenzins-anleihe_1623-Bond-2023-de000dk0gxu9,DE000DK0GXU9,DekaBank Deutsche Girozentrale,USD,3.000%,3/20/2023,1.0,variable coupon
dekabank_dtgirozentraleusd-festzins-anleihe_1820-Bond-2020-de000dk0r9f8,DE000DK0R9F8,DekaBank Deutsche Girozentrale,USD,2.650%,12/11/2020,1.0,
dekabank_dtgirozentraledl-festzins-anleihe_1921-Bond-2021-de000dk0ss30,DE000DK0SS30,DekaBank Deutsche Girozentrale,USD,2.300%,3/5/2021,1.0,
dekabank_dtgirozentraleusd-festzins-anleihe_1820-Bond-2020-de000dk0rqj3,DE000DK0RQJ3,DekaBank Deutsche Girozentrale,USD,2.350%,9/18/2020,1.0,
dekabank_dtgirozentraleusd-festzins-anleihe_1921-Bond-2021-de000dk0tck7,DE000DK0TCK7,DekaBank Deutsche Girozentrale,USD,2.050%,5/28/2021,1.0,
dekabank_dtgirozentraleusd-festzins-anleihe_1721-Bond-2021-de000dk0kbn2,DE000DK0KBN2,DekaBank Deutsche Girozentrale,USD,2.150%,3/22/2021,1.0,
dekabank_dtgirozentraleusd-festzins-anleihe_1821-Bond-2021-de000dk0p5g6,DE000DK0P5G6,DekaBank Deutsche Girozentrale,USD,2.600%,6/4/2021,1.0,
dekabank_dtgirozentraledl-geldmarkt-anleihe_v1720-Bond-2020-de000dk0npk2,DE000DK0NPK2,DekaBank Deutsche Girozentrale,USD,1.500%,11/2/2020,4.0,variable coupon
dekabank_dtgirozentraledl-geldmarkt-anleihe_v1721-Bond-2021-de000dk0nvq7,DE000DK0NVQ7,DekaBank Deutsche Girozentrale,USD,1.613%,11/29/2021,4.0,variable coupon
dekabank_dtgirozentraleusd-festzins-anleihe_1921-Bond-2021-de000dk0s8b8,DE000DK0S8B8,DekaBank Deutsche Girozentrale,USD,2.000%,5/7/2021,1.0,
dekabank_dtgirozentraledl-festzins-anleihe_2022-Bond-2022-de000dk0v4f3,DE000DK0V4F3,DekaBank Deutsche Girozentrale,USD,1.250%,2/11/2022,1.0,
dekabank_dtgirozentraledl-festzins-anleihe_1922-Bond-2022-de000dk0vbk5,DE000DK0VBK5,DekaBank Deutsche Girozentrale,USD,1.500%,10/21/2022,1.0,
