Identifier,Identifier_Status,Name,ISIN,Bond_Status,Bond_Type,Coupon_Freq,Subordinated,Sinkable,Perpetual,Convertible,Structured,Restructuring,Securitization,Mortgage,Trace,Covered,Foreign,CDO,Sukuk,Retail,Supranational,Green,Non-Marketable,Issuer,Borrower,Amount,Floating,Ref_Rate,Margin,Current_Rate
355,Valid,"Domestic bonds: Russia, 26032 (26032RMFS, RU0001706269)",RU0001706269,redeemed,Coupon bonds,1 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"163,722,000 RUB",No,,,5%
356,Valid,"Domestic bonds: Russia, 26175 (26175RMFS, RU0001707341)",RU0001707341,redeemed,Coupon bonds,1 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"5,036,000 RUB",No,,,2%
357,Valid,"Domestic bonds: Russia, 26176 (26176RMFS, RU0001707358)",RU0001707358,redeemed,Coupon bonds,1 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"5,036,000 RUB",No,,,2%
358,Valid,"Domestic bonds: Russia, 26177 (26177RMFS, RU0001707366)",RU0001707366,redeemed,Coupon bonds,1 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"5,035,000 RUB",No,,,2%
359,Valid,"Domestic bonds: Russia, 26178 (26178RMFS, RU0001707374)",RU0001707374,redeemed,Coupon bonds,1 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"5,035,000 RUB",No,,,2%
360,Valid,"Domestic bonds: Russia, 27004 (27004RMFS, RU0002588450)",RU0002588450,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"10,000,000,000 RUB",No,,,
361,Valid,"Domestic bonds: Russia, 27005 (27005RMFS, RU0002588468)",RU0002588468,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"10,000,000,000 RUB",No,,,
362,Valid,"Domestic bonds: Russia, 27006 (27006RMFS, RU0002588351)",RU0002588351,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"10,000,000,000 RUB",No,,,
363,Valid,"Domestic bonds: Russia, 27007 (27007RMFS, RU0002588369)",RU0002588369,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"10,000,000,000 RUB",No,,,
364,Valid,"Domestic bonds: Russia, 27008 (27008RMFS, RU0002588377)",RU0002588377,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"10,000,000,000 RUB",No,,,10%
365,Valid,"Domestic bonds: Russia, 27009 (27009RMFS, RU0002588385)",RU0002588385,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"10,000,000,000 RUB",No,,,10%
366,Valid,"Domestic bonds: Russia, 27010 (27010RMFS, RU0002588393)",RU0002588393,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"10,000,000,000 RUB",No,,,10%
367,Valid,"Domestic bonds: Russia, 27011 (27011RMFS, RU0002588401)",RU0002588401,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"10,000,000,000 RUB",No,,,10%
368,Valid,"Domestic bonds: Russia, 27012 (27012RMFS, RU0005059947)",RU0005059947,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"17,606,400,000 RUB",No,,,10%
369,Valid,"Domestic bonds: Russia, 27013 (27013RMFS, RU0006866860)",RU0006866860,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"15,000,000,000 RUB",No,,,12%
370,Valid,"Domestic bonds: Russia, 27014 (27014RMFS, RU0001707580)",RU0001707580,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"10,000,000,000 RUB",No,,,12%
371,Valid,"Domestic bonds: Russia, 27015 (27015RMFS, RU0008551189)",RU0008551189,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"16,000,000,000 RUB",No,,,12%
372,Valid,"Domestic bonds: Russia, 27016 (27016RMFS, RU0001707598)",RU0001707598,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"12,000,000,000 RUB",No,,,12%
373,Valid,"Domestic bonds: Russia, 27017 (27017RMFS, RU0008549720)",RU0008549720,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"12,000,000,000 RUB",No,,,12%
374,Valid,"Domestic bonds: Russia, 27018 (27018RMFS, RU0008523592)",RU0008523592,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"14,000,000,000 RUB",No,,,12%
375,Valid,"Domestic bonds: Russia, 28001 (28001RMFS, RU0002588419)",RU0002588419,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"10,000,000,000 RUB",No,,,10%
376,Valid,"Domestic bonds: Russia, 45001 (45001RMFS, RU0008582754)",RU0008582754,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_ok cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"40,500,000,000 RUB",No,,,10%
377,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Valid,"Domestic bonds: Bashkortostan republic, 25003 (RU25003BAS, RU0009275234)",RU0009275234,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Bashkortostan republic,,"500,000,000 RUB",No,,,15%
422,Valid,"Domestic bonds: Russian Standard Finance, 01 (4-01-36011-R, RU0008655618)",RU0008655618,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russian Standard Finance,,"500,000,000 RUB",No,,,20.28%
423,Valid,"Domestic bonds: Stroimetresurs, 01 (4-01-12675-H)",,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Stroimetresurs,,"300,000,000 RUB",No,,,
424,Valid,"Domestic bonds: Moscow, 24 (RU25024MOS, RU0008632526)",RU0008632526,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Moscow,,"3,000,000,000 RUB",No,,,15%
425,Valid,"Domestic bonds: Saint-Petersburg, 26001 (RU26001GSP, RU0001502643)",RU0001502643,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Saint-Petersburg,,"600,000,000 RUB",No,,,10.01%
426,Valid,"Domestic bonds: Prodimex, 01 (4-01-22442-N, RU0009550644)",RU0009550644,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Prodimex,,"500,000,000 RUB",No,,,20.50%
427,Valid,"Domestic bonds: Saint-Petersburg, 21042 (RU21042GSP, RU0001502650)",RU0001502650,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Saint-Petersburg,,"400,000,000 RUB",No,,,0%
428,Valid,"Domestic bonds: Interregional Investment Bank, 01 (40102788B, RU0009575864)",RU0009575864,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Interregional Investment Bank,,"300,000,000 RUB",No,,,21.49%
429,Valid,"Domestic bonds: GT TETS Energo, 01 (4-01-50012-A, RU0001534489)",RU0001534489,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,GT TETS Energo,,"500,000,000 RUB",No,,,20%
430,Valid,"Domestic bonds: PIK Group, 03 (4-03-01556-A, RU0001534661)",RU0001534661,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_ok cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,PIK Group,,"500,000,000 RUB",No,,,21%
431,Valid,"Domestic bonds: Tver manufacture, 01 (4-01-00592-A, RU0009768915)",RU0009768915,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Tver manufacture,,"100,000,000 RUB",No,,,19%
432,Valid,"Domestic bonds: Alfa Eko M, 01 (4-01-36013-R, RU0001552069)",RU0001552069,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Alfa Eko M,,"800,000,000 RUB",No,,,20.50%
433,Valid,"Domestic bonds: RAO UESR, 02 (4-02-00034-A, RU0001551889)",RU0001551889,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,RAO UESR,,"3,000,000,000 RUB",No,,,15%
434,Valid,"Domestic bonds: ALROSA, 19 (4-19-40046-N, RU0001552622)",RU0001552622,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,ALROSA,,"3,000,000,000 RUB",No,,,16%
435,Valid,"Domestic bonds: RTC-LEASING, 03 (4-03-01154-H, RU0001245474)",RU0001245474,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,RTC-LEASING,,"1,500,000,000 RUB",No,,,16%
436,Valid,"Domestic bonds: Bashinformsvyaz, 02 (4-06-00011-A, RU0001552630)",RU0001552630,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Bashinformsvyaz,,"150,000,000 RUB",No,,,14%
437,Valid,"Domestic bonds: Locko-Bank, 01 (20102707B, RU000A0GM2B1)",RU000A0GM2B1,redeemed,Coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Locko-Bank,,"250,000,000 RUB",No,,,16%
438,Valid,"Domestic bonds: Saint-Petersburg, 26002 (RU26002GSP, RU0008449442)",RU0008449442,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Saint-Petersburg,,"800,000,000 RUB",No,,,8.50%
439,Valid,"Domestic bonds: Nizhny Novgorod finance department, 01 (RU23001NNV0, RU0002619727)",RU0002619727,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Nizhny Novgorod finance department,,"200,000,000 RUB",No,,,19%
440,Valid,"Domestic bonds: Severniy Gorod, 01 (4-01-05984-J, RU0001245631)",RU0001245631,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Severniy Gorod,,"50,000,000 RUB",No,,,10.22%
