,ISIN,NAME
1681,FR0013365491,Soci&#233;t&#233; G&#233;n&#233;rale S.A. EO-Medium-Term Notes 2018(22)
1682,XS1169630602,Credit Agricole S.A. (Ldn Br.) EO-Med.-Term Nts 2015(22)
1683,XS1149938240,Sumitomo Mitsui Banking Corp. EO-Medium-Term Nts 2015(22)
1684,USN27915AQ54,Deutsche Telekom Intl Fin.B.V. DL-Notes 2017(17/22) Reg.S
1685,DK0009520280,Nykredit Realkredit A/S EO-Medium-Term Notes 2018(22)
1686,XS0479869744,Vodafone Group PLC EO-Medium-Term Notes 2010(22)
1687,XS1167352613,National Australia Bank Ltd. EO-Med.-Term Notes 2015(22)
1688,XS1169353338,Macquarie Bank Ltd. EO-Med.-Term Nts 2015(22)
1689,XS1170137746,Metropolitan Life Global Fdg I EO-Medium-Term Notes 2015(22)
1690,XS1411535286,Johnson &amp; Johnson EO-Notes 2016(16/22)
1691,DE000DL19TA6,Deutsche Bank AG Med.Term Nts.v.2017(2022)
1692,XS1551747659,Co&#246;peratieve Rabobank U.A. NK-Medium-Term Notes 2017(22)
1693,USP46756AH86,Genneia S.A. DL-Notes 2017(17/22) Reg.S
1694,XS1169353254,GE Capital Europ.Fund.Unltd.Co EO-Medium-Term Notes 2015(22)
1695,XS1169977896,Dexia Cr&#233;dit Local S.A. EO-Medium-Term Notes 2015(22)
1696,XS1936784831,Santander Consumer Bank AS EO-Medium-Term Notes 2019(22)
1697,XS1917957687,Korea Midland Power Co. Ltd. DL-Medium-Term Notes 2019(22)
1698,US85771PAF99,Equinor ASA DL-Notes 2011(11/22)
1699,XS1523975859,Akelius Residential Property EO-Notes 2016(16/22)
1700,XS1521768058,Yanlord Land (HK) Co. Ltd. DL-Notes 2017(17/22)
1701,US06051GGY98,Bank of America Corp. DL-FLR Notes 2018(18/22)
1702,XS1513700127,CIFI Holdings Group Co.Ltd DL-Notes 2017(17/22)
1703,US06051GGX16,Bank of America Corp. DL-FLR Notes 2018(21/22)
1704,US46625HJD35,JPMorgan Chase &amp; Co. DL-Notes 2012(22)
1705,US71654QBB77,Petr&#243;leos Mexicanos (PEMEX) DL-Medium-Term Nts 2012(12/22)
1706,DE000A1R04X6,Daimler AG Medium Term Notes v.14(22)
1707,US38141GGS75,"Goldman Sachs Group Inc., The DL-Notes 2012(22)"
1708,XS1080163709,Sodexo S.A. EO-Notes 2014(14/22)
1709,XS1550951641,Santander Consumer Finance SA EO-Medium-Term Nts 2017(22)
1710,XS1551709568,State Bk of India (Ldn Branch) DL-Medium-Term Notes 2017(22)
1711,US91159HHP82,U.S. Bancorp DL-Med.-Term Nts 2017(21/22)
1712,XS1937029889,European Investment Bank RP/DL-Med.-T.Nts 2019(22)Reg.S
1713,USP4949BAH70,Grupo Bimbo S.A.B. de C.V. DL-Notes 2012(22) Reg.S
1714,XS0736418962,Standard Chartered PLC DL-Medium-Term Notes 2012(22)
1715,XS0876289652,Red El&#233;ctrica Financ. S.A.U. EO-Medium-Term Notes 2013(22)
1716,DE000A19B8D4,Vonovia Finance B.V. EO-Medium-Term Nts 2017(17/22)
1717,XS1555300497,Yuzhou Properties Company Ltd. DL-Notes 2017(20/22)
1718,FR0013233426,Bollor&#233; S.A. EO-Obl. 2017(17/22)
1719,XS0737138460,Enexis Holding B.V. EO-Medium-Term Notes 2012(22)
1720,USG07402DN01,Banco do Brasil S.A. (Cayman) DL-Notes 2011(22) Reg.S
1721,XS1165754851,State Grid Eur.Dev.(2014) PLC EO-Bonds 2015(15/22) Ser.A
1722,XS1174211471,Eurofins Scientific S.E. EO-Bonds 2015(15/22)
1723,XS1173196012,Credit Agricole CIB EO-FLR Med.-Term Nts 2015(22)
1724,XS1511787407,Morgan Stanley EO-FLR M.-T.Nts16(21/22) Ser.G
1725,US459200JQ56,Intl Business Machines Corp. DL-Notes 2017(17/22)
1726,XS1939269160,Dexia Cr&#233;dit Local S.A. DL-Med.-T. Nts 2019(22) Reg.S
1727,XS1939355753,Citigroup Inc. EO-Med.-T. Notes 2019(19/22)
1728,USY6142GAA14,Mongolian Mortgage Corp. DL-Notes 2019(22) Reg.S
1729,US571748BB78,Marsh &amp; McLennan Cos. Inc. DL-Notes 2017(17/22)
1730,US084670BF47,Berkshire Hathaway Inc. DL-Notes 2012(22)
1731,XS0990109240,Iberdrola International B.V. EO-Medium-Term Notes 2013(22)
1732,USU31434AC42,Fresenius Med.C.US Fin.II Inc. DL-Notes 2012(12/22) Reg.S
1733,XS1115479559,Credit Suisse AG (Ldn Br.) EO-Medium-Term Notes 2014(22)
1734,XS1405775377,Evraz PLC DL-Notes 2016(22)
1735,XS1554373164,Fresenius Finance Ireland PLC EO-Med.-Term Nts 2017(17/22) 1
1736,XS1554112281,NIBC Bank N.V. EO-Medium-Term Notes 2017(22)
1737,XS1558022866,Wells Fargo &amp; Co. EO-FLR Med.-Term Nts 2017(22)
1738,XS1533923238,Kernel Holding S.A. DL-Notes 2017(22) Reg.S
1739,FR0012017903,Rallye S.A. EO-Obl. 2014(22)
1740,US78012KZG56,Royal Bank of Canada DL-Medium-Term Notes 2017(22)
1741,XS1558184096,BNG Bank N.V. DL-Med.-Term Nts 2017(22)Reg.S
1742,US78012KZD26,Royal Bank of Canada DL-FLR Med.-Term Nts 2017(22)
1743,US00772BAR24,AerCap Ire.Cap.DAC/Gl.Av.Tr. DL-Notes 2016(16/22)
1744,XS1557228357,B &amp; M Europ.Value Retail S.A. LS-Notes 2017(17/22) Reg.S
1745,USG91703AL55,UBS Group AG DL-FLR Notes 2016(22) Reg.S
1746,US44891CAY93,Hyundai Capital America DL-Med.-T. Nts 19(19/22) Reg.S
1747,USP98047AA42,Volcan Compania Minera S.A.A. DL-Notes 2012(12/22) Reg.S
1748,XS1527138272,Grenke Finance PLC EO-Medium-Term Notes 2016(22)
1749,XS1533921299,Rusal Capital DAC DL-Notes 2017(22) Reg.S
1750,USP9592YAL76,Urbi Desarrollo.Urban.SAB d.CV DL-Notes 2012(22) Reg.S
1751,XS1178970106,Unilever N.V. EO-Medium-Term Notes 2015(22)
1752,AT0000A1C741,Strabag SE EO-Anl. 2015(22)
1753,XS1945947635,Sydbank AS EO-Non-Preferred MTN 2019(22)
1754,USU24652AP13,Harley Davidson Finl Serv.Inc. DL-Med.-T.Nts 2019(19/22)Reg.S
1755,US742718DY23,"Procter &amp; Gamble Co., The DL-Notes 2012(12/22)"
1756,US594918BW38,Microsoft Corp. DL-Notes 2017(17/22)
1757,XS0743596040,SB Capital S.A. DL-L.Part.MTN 12(22) Sberbank
1758,XS1556165477,China Water Affairs Group Ltd. DL-Notes 2017(17/22)
1759,FR0013236312,Auchan Holding S.A. EO-Med.-T. Nts 2017(17/22)
1760,XS1560862580,Bank of America Corp. EO-FLR Med.-T. Nts 2017(21/22)
1761,XS1560863554,Bank of America Corp. EO-FLR Med.-T. Nts 2017(17/22)
1762,XS1560991637,Louis Dreyfus Company B.V. EO-Notes 2017(17/22)
1763,US06406RAA59,"Bk of New York Mellon Corp,The DL-Med.-Term Notes 2017(22/22)"
1764,XS1766857434,Nordea Bank Abp EO-FLR Med.-Term Nts 2018(22)
1765,US21685WDD65,Co&#246;p.Rabobank (Utrecht Branch) DL-Med.-Term Notes 2012(22)
1766,AT0000A1TMY3,Erste Group Bank AG EO-FLR Med.-T.Nts 2017(22)1547
1767,AU3FN0046710,Australia &amp; N. Z. Bkg Grp Ltd. AD-FLR Med.-Term Nts 2019(22)
1768,FR0011193515,Bouygues S.A. EO-Obl. 2012(22)
1769,XS0485616758,TenneT Holding B.V. EO-Notes 2010(22)
1770,US037833AY62,Apple Inc. DL-Notes 2015(15/22)
1771,XS1557268221,Banco Santander S.A. EO-2nd Ranking Notes 2017(22)
1772,US037833CM07,Apple Inc. DL-Notes 2017(17/22)
1773,US037833CN89,Apple Inc. DL-FLR Notes 2017(22)
1774,CH0398677754,"Cr&#233;dito Real, S.A.B de C.V. SF-Bonds 2018(22)"
1775,FR0011197409,BPCE S.A. EO-Medium-Term Notes 2012(22)
1776,XS1003017099,SSE PLC EO-Medium-Term Notes 2013(22)
1777,XS1186131717,FCE Bank PLC EO-Medium-Term Notes 2015(22)
1778,XS1516271290,Sparebank 1 SR-Bank ASA EO-Medium-Term Notes 2016(22)
1779,US58933YAQ89,Merck &amp; Co. Inc. DL-Notes 2015(15/22)
1780,DE000MHB9445,M&#252;nchener Hypothekenbank MTN-IHS Serie 1680 v.15(22)
1781,XS1188094673,National Grid North Amer. Inc. EO-Medium-Term Notes 2015(22)
1782,US949746SP73,Wells Fargo &amp; Co. DL-FLR Notes 2017(21/22)
1783,CH0373476537,PSP Swiss Property AG SF-Anl. 2018(22)
1784,FR0013482809,LVMH Mo&#235;t Henn. L. Vuitton SE EO-FLR Med.-Term Nts 2020(22)
1785,US594918BA18,Microsoft Corp. DL-Notes 2015(15/22)
1786,USV6277KAA26,Neerg Energy Ltd. DL-Notes 2017(20/22) Reg.S
1787,USY71300AA84,PT Bukit Makmur Mandiri Utama DL-Notes 2017(17/22) Reg.S
1788,DE000A1G0RU9,Allianz Finance II B.V. EO-Medium-Term Notes 2012(22)
1789,USU75888AC81,Reliance Holding USA Inc. DL-Notes 2012(22) Reg.S
1790,XS1561673986,Bank of China Ltd. (Hongkong) DL-Med.-Term Nts 2017(22)
1791,XS1565166789,DIB Sukuk Ltd. DL-Med.-Term Tr.Certs 17(22)
1792,DE000DL19UR8,Deutsche Bank AG Med.Term Nts.v.2019(2022)
1793,US02209SBA06,Altria Group Inc. DL-Notes 2019(19/22)
1794,US251526CA59,Deutsche Bank AG DL-Senior Notes v.19(22)
1795,FR0011140912,A&#233;roports de Paris S.A. EO-Obl. 2011(22)
1796,XS1025866119,Jaguar Land Rover Automotive LS-Notes 2014(22) Reg.S
1797,US00206RBD35,AT &amp; T Inc. DL-Notes 2012(12/22)
1798,XS1363560977,BMW Finance N.V. EO-Medium-Term Notes 2016(22)
1799,XS1421914745,3M Co. EO-Med.-Term Nts 2016(16/22) F
1800,US878237AG14,Tech Data Corp. DL-Notes 2017(17/22)
1801,US64110LAJ52,Netflix Inc. DL-Notes 2015(15/22)
1802,US674599CC78,Occidental Petroleum Corp. DL-Notes 2011(11/22)
1803,US30219GAF54,Express Scripts Holding Co. DL-Notes 2012(12/22)
1804,US74005PBA12,Praxair Inc. DL-Notes 2012(21/22)
1805,XS1953150197,Sunac China Holdings Ltd. DL-Notes 2019(21/22)
1806,USU2339CDS45,Daimler Finance North Amer.LLC DL-FLR Notes 2019(22) Reg.S
1807,XS1567117566,Alfa Bond Issuance PLC RL-M.-T.LPN 2017(22) Alfa Bk
1808,USP7807HAM71,Petr&#243;leos de Venezuela S.A. DL-Notes 2011(20-22) Reg.S
1809,AT0000A1CB33,CA Immobilien Anlagen AG EO-Anl. 2015(22)
1810,XS1567475303,Skandinaviska Enskilda Banken EO-Medium-Term Notes 2017(22)
1811,US89153VAB53,Total Capital Intl S.A. DL-Notes 2012(12/22)
1812,US718172BZ15,Philip Morris Internat. Inc. DL-Notes 2017(17/22)
1813,XS0748187902,ING Bank N.V. EO-Medium-Term Nts 2012(22)
1814,US05579JAE82,BNZ Inter. Fund. Ltd.(Ldn Br.) DL-Med.-Term Nts 2017(22)Reg.S
1815,XS1567423501,Proven Glory Capital Ltd. DL-Med.-Term Notes 2017(17/22)
1816,XS1567905754,Toyota Finance Australia Ltd. AD-Medium-Term Notes 2017(22)
1817,US606822AL88,Mitsubishi UFJ Finl Grp Inc. DL-Notes 2017(22)
1818,US606822AK06,Mitsubishi UFJ Finl Grp Inc. DL-FLR Notes 2017(22)
1819,XS1569829200,ABQ Finance Ltd. DL-Med.-T. Notes 2017(22)
1820,CH0353945402,Soci&#233;t&#233; G&#233;n&#233;rale S.A. SF-Medium-Term Notes 2017(22)
1821,XS1952585898,Bank of England (The Gov.&amp;Co.) DL-Med.-Term Nts 2019(22)Reg.S
1822,USU2339CDM74,Daimler Finance North Amer.LLC DL-FLR Notes 2019(22) Reg.S
1823,USU2339CDN57,Daimler Finance North Amer.LLC DL-Notes 2019(19/22) Reg.S
1824,XS1152089345,Danfoss A/S EO-Medium-Term Nts 2014(15/22)
1825,DE000A2GSLC6,Deutsche Pfandbriefbank AG MTN R.35289 v.18(22)
1826,US055451AQ16,BHP Billiton Fin. (USA) Ltd. DL-Notes 2012(22)
1827,XS1415535183,Coca-Cola European Partn. PLC EO-Notes 2016(16/22)
1828,XS1571399754,Yapi Ve Kredi Bankasi A.S. DL-Notes 2017(22) Reg.S
1829,XS1369278251,Amgen Inc. EO-Notes 2016(16/22)
1830,XS1955169104,LeasePlan Corporation N.V. EO-Medium-Term Notes 2019(22)
1831,US14913Q2T59,Caterpillar Fin.Services Corp. DL-Medium-Term Notes 2019(22)
1832,XS1137512668,M&#246;lnlycke Holding AB EO-Notes 2014(22)
1833,XS1571298139,Svenska Handelsbanken AB EO-Medium-Term Nts 2017(22)
1834,US60687YAH27,Mizuho Financial Group Inc. DL-Notes 2017(22)
1835,XS1570263647,CITIC Ltd. DL-Medium-Term Notes 2017(22)
1836,CA892329AY97,Toyota Credit Canada Inc. CD-Medium-Term Notes 2017(22)
1837,IT0005161358,Intesa Sanpaolo S.p.A. EO-FLR Obbl. 2016(22)
1838,US60687YAJ82,Mizuho Financial Group Inc. DL-FLR Notes 2017(22)
1839,XS0701035676,MDGH - GMTN B.V. DL-Med.-Term Nts 2011(22)Reg.S
1840,XS0752092311,Kon. KPN N.V. EO-Medium-Term Notes 2012(22)
1841,XS0748939880,Sumitomo Mitsui Banking Corp. DL-Bonds 2012(22) Reg.S
1842,US35671DAU90,Freeport-McMoRan Inc. DL-Notes 2012(12/22)
1843,US375558BH51,Gilead Sciences Inc. DL-Notes 2016(16/22)
1844,US00206RDN98,AT &amp; T Inc. DL-Notes 2017(17/22)
1845,US097023BT13,Boeing Co. DL-Notes 2017(17/22)
1846,BE0002272418,KBC Groep N.V. EO-Medium-Term Notes 2017(22)
1847,XS1572429030,ANZ New Zealand (Intl) Ltd. EO-Medium-Term Notes 2017(22)
1848,XS0643183220,VEON Holdings B.V. DL-Notes 2011(22) Reg.S
1849,US907818EZ78,Union Pacific Corp. DL-Notes 2019(19/22)
1850,US88579YBF79,3M Co. DL-Med-Term Nts 19(19/22)
1851,XS0752467497,TDC A/S EO-Medium-Term Nts 2012(12/22)
1852,XS1373987707,LYB International Fin. II B.V. EO-Notes 2016(16/22)
1853,US23636BAM19,Danske Bank AS DL-Med.Term Nts 2017(22) Reg.S
1854,XS1573190946,Nederlandse Waterschapsbank NV DL-Med.-Term Nts 2017(22)Reg.S
1855,CA780086KD58,Royal Bank of Canada CD-Dep. Notes 2015(22)
1856,XS1788515861,NatWest Markets PLC EO-Medium-Term Notes 2018(22)
1857,XS1196759010,OP Yrityspankki Oyj EO-Medium-Term Notes 2015(22)
1858,US166764AT77,Chevron Corp. DL-Notes 2015(15/22)
1859,XS1375956569,BP Capital Markets PLC EO-Medium-Term Notes 2016(22)
1860,XS1513739927,Equate Petrochemical B.V. DL-Med.-Term Nts 2016(22)Reg.S
1861,DE000A2E4XE4,eterna Mode Holding GmbH Inh.-Schv. v.2017(2020/2022)
1862,XS1568303132,Franshion Brilliant Ltd. DL-Notes 2017(22)
1863,DE000A2BPET2,thyssenkrupp AG Medium Term Notes v.17(21/22)
1864,US166764BM16,Chevron Corp. DL-FLR Notes 2017(22)
1865,US166764BN98,Chevron Corp. DL-Notes 2017(17/22)
1866,US0258M0EG02,American Express Credit Corp. DL-Med.-Term Notes 2017(22/22)
1867,US0258M0EH84,American Express Credit Corp. DL-FLR Med.-T. Nts 2017(22/22)
1868,US478160CD49,Johnson &amp; Johnson DL-Notes 2017(17/22)
1869,US25468PDQ63,TWDC Enterprises 18 Corp. DL-Medium-Term Nts 2017(17/22)
1870,US25468PDS20,TWDC Enterprises 18 Corp. DL-FLR Med.-Term Nts 2017(22)
1871,US713448BY31,PepsiCo Inc. DL-Notes 2012(12/22)
1872,XS1958533470,ICBCIL Finance Company Ltd. DL-Medium-Term Notes 2019(22)
1873,XS0861981180,Rosneft Intern. Finance DAC DL-Med.-T.LPN 12(22) Rosneft
1874,US30231GAJ13,Exxon Mobil Corp. DL-Notes 2015(15/22)
1875,XS1574157357,Pfizer Inc. EO-Notes 2017(17/22)
1876,XS0716979595,Petrobras Global Finance B.V. EO-Notes 2011(12/22)
1877,XS0290580595,Gaz Capital S.A. DL-Loan Part.MTN 07(22)GAZPROM
1878,XS0982708686,Discovery Communications LLC EO-Notes 2014(14/22)
1879,XS1197269647,Mondelez International Inc. EO-Notes 2015(15/22)
1880,US064159JF41,"Bank of Nova Scotia, The DL-FLR Notes 2017(22)"
1881,US064159JG24,"Bank of Nova Scotia, The DL-Notes 2017(22)"
1882,US904764BF35,Unilever Capital Corp. DL-Notes 2018(18/22)
1883,XS1958214964,Paccar Financial Europe B.V. EO-Medium-Term Notes 2019(22)
1884,US606822BG84,Mitsubishi UFJ Finl Grp Inc. DL-Notes 2019(22)
1885,US24422EUS61,John Deere Capital Corp. DL-FLR Med.-Term Nts 2019(22)
1886,US606822BF02,Mitsubishi UFJ Finl Grp Inc. DL-FLR Notes 2019(22)
1887,US94974BFC90,Wells Fargo &amp; Co. DL-Medium-Term Notes 2012(22)
1888,DE000CZ40L22,Commerzbank AG FLR-MTN Ser.880 v.17(22)
1889,XS1567447609,Otto (GmbH &amp; Co KG) MTN v.2017(2021/2022)
1890,US278642AN33,eBay Inc. DL-Notes 2016(16/22)
1891,XS1576650813,SpareBank 1 SMN EO-Medium-Term Notes 2017(22)
1892,XS1576220484,ING Groep N.V. EO-Med.-Term Nts 2017(22)
1893,US14040HBL87,Capital One Financial Corp. DL-Notes 2017(22/22)
1894,US14040HBM60,Capital One Financial Corp. DL-FLR Notes 2017(22/22)
1895,XS1572895198,China Reinsurance Fin.Corp.Ltd DL-Notes 2017(22)
1896,FR0013241130,BPCE S.A. DL-Non-Pref. MTN 2017(22)
1897,FR0012146777,Sanofi S.A. EO-Medium-Term Nts 2014(14/22)
1898,XS1191116174,Infineon Technologies AG Anleihe v.2015(2022)
1899,US2027A1JL27,Commonwealth Bank of Australia DL-FLR M.-T.Nts 2017(22) Reg.S
1900,XS1575984734,China SCE Group Holdings Ltd. DL-Notes 2017(20/22)
1901,XS1577747782,Booking Holdings Inc. EO-Notes 2017(17/22)
1902,US2027A1JK44,Commonwealth Bank of Australia DL-Med.-Term Nts 2017(22)Reg.S
1903,XS1575079402,Coca-Cola Amatil Ltd. AD-Medium-Term Notes 2017(22)
1904,DE000A2TSTD0,SAP SE Inh.-Schuldv.v.2018(2022/2022)
1905,XS1197336263,Vestas Wind Systems AS EO-Bonds 2015(15/22)
1906,XS1200103361,MUFG Bank Ltd. EO-Medium-Term Nts 2015(22)
1907,US830505AW36,Skandinaviska Enskilda Banken DL-Notes 2017(22)
1908,US71654QCF72,Petr&#243;leos Mexicanos (PEMEX) DL-FLR MTN 2016(22)
1909,XS1805532311,BNG Bank N.V. DL-FLR Med.-T.Nts 18(22) Reg.S
1910,XS1932372151,CDBL Funding 2 DL-Medium-Term Notes 2019(22)
1911,US717081ER06,Pfizer Inc. DL-Notes 2019(19/22)
1912,XS1960262829,Guotai Junan Securities Co.Ltd EO-FLR Bonds 2019(22)
1913,FR0012602753,Engie S.A. EO-Med.-Term Notes 2015(15/22)
1914,XS1202212137,PPG Industries Inc. EO-Notes 2015(15/22)
1915,US71654QCE08,Petr&#243;leos Mexicanos (PEMEX) DL-Medium-Term Nts 2018(18/22)
1916,XS1959288868,Bank of China Ltd. (Paris Br.) EO-Medium-Term Notes 2019(22)
1917,CH0358654934,Credit Agricole S.A. (Ldn Br.) SF-Non-Pref.MTN 2017(22)
1918,XS1573192058,Fastighets AB Balder EO-Notes 2017(17/22)
1919,XS1576777566,Landsbankinn hf. EO-Medium-Term Notes 2017(22)
1920,XS1577762583,Swedbank AB DL-FLR Med.-T. Nts 17(22)Reg.S
1921,XS1577360784,Swedbank AB DL-Med.-Term Nts 2017(22)Reg.S
1922,FR0013260486,RCI Banque S.A. EO-FLR Med.-Term Nts 2017(22)
1923,XS1791326728,Bank of Montreal EO-FLR Med.-Term Nts 2018(22)
1924,DE000NLB1KM9,Norddeutsche Landesbank -GZ- IHS 2Ph.Bd.04/13 v. 13(14/22)
1925,US651639AN69,Newmont Corp. DL-Notes 2012(21/22)
1926,XS1043961439,Obrasc&#243;n Huarte Lain S.A. EO-Notes 2014(18/22) Reg.S
1927,US00507UAR23,Allergan Funding SCS DL-Notes 2015(15/22)
1928,USC10602AR84,Bombardier Inc. DL-Notes 2012(12/22) Reg.S
1929,XS1292484323,Shell International Finance BV EO-Medium-Term Notes 2015(22)
1930,XS1379182006,HSBC Holdings PLC EO-Medium-Term Notes 2016(22)
1931,XS1379779827,Securitas AB EO-Medium-Term Notes 2016(22)
1932,XS1578089234,CIMB Bank Berhad DL-Medium-Term Notes 2017(22)
1933,US156700AS50,CenturyLink Inc. DL-Notes 2012(12/22) Ser.T
1934,US00206RDB50,AT &amp; T Inc. DL-Notes 2016(16/22)
1935,US92343VDQ41,Verizon Communications Inc. DL-Notes 2017(17/22)
1936,US30040WAC29,Eversource Energy DL-Notes 2017(17/22) Ser.K
1937,US91159HHC79,U.S. Bancorp DL-Medium-Term Nts 2012(22/22)
1938,FR0013237484,Solocal Group EO-FLR Notes 2017(17/22)
1939,US585055BR69,Medtronic Inc. DL-Notes 2014(14/22)
1940,US058498AR71,Ball Corp. DL-Notes 2012(12/22)
1941,XS1196817156,Kinder Morgan Inc. EO-Notes 2015(15/22)
1942,USN82008AR98,Siemens Finan.maatschappij NV DL-Notes 2017(22) Reg.S
1943,XS1573181440,Lenovo Group Ltd. DL-Medium-Term Notes 2017(22)
1944,US92343VDW19,Verizon Communications Inc. DL-Notes 2017(17/22)
1945,US92343VDX91,Verizon Communications Inc. DL-FLR Notes 2017(22)
1946,XS1196536731,Flowserve Corp. EO-Notes 2015(15/22)
1947,FI4000148671,Neste Oyj EO-Notes 2015(21/22)
1948,XS1203856072,Yorkshire Building Society EO-Medium-Term Notes 2015(22)
1949,US05565QCZ90,BP Capital Markets PLC DL-Notes 2015(15/22)
1950,BE6285452460,Anheuser-Busch InBev N.V./S.A. EO-Medium-Term Nts 2016(16/22)
1951,XS1111559768,Total Capital Canada Ltd. EO-Medium-Term Notes 2014(22)
1952,XS1204254715,NN Group N.V. EO-Medium-Term Notes 2015(22)
1953,USY68856AM84,PETRONAS Capital Ltd. DL-Notes 2015(22) Reg.S
1954,XS1878190757,Amadeus IT Group S.A. EO-FLR Med.-Term Nts 2018(22)
1955,US46556MAF95,Itau Unibanco Holding S.A. DL-Med.-Term Nts 2012(22)Reg.S
1956,XS1794195724,WPP Finance 2013 EO-FLR Med.-Term Nts 2018(22)
1957,XS1965457275,Mercedes-Benz Austral./Pac.Pty AD-Medium-Term Nts 2019(22)
1958,XS1582233760,American Honda Finance Corp. LS-Med.-Term Nts 2017(17/22) A
1959,CH0358181219,Deutsche Bank AG SF-Med.-Term.Nts v.2017(2022)
1960,XS1572322318,Azure Nova Intl Finance Ltd DL-Medium-Term Notes 2017(22)
1961,FR0013409836,Sanofi S.A. EO-Medium-Term Nts 2019(19/22)
1962,XS0680904827,Telia Company AB EO-Medium-Term Notes 2011(22)
1963,XS1205616268,APT Pipelines Ltd. EO-Med.-Term Notes 2015(15/22)
1964,BE0002273424,Proximus S.A. EO-Med.-T. Notes 2017(17/22)
1965,XS1207079499,Emirates NBD PJSC EO-Medium-Term Notes 2015(22)
1966,XS1205680785,Co&#246;peratieve Rabobank U.A. LS-Medium-Term Notes 2015(22)
1967,XS1580431143,China Evergrande Group DL-Notes 2017(17/22)
1968,XS1581103428,Fortune Star (BVI) Ltd. DL-Notes 2017(17/22)
1969,AU3CB0243459,National Australia Bank Ltd. AD-Medium-Term Notes 2017(22)
1970,XS1555315768,Gulf International Bank B.S.C. DL-Med.-T.Notes 2017(22)
1971,XS1792505197,General Motors Financial Co. EO-FLR Med.-T. Nts 2018(22)
1972,DE000A2YB699,Schaeffler AG MTN v.2019(2022/2022)
1973,US06367WJM64,Bank of Montreal DL-Medium-Term Nts 2019(22)
1974,US50066RAF38,Korea National Oil Corp. DL-Med.-Term Nts 2017(22)Reg.S
1975,XS0760364116,Compagnie de Saint-Gobain S.A. EO-Medium-Term Notes 2012(22)
1976,XS0764637194,Anglo American Capital PLC EO-Medium-Term Notes 2012(22)
1977,XS0765298095,Nederlandse Waterschapsbank NV EO-Medium-Term Notes 2012(22)
1978,XS0765299572,ABN AMRO Bank N.V. EO-Medium-Term Notes 2012(22)
1979,FR0012648244,Kering S.A. EO-Med.-Term Notes 2015(15/22)
1980,XS1584122680,Essity AB EO-Medium-Term Nts 2017(17/22)
1981,US82460EAK64,Shinhan Bank Co. Ltd. DL-Med.-Term Nts 2017(22)Reg.S
1982,FI4000243316,Cargotec Corp. EO-Notes 2017(21/22)
1983,US345397YL15,Ford Motor Credit Co. LLC DL-Notes 2017(22/22)
1984,US80282KAT34,Santander Holdings USA Inc. DL-Notes 2018(18/22)
1985,US87164KAA25,Syngenta Finance N.V. DL-Notes 2012(12/22)
1986,US456837AG88,ING Groep N.V. DL-Notes 2017(22)
1987,US456837AJ28,ING Groep N.V. DL-FLR Notes 2017(22)
1988,FI4000251756,Finnair Oyj EO-Notes 2017(17/22)
1989,XS1572743927,Sumitomo Mitsui Financ. Group AD-Bonds 2017(22)
1990,XS1572744222,Sumitomo Mitsui Financ. Group AD-FLR Notes 2017(22)
1991,US404280AN99,HSBC Holdings PLC DL-Notes 2012(22)
1992,FR0013246725,Veolia Environnement S.A. EO-Med.-Term Nts 2017(17/22)
1993,XS1587035996,First Abu Dhabi Bank P.J.S.C DL-Medium-Term Nts 2017(22)
1994,AU3CB0243558,Hyundai Capital Services Inc. AD-Medium-Term Notes 2017(22)
1995,FR0013143344,IMERYS S.A. EO-Med.-Term Notes 2016(16/22)
1996,IT0005163339,Intesa Sanpaolo S.p.A. EO-FLR Obbl. 2016(22)
1997,IT0005163677,Intesa Sanpaolo S.p.A. EO-FLR Obbl. 2016(22)
1998,XS1116480697,Barclays PLC EO-Medium-Term Notes 2014(22)
1999,DE000DG4T2D0,DZ BANK AG Deut.Zentral-Gen. MTN-IHS A.478 v.15(22)
2000,US88033GCE89,Tenet Healthcare Corp. DL-Notes 2013(13/22)
2001,US87938WAW38,Telefonica Emisiones S.A.U. DL-Notes 2018(18/48)
2002,US89417EAN94,"Travelers Companies Inc.,The DL-Notes 2018(18/48)"
2003,US00206RDJ86,AT &amp; T Inc. DL-Notes 2016(17/48)
2004,US674599CN34,Occidental Petroleum Corp. DL-Notes 2018(18/48)
2005,US871829BH94,Sysco Corp. DL-Notes 2018(18/48)
2006,US134429BH18,Campbell Soup Co. DL-Notes 2018(18/48)
2007,US416515BD59,"Hartford Finl SvcsGrp Inc.,The DL-Notes 2018(18/48)"
2008,XS1787409033,Optivo Finance PLC LS-Notes 2018(18/48)
2009,US126650CZ11,CVS Health Corp. DL-Notes 2018(18/48)
2010,US37045VAQ32,General Motors Co. DL-Notes 2017(17/48)
2011,US026874DL83,American International Grp Inc DL-Notes 2018(18/48)
2012,US0778FPAA77,Bell Canada DL-Notes 2018(18/48)
