ISIN,NAME
FR0013088424,Caisse Francaise d.Financ.Loc. EO-M.-T.Obl.Foncières 2016(22)
FR0013088432,Caisse Francaise d.Financ.Loc. EO-M.-T.Obl.Foncières 2016(31)
FR0013094869,Société Générale SFH S.A. EO-M.-T.Obl.Fin.Hab. 16(23)
FR0013106622,BNP Paribas Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2016(21)
FR0013106630,Cie de Financement Foncier EO-Med.-T.Obl.Foncières 16(26)
FR0013113453,Crédit Mutuel Home Loan SFH SA EO-Med.-T.Obl.Fin.Hab.2016(22)
FR0013118684,Bpifrance Financement S.A. EO-Medium-Term Notes 2016(21)
FR0013128584,Union Natle Interp.Em.Com.Ind. EO-Medium-Term Notes 2016(26)
FR0013131877,Frankreich EO-OAT 2016(26)
FR0013134897,Crédit Agricole S.A. EO-Obligations 2016(26)
FR0013135282,Cie de Financement Foncier EO-Med.-T.Obl.Fonc. 2016(22)
FR0013142809,Union Natle Interp.Em.Com.Ind. EO-Medium-Term Notes 2016(23)
FR0013143344,IMERYS S.A. EO-Med.-Term Notes 2016(16/22)
FR0013143997,Sanofi S.A. EO-Medium-Term Nts 2016(16/24)
FR0013144003,Sanofi S.A. EO-Medium-Term Nts 2016(16/28)
FR0013144201,TDF Infrastructure SAS EO-Obl. 2016(16/26)
FR0013150257,Caisse Francaise d.Financ.Loc. EO-M.-T.Obl.Foncières 2016(26)
FR0013152899,RTE Réseau de Transp.d'Electr. EO-Medium-Term Nts 2016(16/26)
FR0013152907,RTE Réseau de Transp.d'Electr. EO-Medium-Term Nts 2016(16/36)
FR0013153160,Lagardère S.C.A. EO-Obl. 2016(16/23)
FR0013153707,Peugeot S.A. EO-Med.-Term Notes 2016(16/23)
FR0013154028,Frankreich EO-OAT 2016(66)
FR0013154044,Frankreich EO-OAT 2016(36)
FR0013155009,BPCE S.A. EO-Medium-Term Notes 2016(26)
FR0013169778,RCI Banque S.A. EO-Med.-Term Notes 2016(16/23)
FR0013172939,Pernod-Ricard S.A. EO-Bonds 2016(16/26)
FR0013176302,Vivendi S.A. EO-Bonds 2016(16/21)
FR0013176310,Vivendi S.A. EO-Bonds 2016(16/26)
FR0013179553,JCDecaux S.A. EO-Bonds 2016(16/23)
FR0013181898,La Banque Postale EO-Medium-Term Notes 2016(28)
FR0013181906,Icade S.A. EO-Obl. 2016(16/26)
FR0013182078,APRR EO-Medium-Term Nts 2016(16/26)
FR0013182821,Air Liquide Finance EO-Med.-Term Nts 2016(16/22)
FR0013182839,Air Liquide Finance EO-Med.-Term Nts 2016(16/24)32
FR0013182847,Air Liquide Finance EO-Med.-Term Nts 2016(16/28)
FR0013183431,Régie Auton.Transp. Par.(RATP) EO-Medium-Term Notes 2016(24)
FR0013183571,Tereos Finance Groupe I EO-Obl. 2016(23/23)
FR0013184181,Caisse Francaise d.Financ.Loc. EO-M.-T.Obl.Foncières 2016(25)
FR0013184702,Eutelsat S.A. EO-Bonds 2016(16/21)
FR0013185444,Christian Dior SE EO-Obl. 2016(16/21)
FR0013190188,Agence Française Développement EO-Medium-Term Notes 2016(26)
FR0013200813,Frankreich EO-OAT 2016(26)
FR0013201084,Bureau Veritas SA EO-Notes 2016(16/23)
FR0013201126,Compagnie Fin. Ind. Autoroutes EO-Med.-Term Nts 2016(16/25) 1
FR0013201308,Schneider Electric SE EO-Med.-Term Notes 2016(16/24)
FR0013201431,CFCM Nord Europe EO-Med.-Term Notes 2016(26)
FR0013201449,Cie de Financement Foncier EO-Med.-T. Obl.Fonc. 2016(26)
FR0013201597,RCI Banque S.A. EO-Med.-Term Notes 2016(16/23)
FR0013201621,Sanofi S.A. EO-Medium-Term Nts 2016(16/22)
FR0013201639,Sanofi S.A. EO-Medium-Term Nts 2016(16/27)
FR0013203734,Crédit Agricole Assurances SA EO-FLR Notes 2016(28/48)
FR0013209871,Frankreich EO-Infl.Index-Lkd OAT 2016(47)
FR0013210408,Veolia Environnement S.A. EO-Med.-Term Nts 2016(16/23)
FR0013210416,Veolia Environnement S.A. EO-Med.-Term Nts 2016(16/29)
FR0013212958,Air France-KLM S.A. EO-Obl. 2016(16/22)
FR0013213295,Electricité de France (E.D.F.) EO-Med.-Term Notes 2016(16/26)
FR0013213303,Electricité de France (E.D.F.) EO-Med.-Term Notes 2016(16/36)
FR0013213675,SFIL S.A. EO-Medium-Term Notes 2016(24)
FR0013213709,Wendel SE EO-Bonds 2016(16/23)
FR0013213832,CNP Assurances S.A. EO-Obl. 2016(22)
FR0013214137,SAGESS-Soc.An.d.Gest.St.d.Sec. EO-Bonds 2016(28)
FR0013215688,Crédit Agricole Publ.Sect.SCF EO-Med.Term Obl.Fonc. 2016(26)
FR0013216892,Danone S.A. EO-Med.-Term Notes 2016(16/20)
FR0013216900,Danone S.A. EO-Med.-Term Notes 2016(16/22)
FR0013216918,Danone S.A. EO-Med.-Term Notes 2016(16/24)
FR0013216926,Danone S.A. EO-Med.-Term Notes 2016(16/28)
FR0013217114,Orange S.A. EO-Med.-Term Notes 2016(16/27)
FR0013218138,Capgemini SE EO-Notes 2016(16/21)
FR0013218153,RCI Banque S.A. EO-Med.-Term Notes 2016(16/21)
FR0013218849,Crédit Agricole S.A. EO-Obl. 2016(26)
FR0013220258,APRR EO-Medium-Term Nts 2016(16/27)
FR0013220266,APRR EO-Medium-Term Nts 2016(16/31)
FR0013220399,Vivendi S.A. EO-Bonds 2016(16/23)
FR0013220902,Agence Française Développement EO-Medium-Term Notes 2016(24)
FR0013221389,Caisse Francaise d.Financ.Loc. EO-M.-T.Obl.Foncières 2016(31)
FR0013222494,Bouygues S.A. EO-Bonds 2016(16/27)
FR0013230703,Caisse Francaise d.Financ.Loc. EO-M.-T.Obl.Foncières 2017(27)
FR0013230737,RCI Banque S.A. EO-Med.-Term Notes 2017(17/22)
FR0013230943,Valéo S.A. EO-Med.-Term Nts 2017(17/23)
FR0013231081,Cie de Financement Foncier EO-Med.-T. Obl.Fonc. 2017(23)
FR0013231743,BPCE S.A. EO-Non-Preferred MTN 2017(23)
FR0013232071,Société Générale SFH S.A. EO-M.-T.Obl.Fin.Hab. 2017(24)
FR0013232105,Agence Française Développement EO-Medium-Term Notes 2017(22)
FR0013232253,Bpifrance Financement S.A. EO-Med.-Term Obligat. 2017(26)
FR0013232444,Groupama Assurances Mutuelles EO-Notes 2017(27)
FR0013232998,La Banq. Postale Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2017(25)
FR0013233384,ACCOR S.A. EO-Bonds 2017(17/24)
FR0013233426,Bolloré S.A. EO-Obl. 2017(17/22)
FR0013234333,Frankreich EO-OAT 2017(39)
FR0013234986,Crédit Agricole Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2017(32)
FR0013235025,Crédit Agricole Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2017(25)
FR0013235132,Crédit Agricole Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2017(37)
FR0013235165,Cais. d'Amort.de la Dette Soc. EO-Medium-Term Notes 2017(22)
FR0013236247,Crédit Mutuel Home Loan SFH SA EO-Med.-T.Obl.Fin.Hab.2017(25)
FR0013236312,Auchan Holding S.A. EO-Med.-T. Nts 2017(17/22)
FR0013236544,Crédit Mutuel Arkéa EO-Medium-Term Notes 2017(29)
FR0013238045,Klépierre S.A. EO-Med.-Term Notes 2017(17/27)
FR0013238219,BPCE SFH EO-Med.-T.Obl.Fin.Hab.2017(24)
FR0013238797,BNP Paribas Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2017(24)
FR0013239985,Caisse des Depots et Consign. EO-Medium-Term Notes 2017(22)
FR0013240835,Renault S.A. EO-Med.-Term Notes 2017(17/23)
FR0013241346,Air Liquide Finance EO-Med.-Term Nts 2017(17/27)
FR0013241361,RCI Banque S.A. EO-Med.-Term Notes 2017(17/24)
FR0013241379,RCI Banque S.A. EO-FLR Med.-Term Nts 2017(20)
FR0013241536,Orange S.A. EO-Med.-Term Notes 2017(17/23)
FR0013241676,Orange S.A. EO-Med.-Term Notes 2017(17/27)
FR0013242302,AXA Bank Europe SCF EO-Med.-Term Obl.Fonc.2017(22)
FR0013242336,"Île de France, Région EO-Medium-Term Notes 2017(29)"
FR0013244415,Bpifrance Financement S.A. EO-Medium-Term Notes 2017(24)
FR0013245263,Spie S.A. EO-Bonds 2017(17/24)
FR0013245586,Peugeot S.A. EO-Med.-Term Notes 2017(17/24)
FR0013245859,Engie S.A. EO-Med.-Term Notes 2017(17/24)
FR0013245867,Engie S.A. EO-Med.-Term Notes 2017(17/28)
FR0013246725,Veolia Environnement S.A. EO-Med.-Term Nts 2017(17/22)
FR0013246733,Veolia Environnement S.A. EO-Med.-Term Nts 2017(17/26)
FR0013246873,Union Natle Interp.Em.Com.Ind. EO-Medium-Term Notes 2017(27)
FR0013247202,Edenred S.A. EO-Notes 2017(17/27)
FR0013248465,Téléperformance SE EO-Obl. 2017(17/24)
FR0013248507,Suez S.A. EO-Medium-T. Notes 2017(17/25)
FR0013248523,Suez S.A. EO-Medium-T. Notes 2017(17/29)
FR0013250560,Frankreich EO-OAT 2017(27)
FR0013250685,RCI Banque S.A. EO-FLR Med.-Term Nts 2017(21)
FR0013250693,RCI Banque S.A. EO-Med.-Term Notes 2017(17/25)
FR0013251170,Autoroutes du Sud de la France EO-Medium-Term Nts 2017(17/26)
FR0013251329,Bel S.A. EO-Obl. 2017(17/24)
FR0013252228,Union Natle Interp.Em.Com.Ind. EO-Medium-Term Notes 2017(32)
FR0013252277,Arkema S.A. EO-Med.-Term Notes 2017(17/27)
FR0013255858,Caisse Francaise d.Financ.Loc. EO-M.-T.Obl.Foncières 2017(24)
FR0013255866,Caisse Francaise d.Financ.Loc. EO-M.-T.Obl.Foncières 2017(32)
FR0013256369,Bpifrance Financement S.A. EO-Obligations 2017(27)
FR0013256427,Cie de Financement Foncier EO-Med.-T. Obl.Fonc. 2017(22)
FR0013256534,Agence France Locale EO-Medium-Term Notes 2017(24)
FR0013257524,Frankreich EO-OAT 2017(48)
FR0013257557,Rallye S.A. EO-Med.-Term-Notes 2017(17/23)
FR0013257615,LVMH Moët Henn. L. Vuitton SE EO-Med.Term Notes 2017(17/22)
FR0013257623,LVMH Moët Henn. L. Vuitton SE EO-Med.Term Notes 2017(17/24)
FR0013258936,Crédit Mutuel Arkéa EO-Non-Preferred Nts 2017(24)
FR0013259116,SEB S.A. EO-Notes 2017(17/24)
FR0013259413,Société Générale SFH S.A. EO-M.-T.Obl.Fin.Hab. 2017(25)
FR0013260361,BPCE SFH EO-Med.-T.Obl.Fin.Hab.2017(29)
FR0013260379,"Casino,Guichard-Perrachon S.A. EO-Med.-Term Notes 2017(17/22)"
FR0013260486,RCI Banque S.A. EO-FLR Med.-Term Nts 2017(22)
FR0013260551,APRR EO-Medium-Term Nts 2017(17/32)
FR0013261328,Bpifrance Financement S.A. EO-Obligations 2017(22)
FR0013262912,Lagardère S.C.A. EO-Obl. 2017(17/24)
FR0013262961,La Banq. Postale Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2017(27)
FR0013263951,Crédit Agricole Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2017(24)
FR0013264066,Compagnie Plastic Omnium S.A. EO-Obl. 2017(17/24)
FR0013264405,Coentr.d.Trans.d'Elec.SA (CTE) EO-Obl. 2017(17/24)
FR0013264421,Coentr.d.Trans.d'Elec.SA (CTE) EO-Obl. 2017(17/28)
FR0013264439,Coentr.d.Trans.d'Elec.SA (CTE) EO-Obl. 2017(17/32)
FR0013264488,Régie Auton.Transp. Par.(RATP) EO-Medium-Term Notes 2017(27)
FR0013264884,SAFRAN EO-FLR Obl. 2017(21)
FR0013266343,Gecina S.A. EO-FLR Med.-Term Nts 2017(22)
FR0013266350,Gecina S.A. EO-Medium-Term Nts 2017(17/27)
FR0013266368,Gecina S.A. EO-Med.-Term Nts 2017(17/32)
FR0013266434,Agence Française Développement EO-Medium-Term Notes 2017(32)
FR0013266525,Altarea S.C.A. EO-Bonds 2017(17/24)
FR0013266830,Legrand S.A. EO-Obl. 2017(17/24)
FR0013266848,Legrand S.A. EO-Obl. 2017(17/32)
FR0013267473,Crédit Agricole Publ.Sect.SCF EO-Med.Term Obl.Fonc. 2017(27)
FR0013281946,Ingenico Group S.A. EO-Obl. 2017(17/24)
FR0013282076,Agence Française Développement DL-Medium-Term Notes 2017(20)
FR0013282571,Vivendi S.A. EO-Med.-Term Notes 2017(17/24)
FR0013283371,RCI Banque S.A. EO-Med.-Term Notes 2017(17/22)
FR0013284247,Engie S.A. EO-Med.-Term Notes 2017(17/23)
FR0013284270,Engie S.A. EO-Med.-Term Notes 2017(17/37)
FR0013284643,Eramet S.A. EO-Obl. 2017(17/24)
FR0013286192,Frankreich EO-OAT 2017(28)
FR0013286838,La Banque Postale EO-Non-Pref. MTN 2017(24)
FR0013287273,Iliad S.A. EO-Obl. 2017(17/24)
FR0013290749,RTE Réseau de Transp.d'Electr. EO-Medium-Term Nts 2017(17/37)
FR0013291556,Crédit Mutuel Arkéa EO-FLR Med.-T.Nts 2017(24/29)
FR0013292687,RCI Banque S.A. EO-FLR Pref. M.-T.Nts 2017(24)
FR0013293883,RCI Banque S.A. LS-Med.-Term Nts 2017(17/22)
FR0013298676,Holding d'Infrastr. de Transp. EO-Med.-Term Notes 2017(17/27)
FR0013298890,Tikehau Capital S.C.A. EO-Obl. 2017(17/23)
FR0013299435,Renault S.A. EO-Med.-Term Notes 2017(17/25)
FR0013299641,BNP Paribas Cardif S.A. EO-Notes 2017(24)
FR0013302197,Aéroports de Paris S.A. EO-Obl. 2017(17/27)
FR0013302809,Schneider Electric SE EO-Med.-Term Notes 2017(17/26)
FR0013309606,RCI Banque S.A. EO-FLR Med.-Term Nts 2018(23)
FR0013310224,Orange S.A. EO-Med.-Term Notes 2018(18/30)
FR0013312154,Crédit Agricole Assurances SA EO-FLR Notes 2018(28/48)
FR0013312501,BPCE S.A. EO-Non-Pref.MTN 2018(28)
FR0013312774,Agence Française Développement EO-Medium-Term Notes 2018(28)
FR0013313020,Crédit Mutuel Home Loan SFH SA EO-Med.-T.Obl.Fin.Hab.2018(26)
FR0013313186,Ubisoft Entertainment S.A. EO-Bonds 2018(18/23)
FR0013318094,Elis S.A. EO-Med.-Term Nts 2018(18/23)
FR0013318102,Elis S.A. EO-Med.-Term Nts 2018(18/26)
FR0013321791,Société Générale S.A. EO-FLR Non-Pref. MTN 2018(23)
FR0013322120,RCI Banque S.A. EO-Med.-Term Notes 2018(18/21)
FR0013322146,RCI Banque S.A. EO-FLR Med.-T. Nts 2018(18/25)
FR0013323326,Peugeot S.A. EO-Med.-Term Notes 2018(18/25)
FR0013323672,BPCE S.A. EO-FLR Non-Preferred MTN18(23)
FR0013323870,Orange S.A. EO-Med.-Term Notes 2018(18/28)
FR0013324332,Sanofi S.A. EO-Medium-Term Nts 2018(18/23)
FR0013324340,Sanofi S.A. EO-Medium-Term Nts 2018(18/26)
FR0013324357,Sanofi S.A. EO-Medium-Term Nts 2018(18/30)
FR0013324373,Sanofi S.A. EO-Medium-Term Nts 2018(18/38)
FR0013327491,Frankreich EO-Infl.Index-Lkd OAT 2018(36)
FR0013327962,Capgemini SE EO-Notes 2018(18/24)
FR0013329224,AXA Bank Europe SCF EO-Med.-Term Obl.Fonc.2018(25)
FR0013329315,Renault S.A. EO-Med.-Term Notes 2018(18/24)
FR0013330115,THALES S.A. EO-Med.-Term Notes 2018(18/24)
FR0013331188,Iliad S.A. EO-Obl. 2018(18/21)
FR0013334695,RCI Banque S.A. EO-Med.-T. Notes 2018(26/26)
FR0013336229,Arkéa Home Loans SFH S.A. EO-Mortg. Cov. MTN 2018(33)
FR0013342128,Carrefour S.A. EO-Med.-Term Notes 2018(18/23)
FR0013342334,Valéo S.A. EO-Med.-Term Nts 2018(18/25)
FR0013357845,Cie Génle Éts Michelin SCpA EO-Obl. 2018(18/25)
FR0013357852,Cie Génle Éts Michelin SCpA EO-Obl. 2018(18/30)
FR0013357860,Cie Génle Éts Michelin SCpA EO-Obl. 2018(18/38)
FR0013358116,HSBC France S.A. EO-Medium-Term Notes 2018(21)
FR0013358124,HSBC France S.A. EO-Medium-Term Notes 2018(28)
FR0013359197,Orange S.A. EO-Med.-Term Notes 2018(18/25)
FR0013367620,VINCI S.A. EO-Med.-Term Notes 2018(18/25)
FR0013367638,VINCI S.A. EO-Med.-Term Notes 2018(18/30)
FR0013368206,Renault S.A. EO-Med.-Term Notes 2018(26/26)
FR0013368545,Electricité de France (E.D.F.) EO-Med.-Term Notes 2018(18/30)
FR0013369493,Eutelsat S.A. EO-Bonds 2018(18/25)
FR0013369667,La Banq. Postale Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2018(28)
FR0013370129,Bureau Veritas SA EO-Notes 2018(18/25)
FR0013370137,Crédit Mutuel Arkéa EO-Preferred Med.-T.Nts 18(23)
FR0013371549,Aéroports de Paris S.A. EO-Obl. 2018(18/38)
FR0013372299,Société du Grand Paris EO-Med.-Term Nts 2018(28)
FR0013373065,Agence Française Développement EO-Medium-Term Notes 2018(34)
FR0013383213,Carrefour S.A. EO-Med.-Term Notes 2018(18/26)
FR0013385473,Veolia Environnement S.A. EO-Med.-Term Nts 2018(18/30)
FR0013385655,Edenred S.A. EO-Notes 2018(18/26)
FR0013386539,Bque Fédérative du Cr. Mutuel EO-Preferred Med.-T.Nts 19(23)
FR0013393774,RCI Banque S.A. EO-Med.-Term Nts 2019(24/24)
FR0013394681,Veolia Environnement S.A. EO-Med.-Term Nts 2019(19/24)
FR0013394699,Société Générale S.A. EO-FLR Preferred MTN 2019(21)
FR0013396496,Orange S.A. EO-Medium-Term Nts 2019(19/22)
FR0013396512,Orange S.A. EO-Medium-Term Nts 2019(19/24)
FR0013396520,Orange S.A. EO-Medium-Term Nts 2019(19/29)
FR0013396538,Orange S.A. LS-Medium-Term Nts 2019(19/32)
FR0013399029,ACCOR S.A. EO-Bonds 2019(19/26)
FR0013403441,Société Générale S.A. EO-Non-Preferred MTN 2019(24)
FR0013404969,Frankreich EO-OAT 2019(50)
FR0013405347,LVMH Moët Henn. L. Vuitton SE EO-Medium-Term Notes 19(19/23)
FR0013409612,Société du Grand Paris EO-Med.-Term Nts 2019(34)
FR0013410552,Frankreich EO-Infl.Index-Lkd OAT 2019(29)
FR0013410818,Société Générale S.A. EO-Non-Preferred MTN 2019(29)
FR0013412699,RCI Banque S.A. EO-Med.-Term Nts 2019(23/23)
FR0013412707,RCI Banque S.A. EO-Med.-Term Nts 2019(26/26)
FR0013414919,Orano S.A. EO-Med.-T. Notes 2019(19/26)
FR0013415692,La Banque Postale EO-Non-Pref. M.-T.Nts 2019(29)
FR0013416146,Auchan Holding S.A. EO-Med.-Term Nts 2019(19/25)
FR0013422011,BNP Paribas S.A. EO-Non-Preferred MTN 2019(29)
FR0013424850,Vivendi S.A. EO-Med.-Term Notes 2019(19/22)
FR0013424868,Vivendi S.A. EO-Med.-Term Notes 2019(19/25)
FR0013424876,Vivendi S.A. EO-Med.-Term Notes 2019(19/28)
FR0013426368,Aéroports de Paris S.A. EO-Obl. 2019(19/34)
FR0013426376,Spie S.A. EO-Bonds 2019(19/26)
FR0013426426,Caisse des Depots et Consign. EO-Medium-Term Notes 2019(24)
FR0013428067,Air Liquide Finance EO-Med.-Term Nts 2019(19/30)
FR0013428414,Renault S.A. EO-Med.-Term Notes 2019(19/25)
FR0013428489,Engie S.A. EO-Medium-Term Nts 2019(19/27)
FR0013428513,Engie S.A. EO-Medium-Term Nts 2019(19/39)
FR0013428943,Legrand S.A. EO-Obl. 2019(19/28)
FR0013429073,BPCE S.A. EO-Non-Preferred MTN 2019(24)
FR0013430733,Société Générale S.A. EO-Non-Preferred MTN 2019(26)
FR0013430741,Klépierre S.A. EO-Med.-Term Notes 2019(19/30)
FR0013431277,BNP Paribas S.A. EO-Medium-Term Notes 2019(31)
FR0013432770,Bque Fédérative du Cr. Mutuel EO-Preferred Med.-T.Nts 19(24)
FR0013433281,Arkéa Home Loans SFH S.A. EO-Mortg. Cov. MTN 2019(29)
FR0013433596,La Banque Postale EO-Preferred M.-T.Nts 2019(26)
FR0013434321,Société Générale SFH S.A. EO-M.-T.Obl.Fin.Hab. 2019(29)
FR0013434776,BNP Paribas S.A. EO-FLR Non-Pref.MTN 19(24/25)
FR0013444502,Dassault Systemes SE EO-Notes 2019(19/22)
FR0013444536,Dassault Systemes SE EO-Notes 2019(19/24)
FR0013444544,Dassault Systemes SE EO-Notes 2019(19/26)
FR0013444551,Dassault Systemes SE EO-Notes 2019(19/29)
FR0013444676,Orange S.A. EO-Medium-Term Nts 2019(19/26)
FR0013444684,Orange S.A. EO-Medium-Term Nts 2019(19/32)
FR0013444692,Orange S.A. EO-Medium-Term Nts 2019(19/49)
FR0013444841,Société Générale S.A. EO-FLR Preferred MTN 2019(21)
FR0013446580,Carrefour Banque EO-FLR Med.-T. Nts 2019(23/23)
FR0013447166,Peugeot S.A. EO-Med.-Term Notes 2019(19/29)
FR0013447232,Covivio S.A. EO-Obl. 2019(19/31)
FR0013447604,La Poste EO-Medium-Term Notes 2019(27)
FR0013447638,La Poste EO-Medium-Term Notes 2019(34)
FR0013448032,Worldline S.A. EO-Obl. 2019(19/24)
FR0013448669,RCI Banque S.A. EO-Med.-Term Nts 2019(22/23)
FR0013449972,Elis S.A. EO-Med.-Term Nts 2019(19/25)
FR0013449998,Elis S.A. EO-Med.-Term Nts 2019(19/28)
FR0013451416,Renault S.A. EO-Med.-Term Notes 2019(19/27)
FR0013451507,Frankreich EO-OAT 2019(29)
FR0013452893,Tikehau Capital S.C.A. EO-Obl. 2019(19/26)
FR0013453172,AXA Home Loan SFH S.A. EO-M.-T.Obl.Fin.Hab. 2019(29)
FR0013455540,BPCE S.A. EO-Non-Preferred MTN 2019(27)
FR0013455813,Engie S.A. EO-Medium-Term Nts 2019(19/30)
FR0013455821,Engie S.A. EO-Medium-Term Nts 2019(19/41)
FR0013459047,BPCE SFH EO-Med.-T.Obl.Fin.Hab.2019(26)
FR0013459765,RCI Banque S.A. EO-FLR Med.-T. Nts 2019(25/30)
FR0013460607,Bureau Veritas SA EO-Notes 2019(19/27)
FR0013461274,Eramet S.A. EO-Obl. 2019(25/25)
FR0013461688,Agence Française Développement EO-Medium-Term Notes 2019(35)
FR0013462728,Ceetrus S.A. EO-Obl. 2019(19/26)
FR0013463643,EssilorLuxottica S.A. EO-Medium-Term Nts 2019(19/23)
FR0013463650,EssilorLuxottica S.A. EO-Medium-Term Nts 2019(19/25)
FR0013463668,EssilorLuxottica S.A. EO-Medium-Term Nts 2019(19/27)
FR0013463676,EssilorLuxottica S.A. EO-Medium-Term Nts 2019(19/31)
FR0013464815,Arkema S.A. EO-Medium-Term Nts 2019(19/29)
FR0013464963,Electricité de France (E.D.F.) DL-Med. Term Notes 2019(19/69)
FR0013465010,Crédit Agricole Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2019(29)
FR0013465358,BNP Paribas S.A. EO-FLR Non-Pref.MTN 19(25/26)
FR0013465424,Electricité de France (E.D.F.) EO-Med.-Term Notes 2019(19/49)
FR0013476090,RCI Banque S.A. EO-Med.-Term Nts 2020(26/27)
FR0013476199,BPCE S.A. EO-Med.-Term Notes 2020(26)
FR0013476207,BPCE S.A. EO-Preferred MTN 2020(30)
FR0013476553,Bque Fédérative du Cr. Mutuel EO-Non-Preferred MTN 2020(30)
FR0013476595,Veolia Environnement S.A. EO-Med.-Term Nts 2020(20/31)
FR0013476611,BNP Paribas S.A. EO-FLR Med.-T. Nts 2020(27/32)
FR0013477254,Air France-KLM S.A. EO-Obl. 2020(20/25)
FR0013477486,APRR EO-Medium-Term Nts 2020(20/23)
FR0013477924,BPCE SFH EO-Med.-T.Obl.Fin.Hab.2020(28)
FR0013477940,BPCE SFH EO-Med.-T.Obl.Fin.Hab.2020(35)
FR0013478047,AXA Bank Europe SCF EO-Med.-Term Obl.Fonc.2020(27)
FR0013478898,Crédit Mutuel Home Loan SFH SA EO-Med.-T.Obl.Fin.Hab.2020(30)
FR0013479102,Frankreich EO-OAT 2019(23)
FR0013479748,THALES S.A. EO-Med.-Term Notes 2020(20/27)
FR0013480613,Frankreich EO-OAT 2020(52)
FR0013482189,Caisse Francaise d.Financ.Loc. EO-M.-T.Obl.Foncières 2020(40)
FR0013482809,LVMH Moët Henn. L. Vuitton SE EO-FLR Med.-Term Nts 2020(22)
FR0013482817,LVMH Moët Henn. L. Vuitton SE EO-Medium-Term Notes 20(20/24)
FR0013482825,LVMH Moët Henn. L. Vuitton SE EO-Medium-Term Notes 20(20/26)
FR0013482833,LVMH Moët Henn. L. Vuitton SE EO-Medium-Term Notes 20(20/28)
FR0013482841,LVMH Moët Henn. L. Vuitton SE EO-Medium-Term Notes 20(20/31)
FR0013482890,La Banq. Postale Home Loan SFH EO-Med.-T.Obl.Fin.Hab.2020(35)
FR0013483526,Agence Française Développement EO-Medium-Term Notes 2020(25)
FR0013484458,BNP Paribas S.A. EO-FLR Non-Pref.MTN 20(27/28)
FR0013486701,Société Générale S.A. EO-Preferred MTN 2020(26)
FR0013486834,Teréga S.A.S. EO-Obl. 2020(20/28)
FR0013489259,Union Natle Interp.Em.Com.Ind. EO-Medium-Term Notes 2020(30)
FR0013494168,Schneider Electric SE EO-Med.-Term Notes 2020(20/29)
FR0013495181,Danone S.A. EO-Med.-Term Notes 2020(20/27)
FR0013504644,Engie S.A. EO-Medium-Term Nts 2020(20/25)
FR0013504677,Engie S.A. EO-Medium-Term Nts 2020(20/28)
FR0013504693,Engie S.A. EO-Medium-Term Nts 2020(20/32)
FR0013505104,Sanofi S.A. EO-Medium-Term Nts 2020(20/25)
FR0013505112,Sanofi S.A. EO-Medium-Term Nts 2020(20/30)
FR0013505260,Carrefour S.A. EO-Medium-Term Nts 2020(20/27)
FR0013505542,Suez S.A. EO-Medium-Term Nts 2020(20/27)
FR0013505559,Air Liquide Finance EO-Med.-Term Nts 2020(20/25)
FR0013505567,Air Liquide Finance EO-Med.-Term Nts 2020(20/30)
FR0013505625,Aéroports de Paris S.A. EO-Obl. 2020(20/26)
FR0013505633,Aéroports de Paris S.A. EO-Obl. 2020(20/30)
FR0013506292,Orange S.A. EO-Medium-Term Nts 2020(20/27)
FR0013506300,Orange S.A. EO-Medium-Term Nts 2020(20/32)
FR0013506508,LVMH Moët Henn. L. Vuitton SE EO-Medium-Term Notes 20(20/25)
FR0013506516,APRR EO-Medium-Term Nts 2020(20/27)
FR0013506524,Pernod-Ricard S.A. EO-Bonds 2020(20/25)
FR0013506532,Pernod-Ricard S.A. EO-Bonds 2020(20/30)
FR0013506813,Unibail-Rodamco-Westfield SE EO-Medium-Term Nts 2020(20/25)
FR0013506821,Unibail-Rodamco-Westfield SE EO-Medium-Term Nts 2020(20/30)
FR0013506862,Schneider Electric SE EO-Med.-Term Notes 2020(20/27)
FR0013507647,SNCF S.A. EO-Medium-Term Nts 2020(30)
FR0013507654,Bouygues S.A. EO-Bonds 2020(20/28)
FR0013507704,Veolia Environnement S.A. EO-Med.-Term Nts 2020(20/28)
FR0013507837,Capgemini SE EO-Notes 2020(20/22)
FR0013507852,Capgemini SE EO-Notes 2020(20/26)
FR0013507860,Capgemini SE EO-Notes 2020(20/29)
FR0013507878,Capgemini SE EO-Notes 2020(20/32)
FR0013507993,Agence Française Développement EO-Medium-Term Notes 2020(30)
FR0013508470,Frankreich EO-OAT 2020(26)
FR0013508512,Crédit Agricole S.A. EO-FLR Non-Pref. MTN 20(25/26)
FR0013508686,La Poste EO-Medium-Term Notes 2020(26)
FR0013508694,La Poste EO-Medium-Term Notes 2020(32)
FR0013508710,BNP Paribas S.A. EO-FLR Non-Pref.MTN 20(28/29)
