Identifier,Identifier_Status,Name,ISIN,Ticker,Country,Bond_Status,Bond_Type,Coupon_Freq,Subordinated,Sinkable,Perpetual,Convertible,Conversion_Terms,Structured,Restructuring,Securitization,Mortgage,Trace,Covered,Foreign,CDO,Sukuk,Retail,Supranational,Green,Non-Marketable,Issuer,Issuer_ID,SPV_Issuer,SPV_Issuer_ID,Borrower,Borrower_ID,Amount,Floating,Ref_Rate,Margin,Current_Rate,Listing,Integral_Multiple,Nominal,Nominal_Intl_Bonds,Min_Settlement_Amt,Outstanding_Principal_Amt,Amt,Amt_Outstanding,Oustanding_Face_Val_Amt
6619,Valid,"Domestic bonds: OHZ-Invest, 01 (4-01-36205-R, RU000A0JNWS4)",RU000A0JNWS4,OFZINV 14.5 11/18/09 +++1,Russia,redemption default,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,OHZ-Invest,3475,,,,,"900,000,000 RUB",No,,,14.50%,"Moscow Exchange, RU000A0JNWS4",,"1,000 RUB",,,,"900,000,000 RUB",,
6622,Valid,"Domestic bonds: ForteBank, 9% 29nov2031, KZT (KZP08Y25B557, KZ2C00000073)",KZ2C00000073,ALLIBK V8 11/29/31 b11,Kazakhstan,outstanding,Coupon bonds,2 time(s) per year,Yes,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,ForteBank,361,,,,,"4,000,000,000 KZT",No,,,8%,"KASE, TEBNb11 (Main board, Bonds)",,0.01 KZT,,,0.01 KZT,"4,000,000,000 KZT","3,163,131,975 KZT","3,163,131,975 KZT"
6634,Valid,"Domestic bonds: Konstsnta, 1-A (UA4000016331)",UA4000016331,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Konstsnta,4052,,,,,"106,326,000 UAH",No,,,,,,33 UAH,,,0 UAH,"106,326,000 UAH",0 UAH,
6635,Valid,"Domestic bonds: GLOTUR, 8.90% 20mar2012, KZT (2012-2) (KZ2C0Y05C440)",,,Kazakhstan,redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,GLOTUR,2188,,,,,"9,000,000,000 KZT",Yes,Kazakhstan CPI,1.5,,"KASE, GLOTb2 (Delisted securities)",,1 KZT,,,0 KZT,"9,000,000,000 KZT","2,934,000,000 KZT",
6648,Valid,"International bonds: Astana-finance, 9.0% 16nov2011, USD (XS0275278256)",XS0275278256,ASTAFI 9 11/16/11,Kazakhstan,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,Astana Finance BV,20831,Astana-finance,362,"175,000,000 USD",No,,,9%,London S.E.,"1,000 USD",,"1,000 USD","100,000 USD","100,000 USD","175,000,000 USD","173,582,000 USD",
6653,Valid,"International bonds: Ukraine, 6.580% 21nov2016, USD (XS0276053112, 903724AB8)",XS0276053112,UKRAIN 6.58 11/21/16 REGS,Ukraine,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,Ukraine,,"1,000,000,000 USD",No,,,6.58%,Irish S.E.,"1,000 USD",,"1,000 USD","100,000 USD",0 USD,"1,000,000,000 USD",0 USD,
6665,Valid,"Domestic bonds: Klin District, 25002 (RU25002KLI1, RU000A0JNW55)",RU000A0JNW55,KLINDI 9.75 11/13/08 5002,Russia,redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Klin District,2523,,,,,"300,000,000 RUB",No,,,9.75%,"Moscow Exchange, RU000A0JNW55",,"1,000 RUB",,,0 RUB,"300,000,000 RUB",0 RUB,
6667,Valid,"Domestic bonds: Meatland Food Group, 01 (4-01-18012-J, RU000A0JP2P5)",RU000A0JP2P5,MEATLA 13.5 02/16/10 01,Russia,redemption default,Coupon bonds,4 time(s) per year,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Meatland Food Group,4127,,,,,"1,000,000,000 RUB",No,,,13.50%,"Moscow Exchange, RU000A0JP2P5",,"1,000 RUB",,,,"1,000,000,000 RUB",,
6668,Valid,"Domestic bonds: LBR-Intertrade, 01 (4-01-36203-R, RU000A0JNXQ6)",RU000A0JNXQ6,LBRINT 14.5 11/26/09 +++1,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,LBR-Intertrade,4132,,,,,"300,000,000 RUB",No,,,14.50%,"Moscow Exchange, RU000A0JNXQ6 (B)",,"1,000 RUB",,,,"300,000,000 RUB",,
6673,Valid,"International bonds: Temirbank, 9.0% 24nov2011, USD (XS0276177861)",XS0276177861,TEMIR 9 11/24/11,Kazakhstan,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,Temir Capital B.V.,29763,Temirbank,381,"300,000,000 USD",No,,,9%,London S.E.,"1,000 USD",,"1,000 USD","100,000 USD",0 USD,"300,000,000 USD",0 USD,
6678,Valid,"Domestic bonds: Globus-Leasing-Finance, 05 (4-05-36033-R)",,,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Globus-Leasing-Finance,275,,,,,"300,000,000 RUB",No,,,13.40%,,,"1,000 RUB",,,,"300,000,000 RUB",,
6679,Valid,"Domestic bonds: Globus-Leasing-Finance, 06 (4-06-36033-R)",,,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Globus-Leasing-Finance,275,,,,,"500,000,000 RUB",No,,,18%,,,"1,000 RUB",,,"1,000 RUB","500,000,000 RUB",,
6706,Valid,"Domestic bonds: Vagonmash, 02 (4-02-00554-J, RU000A0JNZW9)",RU000A0JNZW9,VAGON 15.5 12/15/10 +++2,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Vagonmash,2312,,,,,"1,000,000,000 RUB",No,,,15.50%,"Moscow Exchange, RU000A0JNZW9 (Unlisted securities)",,"1,000 RUB",,,,"1,000,000,000 RUB",,
6718,Valid,"Domestic bonds: Volga Textile Company, 01 (4-01-55236-E, RU000A0JP005)",RU000A0JP005,VOLTEK 15 12/18/09 +++1,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Volga Textile Company,4088,,,,,"1,000,000,000 RUB",No,,,15%,"Moscow Exchange, RU000A0JP005",,"1,000 RUB",,,,"1,000,000,000 RUB",,
6742,Valid,"Domestic bonds: Nastusha Grain Company, 01 (4-01-36223-R, RU000A0JNZQ1)",RU000A0JNZQ1,ZERKOM 14.5 12/18/09 +++1,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Nastusha Grain Company,3058,,,,,"1,000,000,000 RUB",No,,,14.50%,"Moscow Exchange, RU000A0JNZQ1",,"1,000 RUB",,,,"1,000,000,000 RUB",,
6743,Valid,"Domestic bonds: EUROKOMMERZ, 01 (4-01-60939-H, RU000A0JP039)",RU000A0JP039,EURKOM 16 12/18/09 +++1,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,EUROKOMMERZ,4229,,,,,"1,000,000,000 RUB",No,,,16%,"Moscow Exchange, RU000A0JP039",,"1,000 RUB",,,,"1,000,000,000 RUB",,
6752,Valid,"Domestic bonds: Liko Holding, 1-N",,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Liko Holding,1912,,,,,"23,331,000 UAH",No,,,,,,42 UAH,,,0 UAH,"23,331,000 UAH",0 UAH,
6758,Valid,"Domestic bonds: Kings Capital, 1-A",,,Ukraine,redemption default,Coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Kings Capital,4240,,,,,"2,525,000 UAH",No,,,,,,100 UAH,,,100 UAH,"2,525,000 UAH",,
6771,Valid,"International bonds: BTA bank, 7.125% 21dec2009, GBP (XS0279181662)",XS0279181662,BTAS 7.125 12/21/09 EMTN,Kazakhstan,redemption default,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,TuranAlem Finance B.V.,527,BTA bank,332,"200,000,000 GBP",No,,,7.13%,London S.E.,"1,000 GBP",,"1,000 GBP","50,000 GBP",,"200,000,000 GBP",,
6772,Valid,"Domestic bonds: RIGroup, 01 (4-01-36213-R, RU000A0JP0E3)",RU000A0JP0E3,RIGRP 0 12/26/09 +++1,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,RIGroup,4256,,,,,"1,200,000,000 RUB",No,,,,"Moscow Exchange, RU000A0JP0E3 (B)",,"1,000 RUB",,,,"1,200,000,000 RUB",,
6774,Valid,"Domestic bonds: SZLK-Finance, 01 (4-01-36222-R, RU000A0JP3P3)",RU000A0JP3P3,SZLK 11.5 03/02/10 01,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,SZLK-Finance,4258,,,,,"1,000,000,000 RUB",No,,,,"Moscow Exchange, RU000A0JP3P3",,"1,000 RUB",,,,"1,000,000,000 RUB",,
6776,Valid,"International bonds: BTA Bank (Russia), 9.875% 21dec2011, USD (XS0278548424)",XS0278548424,SLAVIN 9.875 12/21/11,Russia,redemption default,Coupon bonds,4 time(s) per year,No,Yes,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,Slavinvest Finance SA,20699,BTA Bank (Russia),767,"100,000,000 USD",No,,,9.88%,Luxembourg S.E.,"1,000 USD",,"1,000 USD","100,000 USD","45,000 USD","100,000,000 USD",,
6789,Valid,"Domestic bonds: Vekha-Invest, 01 (4-01-36227-R, RU000A0JP3J6)",RU000A0JP3J6,VEHA V14 03/02/10 01,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Vekha-Invest,4286,,,,,"700,000,000 RUB",No,,,14%,"Moscow Exchange, RU000A0JP3J6",,"1,000 RUB",,,,"700,000,000 RUB",,
6790,Valid,"Domestic bonds: ICKE CAT COMPANY, 10% 15dec2013, KZT (01) (KZ2C0Y07C321)",,,Kazakhstan,redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,ICKE CAT COMPANY,4294,,,,,"1,000,000,000 KZT",No,,,10%,"KASE, ISKEb1 (Delisted securities)",,"1,000 KZT",,,0 KZT,"1,000,000,000 KZT",0 KZT,
6831,Valid,"Domestic bonds: Gross Plants, 01 (4-01-36195-R, RU000A0JP674)",RU000A0JP674,ZAVGRO 18 04/22/10 +++1,Russia,redemption default,Coupon bonds,4 time(s) per year,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Gross Plants,4332,,,,,"1,000,000,000 RUB",No,,,18%,"Moscow Exchange, RU000A0JP674",,"1,000 RUB",,,,"1,000,000,000 RUB",,
6857,Valid,"International bonds: BTA bank, 8.25% 22jan2037, USD (XS0283156270, 8998X0AB6)",XS0283156270,BTAS 8.25 01/22/37 REGS,Kazakhstan,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,TuranAlem Finance B.V.,527,BTA bank,332,"1,000,000,000 USD",No,,,8.25%,London S.E.,"1,000 USD",,"1,000 USD","100,000 USD",0 USD,"1,000,000,000 USD",0 USD,
6859,Valid,"Domestic bonds: ASIA AVTO, FRN 3jan2010, KZT (C34-1) (KZPC1Y03C348)",,,Kazakhstan,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,ASIA AVTO,4338,,,,,"1,000,000,000 KZT",Yes,Kazakhstan CPI,0.5,8.90%,"KASE, ASAVb1 (A, 01/03/2007)",,"1,000 KZT",,,,"1,000,000,000 KZT",,
6860,Valid,"International bonds: BTA bank, 4.25% 28dec2016, JPY (XS0280531772)",XS0280531772,BTAS 4.25 12/28/16 EMTN,Kazakhstan,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,BTA bank,332,"20,000,000,000 JPY",No,,,4.25%,,"1,000,000 JPY",,"1,000,000 JPY","1,000,000 JPY",0 JPY,"20,000,000,000 JPY",0 JPY,
6879,Valid,"Domestic bonds: Rybinsk Cable Plant, 01 (4-01-55210-E, RU000A0JP393)",RU000A0JP393,RYBKAB 0.005 02/28/12 1,Russia,redemption default,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Rybinsk Cable Plant,4390,,,,,"1,000,000,000 RUB",No,,,0.01%,"Moscow Exchange, RU000A0JP393 (Unlisted securities, 04/16/2007)",,"1,000 RUB",,,"1,000 RUB","1,000,000,000 RUB",,
6888,Valid,"Domestic bonds: IBOYA, 1-A (816/2/06, UA4000002729)",UA4000002729,IBOYA V16 01/30/12 1-A,Ukraine,redemption default,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,IBOYA,4398,,,,,"40,000,000 UAH",No,,,,,,"1,000 UAH",,,,"40,000,000 UAH",0 UAH,
6906,Valid,"Domestic bonds: Iskrasoft, 02 (4-02-01550-J, RU000A0JP3N8)",RU000A0JP3N8,ISKRA 13.3 03/02/10 02,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Iskrasoft,199,,,,,"300,000,000 RUB",No,,,13.30%,"Moscow Exchange, RU000A0JP3N8",,"1,000 RUB",,,,"300,000,000 RUB",,
6908,Valid,"Domestic bonds: Seventh Continent, 02 (4-02-00462-H, RU000A0JPB17)",RU000A0JPB17,SEVCON V8.5 06/14/12 +++2,Russia,redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Seventh Continent,154,,,,,"7,000,000,000 RUB",No,,,8.50%,"Moscow Exchange, RU000A0JPB17 (Unlisted securities, 07/14/2009)",,"1,000 RUB",,,0 RUB,"7,000,000,000 RUB",0 RUB,
6912,Valid,"International bonds: TEOREMA, 9% 27oct2009, USD (XS0270334583)",XS0270334583,TEORM 11 10/27/09,Russia,redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,Teorema Holding Plc,29755,TEOREMA,4416,"223,000,000 USD",No,,,11%,,"1,000 USD",,"1,000 USD","100,000 USD",0 USD,"223,000,000 USD",0 USD,
6913,Valid,"Domestic bonds: Tomsk-Invest, 01 (4-01-11755-F, RU000A0JP6Z5)",RU000A0JP6Z5,TOMINV V18 04/22/10 +++1,Russia,redeemed,Coupon bonds,4 time(s) per year,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Tomsk-Invest,4419,,,,,"500,000,000 RUB",No,,,18%,"Moscow Exchange, RU000A0JP6Z5",,"1,000 RUB",,,0 RUB,"500,000,000 RUB",0 RUB,
6928,Valid,"International bonds: ForteBank, 7.875% 1feb2012, EUR (XS0284859054)",XS0284859054,ALLIBK 7.875 02/01/12,Kazakhstan,early redeemed,Coupon bonds,1 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,ALB Finance B.V.,12271,ForteBank,361,"750,000,000 EUR",No,,,7.88%,London S.E.,"1,000 EUR",,"1,000 EUR","50,000 EUR",0 EUR,"750,000,000 EUR",0 EUR,
6934,Valid,"Domestic bonds: MosOblTrustInvest, 02 (4-02-05741-A, RU000A0JP4F2)",RU000A0JP4F2,MOITK 20 03/26/11 +++2,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,MosOblTrustInvest,3817,,,,,"4,000,000,000 RUB",No,,,20%,"Moscow Exchange, RU000A0JP4F2 (Unlisted securities, 06/01/2009)",,"1,000 RUB",,,,"4,000,000,000 RUB",,
6936,Valid,"Domestic bonds: Russkiye Masla (doesn't exist), 02 (4-02-36204-R, RU000A0JP5E2)",RU000A0JP5E2,RUSMAS 0 03/29/12 +++2,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Russkiye Masla (doesn't exist),4152,,,,,"1,000,000,000 RUB",No,,,1%,"Moscow Exchange, RU000A0JP5E2 (Unlisted securities, 06/01/2009)",,"1,000 RUB",,,"1,000 RUB","1,000,000,000 RUB",,
6938,Valid,"Domestic bonds: Markom-West, 1-A (815/2/06, UA4000002620)",UA4000002620,,Ukraine,redeemed,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Markom-West,4483,,,,,"6,000,000 UAH",No,,,22%,,,"1,000 UAH",,,0 UAH,"6,000,000 UAH",0 UAH,
6946,Valid,"International bonds: Tristan Oil, 10.5% 1jan2012, USD (USG90748AA57, G90748AA5)",USG90748AA57,TRISTN 10.5 01/01/12 REGS,Moldova,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,Tristan Oil,4505,"420,000,000 USD",No,,,10.50%,,"1,000 USD",,"1,000 USD","1,000 USD","1,000 USD","420,000,000 USD","916,000 USD",
6951,Valid,"Domestic bonds: Magnezit Group, 02 (4-02-36105-R, RU000A0JP5Z7)",RU000A0JP5Z7,MAGNEZ 19 03/28/11 +++2,Russia,redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Magnezit Group,2780,,,,,"2,500,000,000 RUB",No,,,19%,"Moscow Exchange, RU000A0JP5Z7 (Unlisted securities, 05/14/2007)",,"1,000 RUB",,,0 RUB,"2,500,000,000 RUB",0 RUB,
6965,Valid,"Domestic bonds: APC Arkada, 03 (4-03-36071-R, RU000A0JP5L7)",RU000A0JP5L7,ARKADA 0 03/31/11 +++3,Russia,redemption default,Coupon bonds,2 time(s) per year,No,Yes,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,APC Arkada,1847,,,,,"1,200,000,000 RUB",No,,,,"Moscow Exchange, RU000A0JP5L7 (Unlisted securities, 12/17/2008)",,"1,000 RUB",,,,"1,200,000,000 RUB",,
6970,Valid,"International bonds: ForteBank, 9.75% 14feb2011, GBP (XS0286552400)",XS0286552400,ALLIBK 9.75 02/14/11 EMTN,Kazakhstan,early redeemed,Coupon bonds,1 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,ALB Finance B.V.,12271,ForteBank,361,"250,000,000 GBP",No,,,9.75%,London S.E.,"1,000 GBP",,"1,000 GBP","50,000 GBP",0 GBP,"250,000,000 GBP",0 GBP,
6974,Valid,"Domestic bonds: Konstsnta, 1-B (UA4000016349)",UA4000016349,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Konstsnta,4052,,,,,"136,192,000 UAH",No,,,,,,35 UAH,,,0 UAH,"136,192,000 UAH",0 UAH,
6981,Valid,"Domestic bonds: Krasniy Bogatyr, 01 (4-01-57094-H, RU000A0JP294)",RU000A0JP294,KRABOG V11 02/11/10 +++1,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Krasniy Bogatyr,4544,,,,,"2,000,000,000 RUB",No,,,11%,"Moscow Exchange, RU000A0JP294",,"1,000 RUB",,,,"2,000,000,000 RUB",,
6984,Valid,"Domestic bonds: Amurmetal, 02 (4-02-30513-F, RU000A0JP385)",RU000A0JP385,AMURME 9.15 02/26/10 2,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Amurmetal,2970,,,,,"2,000,000,000 RUB",No,,,9.15%,"Moscow Exchange, RU000A0JP385",,"1,000 RUB",,,,"2,000,000,000 RUB",,
6985,Valid,"International bonds: MG Group, 12.0% 20mar2011, USD (XS0292499620)",XS0292499620,MIRAX 12 03/20/11 EMTN,Russia,redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,Moscow River B.V.,16441,MG Group,1841,"180,000,000 USD",No,,,12%,,"1,000 USD",,"1,000 USD","150,000 USD",0 USD,"180,000,000 USD","162,000,000 USD",
6989,Valid,"Domestic bonds: Rush, 1-A (62/2/07, UA4000006183)",UA4000006183,RUSHLD V17 02/25/10,Ukraine,redeemed,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Rush,3221,,,,,"20,000,000 UAH",No,,,24%,,,"1,000 UAH",,,0 UAH,"20,000,000 UAH",0 UAH,
7000,Valid,"Domestic bonds: OGO AIC, 03 (4-03-06193-A, RU000A0JPBG8)",RU000A0JPBG8,APKOGO 16 07/09/10 +++3,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,OGO AIC,770,,,,,"1,500,000,000 RUB",No,,,16%,"Moscow Exchange, RU000A0JPBG8",,"1,000 RUB",,,,"1,500,000,000 RUB",,
7030,Valid,"Domestic bonds: Elektrotech, 1-A (UA4000002695)",UA4000002695,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Elektrotech,4724,,,,,"34,480,000 UAH",No,,,,,,100 UAH,,,0 UAH,"34,480,000 UAH",0 UAH,
7031,Valid,"Domestic bonds: Elektrotech, 1-B (UA4000002703)",UA4000002703,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Elektrotech,4724,,,,,"101,280,000 UAH",No,,,,,,100 UAH,,,0 UAH,"101,280,000 UAH",0 UAH,
7032,Valid,"Domestic bonds: Elektrotech, 1-C (UA4000002711)",UA4000002711,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Elektrotech,4724,,,,,"7,938,600 UAH",No,,,,,,"60,600 UAH",,,0 UAH,"7,938,600 UAH",0 UAH,
7043,Valid,"Domestic bonds: Kazakh Distribution Company, 11.00% 01mar2010, KZT (2010-1) (KZ2C0Y03C387)",,,Kazakhstan,redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Kazakh Distribution Company,4733,,,,,"1,000,000,000 KZT",Yes,Kazakhstan CPI,2,,"KASE, KZDKb1 (B)",,"1,000 KZT",,,0 KZT,"1,000,000,000 KZT",0 KZT,
7054,Valid,"Domestic bonds: YutiSt, 1-A (UA4000007298)",UA4000007298,YUTIST V15 03/18/10 1-A,Ukraine,redemption default,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,YutiSt,4746,,,,,"50,000,000 UAH",No,,,14%,,,"1,000 UAH",,,,"50,000,000 UAH",0 UAH,
7058,Valid,"Domestic bonds: ForteBank, 9.5% 14apr2026, KZT (KZP04Y19C334, KZ2C00000115)",KZ2C00000115,ALLIBK V8 04/14/26 b15,Kazakhstan,outstanding,Coupon bonds,2 time(s) per year,Yes,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,ForteBank,361,,,,,"6,000,000,000 KZT",No,,,8%,"KASE, TEBNb15 (Main board, Bonds)",,0.01 KZT,,,0.01 KZT,"6,000,000,000 KZT","29,470.79 KZT","29,470.79 KZT"
7059,Valid,"Domestic bonds: ForteBank, 8% 14apr2027, KZT (KZP05Y20C339, KZ000A1AT8V6)",KZ000A1AT8V6,ALLIBK V8 04/14/27 b16,Kazakhstan,outstanding,Coupon bonds,2 time(s) per year,Yes,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,ForteBank,361,,,,,"6,000,000,000 KZT",No,,,8%,"KASE, TEBNb16 (Main board, Bonds)",,0.01 KZT,,,0.01 KZT,"6,000,000,000 KZT","4,488,148,955 KZT","4,488,148,955 KZT"
7074,Valid,"Domestic bonds: OSMO Kapital, 01 (4-01-36231-R, RU000A0JP3Z2)",RU000A0JP3Z2,OSMO 10.2 03/07/11 01,Russia,redeemed,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,OSMO Kapital,4766,,,,,"1,000,000,000 RUB",No,,,10.20%,"Moscow Exchange, RU000A0JP3Z2 (Unlisted securities)",,"1,000 RUB",,,0 RUB,"1,000,000,000 RUB",0 RUB,
7084,Valid,"Domestic bonds: Razgulay-Finance, 03 (4-03-36098-R, RU000A0JP4B1)",RU000A0JP4B1,RAZGRU V17 03/16/12 +++3,Russia,redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Razgulay-Finance,2650,,,,,"3,000,000,000 RUB",No,,,17%,"Moscow Exchange, RU000A0JP4B1 (Unlisted securities, 06/01/2009)",,"1,000 RUB",,,0 RUB,"3,000,000,000 RUB",0 RUB,
7088,Valid,"Domestic bonds: RosT-Line, 01 (4-01-36234-R, RU000A0JPBK0)",RU000A0JPBK0,ROSTLA 0.1 07/08/10 +++1,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,RosT-Line,4870,,,,,"1,000,000,000 RUB",No,,,0.10%,"Moscow Exchange, RU000A0JPBK0",,"1,000 RUB",,,,"1,000,000,000 RUB",,
7105,Valid,"Domestic bonds: Mosmart Finance, 01 (4-01-36239-R, RU000A0JP6C4)",RU000A0JP6C4,MOSMAR 0.01 04/12/12 +++1,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Mosmart Finance,4889,,,,,"2,000,000,000 RUB",No,,,0.01%,"Moscow Exchange, RU000A0JP6C4 (Unlisted securities, 05/28/2007)",,"1,000 RUB",,,"1,000 RUB","2,000,000,000 RUB",,
7108,Valid,"Domestic bonds: MairInvest, 03 (4-03-36047-R, RU000A0JP4V9)",RU000A0JP4V9,MAIRIN 11.15 04/01/09 +++3,Russia,redemption default,Coupon bonds,2 time(s) per year,No,Yes,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,MairInvest,326,,,,,"2,000,000,000 RUB",No,,,11.15%,"Moscow Exchange, RU000A0JP4V9",,"1,000 RUB",,,,"2,000,000,000 RUB",,
7116,Valid,"Domestic bonds: Astana-finance, 7.8% 29mar2019, KZT (12) (KZPC3Y12C253)",,,Kazakhstan,redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Astana-finance,362,,,,,"8,000,000,000 KZT",No,,,7.80%,"KASE, ASFIb12 (Buffer category)",,"1,000 KZT",,,0 KZT,"8,000,000,000 KZT","6,155,824,000 KZT",
