Identifier,ISIN,Issuer,Coupon,Maturity,Subordinated,Currency,Next Interest Date
42486865,ES00000123B9,"Spanien, Staat","5,500 %",30.04.2021,Nein,Euro,30.04.2021
103399925,DE000RLP0462,"Rheinland-Pfalz, Region","1,250 %",30.04.2021,Nein,Euro,30.04.2021
178563488,US912828Q780,"USA, Staat","1,375 %",30.04.2021,Nein,US Dollar,31.10.2020
178563500,US912828WG10,"USA, Staat","2,250 %",30.04.2021,Nein,US Dollar,31.10.2020
213820927,AT0000A20CU7,Erste Group Bank AG,"2,100 %",30.04.2021,Nein,US Dollar,30.04.2021
216852927,US78013XKG24,Royal Bank of Canada,"3,200 %",30.04.2021,Nein,US Dollar,30.10.2020
216852928,US78013XKH07,Royal Bank of Canada,"1,150 %",30.04.2021,Nein,US Dollar,30.07.2020
217120870,US14040HBY09,Capital One Financial Corp.,"3,450 %",30.04.2021,Nein,US Dollar,30.10.2020
253653915,XS1989759748,Logicor Financing S.&#224;.r.l.,"0,500 %",30.04.2021,Nein,Euro,30.04.2021
254064116,US9128286Q86,"USA, Staat","0,264 %",30.04.2021,Nein,US Dollar,30.07.2020
227125338,IT0004966401,"Italien, Staat","3,750 %",01.05.2021,Nein,Euro,01.11.2020
247894137,CA135087J884,"Kanada, Staat","1,750 %",01.05.2021,Nein,Kanadischer Dollar,01.11.2020
216734683,US09681MAG33,BOC Aviation Ltd.,"1,606 %",02.05.2021,Nein,US Dollar,03.08.2020
160250290,US06406FAB94,The Bank of New York Mellon Corp.,"2,050 %",03.05.2021,Nein,US Dollar,03.11.2020
160531103,USG8200TAB64,Sinopec Group Overseas Development 2016 Ltd.,"2,750 %",03.05.2021,Nein,US Dollar,03.11.2020
161193187,XS1402929589,Emirate of Abu Dhabi,"2,125 %",03.05.2021,Nein,US Dollar,03.11.2020
216591281,XS1815076838,Sparebanken S&#248;r,"0,239 %",03.05.2021,Nein,Euro,03.08.2020
250634587,DE000LB11850,Landesbank Baden-W&#252;rttemberg,"2,200 %",03.05.2021,Nein,US Dollar,03.05.2021
143119841,DE000BLB3SR1,Bayerische Landesbank,"1,000 %",04.05.2021,Nein,Euro,04.05.2021
160364669,XS1403416222,Turkiye Vakiflar Bankasi T.A.O.,"2,375 %",04.05.2021,Nein,Euro,04.05.2021
160532635,XS1403446724,Citigroup Inc.,"2,406 %",04.05.2021,Nein,Australischer Dollar,04.08.2020
160532637,XS1403447292,Citigroup Inc.,"3,750 %",04.05.2021,Nein,Australischer Dollar,04.11.2020
217269818,USU2339CDE58,Daimler Finance North America LLC,"3,350 %",04.05.2021,Nein,US Dollar,04.11.2020
217360390,USU2339CDF24,Daimler Finance North America LLC,"1,106 %",04.05.2021,Nein,US Dollar,04.08.2020
158881554,DE000DB9TVU8,Deutsche Bank AG,"1,000 %",05.05.2021,Nein,Euro,05.05.2021
224593823,US02209SAL79,Altria Group Inc.,"4,750 %",05.05.2021,Nein,US Dollar,05.11.2020
232974281,US0258M0EB15,American Express Credit Corp.,"2,250 %",05.05.2021,Nein,US Dollar,05.11.2020
67100751,USP3579EAH01,"Dominikanische Republik, Staat","7,500 %",06.05.2021,Nein,US Dollar,06.11.2020
102321006,US037833AR12,Apple Inc.,"2,850 %",06.05.2021,Nein,US Dollar,06.11.2020
158358089,XS1390245329,Danske Bank A/S,"0,500 %",06.05.2021,Nein,Euro,06.05.2021
77732515,US69783UAA97,Pan American Energy LLC (Argentine Branch),"7,875 %",07.05.2021,Nein,US Dollar,07.11.2020
97675908,XS1026110475,National Australia Bank Ltd.,"5,000 %",07.05.2021,Nein,Australischer Dollar,07.05.2021
102721742,USP7358RAC09,Oleoducto Central S.A.,"4,000 %",07.05.2021,Nein,US Dollar,07.11.2020
130434088,DE000DB2GUX6,Deutsche Bank AG,"0,600 %",07.05.2021,Nein,Euro,07.05.2021
160372349,DE000LB09PE1,Landesbank Baden-W&#252;rttemberg,"0,400 %",07.05.2021,Nein,Euro,07.05.2021
71884068,US46625HHZ64,JPMorgan Chase &amp; Co.,"4,625 %",10.05.2021,Nein,US Dollar,10.11.2020
115379095,DE000LB0Z0L7,Landesbank Baden-W&#252;rttemberg,"2,250 %",10.05.2021,Nein,US Dollar,10.05.2021
161108767,US822582BS00,Shell International Finance B.V.,"1,875 %",10.05.2021,Nein,US Dollar,10.11.2020
185616633,CH0319416001,Glencore Finance (Europe) Ltd.,"2,250 %",10.05.2021,Nein,Schweizer Franken,10.05.2021
187827692,XS1609252645,General Motors Financial Co. Inc.,"0,422 %",10.05.2021,Nein,Euro,10.08.2020
214934605,DE000LB1P5Q6,Landesbank Baden-W&#252;rttemberg,"2,850 %",10.05.2021,Nein,US Dollar,10.05.2021
217465251,XS1819477990,PT Federal International Finance,"4,125 %",10.05.2021,Nein,US Dollar,10.11.2020
158589825,XS1392159825,SBAB Bank AB (publ),"0,500 %",11.05.2021,Nein,Euro,11.05.2021
217983991,US369550BE71,General Dynamics Corp.,"3,000 %",11.05.2021,Nein,US Dollar,11.11.2020
224870023,XS1819960136,Yuzhou Properties Company Ltd.,"7,900 %",11.05.2021,Nein,US Dollar,11.11.2020
294329252,DE000A289KW2,"Bremen, Region","0,000 %",11.05.2021,Nein,Euro,11.05.2021
116941888,XS1136388425,Nomura Europe Finance N.V.,"1,500 %",12.05.2021,Nein,Euro,12.05.2021
155237410,USG59606AA46,Mega Advance Investments Ltd.,"5,000 %",12.05.2021,Nein,US Dollar,12.11.2020
161193189,XS1409512693,Landwirtschaftliche Rentenbank,"1,125 %",12.05.2021,Nein,Britisches Pfund,12.05.2021
161272472,US25152R5F60,Deutsche Bank AG,"3,375 %",12.05.2021,Nein,US Dollar,12.11.2020
161315862,XS1411403709,AstraZeneca PLC,"0,250 %",12.05.2021,Nein,Euro,12.05.2021
162923681,AU3CB0237337,National Australia Bank Ltd.,"3,000 %",12.05.2021,Nein,Australischer Dollar,05.11.2020
171693070,AU3FN0031274,National Australia Bank Ltd.,"2,087 %",12.05.2021,Nein,Australischer Dollar,06.08.2020
222721281,DE000HSH4Y61,HSH Nordbank AG,"0,700 %",12.05.2021,Nein,Euro,12.11.2020
130024753,XS0992645274,Transnet SOC Ltd.,"9,500 %",13.05.2021,Nein,S&#252;dafrikanischer Rand,13.11.2020
156518320,USG3066LAA91,ENN Energy Holdings Ltd.,"6,000 %",13.05.2021,Nein,US Dollar,13.11.2020
161468443,US961214CV30,Westpac Banking Corp.,"2,100 %",13.05.2021,Nein,US Dollar,13.11.2020
205091357,US961214CW13,Westpac Banking Corp.,"1,434 %",13.05.2021,Nein,US Dollar,13.08.2020
210075051,US298785HQ20,European Investment Bank (EIB),"2,375 %",13.05.2021,Nein,US Dollar,13.11.2020
232270628,US06051GEH83,Bank of America Corporation,"5,000 %",13.05.2021,Nein,US Dollar,13.11.2020
254888579,US459200KD25,International Business Machines Corp.,"0,834 %",13.05.2021,Nein,US Dollar,13.08.2020
290319504,XS0625251854,"Senegal, Staat","8,750 %",13.05.2021,Nein,US Dollar,13.11.2020
294327900,EU000A2SB9M5,Europ&#228;ischer Stabilit&#228;tsmechanismus ESM,-,13.05.2021,Nein,Euro,-
102651237,XS1068092839,Mahle Gmbh,"2,500 %",14.05.2021,Nein,Euro,14.05.2021
161355805,US00287YAU38,Abbvie Inc.,"2,300 %",14.05.2021,Nein,US Dollar,14.11.2020
175272647,XS1522357471,FMS Wertmanagement,"0,875 %",14.05.2021,Nein,Britisches Pfund,14.05.2021
185028680,DE000HSH4MN2,HSH Nordbank AG,"3,000 %",14.05.2021,Nein,Euro,14.05.2021
217270763,FR0013332970,Unibail-Rodamco SE,"0,125 %",14.05.2021,Nein,Euro,14.05.2021
217764910,US487836BV92,Kellogg Co.,"3,250 %",14.05.2021,Nein,US Dollar,14.11.2020
217894563,XS1821814800,Ford Motor Credit Co. LLC,"0,185 %",14.05.2021,Nein,Euro,14.08.2020
218100568,US377373AE54,GlaxoSmithKline Capital PLC,"3,125 %",14.05.2021,Nein,US Dollar,14.11.2020
218223562,US377373AF20,GlaxoSmithKline Capital PLC,"0,774 %",14.05.2021,Nein,US Dollar,14.08.2020
218328530,US44644AAD90,Huntington National Bank,"3,250 %",14.05.2021,Nein,US Dollar,14.11.2020
254725910,USU11009AX28,Bristol-Myers Squibb Co.,"2,550 %",14.05.2021,Nein,US Dollar,14.11.2020
254726043,XS1996268253,Eaton Capital Unlimited Co.,"0,021 %",14.05.2021,Nein,Euro,14.05.2021
40360947,XS0552915943,Bombardier Inc.,"6,125 %",15.05.2021,Nein,Euro,02.11.2020
59934840,AU0000XCLWM5,"Australien, Staat","5,750 %",15.05.2021,Nein,Australischer Dollar,08.11.2020
60305428,NZGOVD0521C2,"Neuseeland, Staat","6,000 %",15.05.2021,Nein,Neuseel&#228;ndischer Dollar,06.11.2020
81222980,AT0000A10717,Erste Group Bank AG,"2,100 %",15.05.2021,Nein,Euro,15.05.2021
92283227,NZLGFDT004C1,New Zealand Local Government Funding Agency Ltd.,"6,000 %",15.05.2021,Nein,Neuseel&#228;ndischer Dollar,06.11.2020
94330072,US912810EJ35,"USA, Staat","8,125 %",15.05.2021,Nein,US Dollar,15.11.2020
102443534,XS1064882316,Constellium SE,"4,625 %",15.05.2021,Nein,Euro,02.11.2020
102721755,US418056AT46,Hasbro Inc.,"3,150 %",15.05.2021,Nein,US Dollar,15.11.2020
178563489,US912828QN35,"USA, Staat","3,125 %",15.05.2021,Nein,US Dollar,15.11.2020
192810628,US00772BAF85,AerCap Ireland Capital DAC/AerCap Global Aviation Trust,"4,500 %",15.05.2021,Nein,US Dollar,15.11.2020
217616725,US427866BA54,The Hershey Co.,"3,100 %",15.05.2021,Nein,US Dollar,15.11.2020
217893626,XS1810003332,ICBCIL Finance Company Ltd.,"1,342 %",15.05.2021,Nein,US Dollar,17.08.2020
218223569,US9128284P22,"USA, Staat","2,625 %",15.05.2021,Nein,US Dollar,15.11.2020
223965123,US984121CD36,Xerox Holdings Corp.,"4,500 %",15.05.2021,Nein,US Dollar,15.11.2020
233782505,US478160AZ78,Johnson &amp; Johnson,"3,550 %",15.05.2021,Nein,US Dollar,15.11.2020
161194455,US166764BG48,Chevron Corp.,"2,100 %",16.05.2021,Nein,US Dollar,16.11.2020
42977560,XS0254356057,GE Capital European Funding,"0,000 %",17.05.2021,Nein,Euro,17.08.2020
46380668,FR0011048966,Suez S.A.,"4,078 %",17.05.2021,Nein,Euro,17.05.2021
102972435,US89236TBJ34,Toyota Motor Credit Corporation,"2,750 %",17.05.2021,Nein,US Dollar,17.11.2020
146910377,ES0413211865,Banco Bilbao Vizcaya Argentaria S.A. (BBVA),"0,625 %",17.05.2021,Nein,Euro,17.05.2021
161431137,XS1403868125,"Tokio, Stadt","2,000 %",17.05.2021,Nein,US Dollar,17.11.2020
183608578,US718172AK54,Philip Morris International Inc.,"4,125 %",17.05.2021,Nein,US Dollar,17.11.2020
191690320,DE000NWB17V0,NRW.BANK,"0,488 %",17.05.2021,Nein,Euro,17.08.2020
215476774,DE000LB1P5S2,Landesbank Baden-W&#252;rttemberg,"1,300 %",17.05.2021,Nein,US Dollar,17.08.2020
218099192,XS1821498612,Skandinaviska Enskilda Banken,"3,250 %",17.05.2021,Nein,US Dollar,17.11.2020
218224091,US025816BU20,American Express Co.,"3,375 %",17.05.2021,Nein,US Dollar,17.11.2020
218537273,US025816BV03,American Express Co.,"0,911 %",17.05.2021,Nein,US Dollar,17.08.2020
218923079,DE000NLB8KM4,Norddeutsche Landesbank Girozentrale,"0,550 %",17.05.2021,Nein,Euro,17.05.2021
255255766,US14913Q2X61,Caterpillar Financial Services Corp.,"0,776 %",17.05.2021,Nein,US Dollar,17.08.2020
255255768,US14913Q2W88,Caterpillar Financial Services Corp.,"2,650 %",17.05.2021,Nein,US Dollar,17.11.2020
46336741,XS0619437147,Raiffeisen Bank International AG,"6,625 %",18.05.2021,Ja,Euro,18.05.2021
161315852,XS1409634612,Volvo Car AB,"3,250 %",18.05.2021,Nein,Euro,04.11.2020
161508795,USG8450LAB02,State Grid Overseas Investment 2016 Ltd.,"2,125 %",18.05.2021,Nein,US Dollar,18.11.2020
191592828,XS1411381111,Ezdan Sukuk Co. Ltd.,"4,375 %",18.05.2021,Nein,US Dollar,18.11.2020
217991437,DE000LB1P7A6,Landesbank Baden-W&#252;rttemberg,"0,547 %",18.05.2021,Nein,Britisches Pfund,18.08.2020
219948881,XS1823165631,Paccar Financial Europe B.V.,"0,188 %",18.05.2021,Nein,Euro,18.08.2020
46522713,US38259PAB85,Google Inc.,"3,625 %",19.05.2021,Nein,US Dollar,19.11.2020
79613587,AU0000KFWHR2,Kreditanstalt f&#252;r Wiederaufbau,"6,250 %",19.05.2021,Nein,Australischer Dollar,08.11.2020
102787515,XS1068765418,Pearson Funding Five Plc,"1,875 %",19.05.2021,Nein,Euro,19.05.2021
160368002,DE000DB9TWR2,Deutsche Bank AG,"1,000 %",19.05.2021,Nein,Euro,19.05.2021
161431181,ES0000101719,Comunidad Autonoma de Madrid,"0,727 %",19.05.2021,Nein,Euro,19.05.2021
161589615,US458140AW03,Intel Corp.,"1,700 %",19.05.2021,Nein,US Dollar,19.11.2020
163423442,US02079KAA51,Alphabet Inc.,"3,625 %",19.05.2021,Nein,US Dollar,19.11.2020
186267830,DE000LB1DT52,Landesbank Baden-W&#252;rttemberg,"1,500 %",19.05.2021,Nein,US Dollar,19.08.2020
79802137,XS0919581982,RZD Capital PLC,"3,374 %",20.05.2021,Nein,Euro,20.05.2021
101464956,AU3SG0000326,South Australian Government Financing Authority,"5,000 %",20.05.2021,Nein,Australischer Dollar,11.11.2020
102846177,XS1028954953,Bharti Airtel International Netherlands BV,"3,375 %",20.05.2021,Nein,Euro,07.05.2021
130515477,DE000LB01VZ1,Landesbank Baden-W&#252;rttemberg,"1,700 %",20.05.2021,Nein,Norwegische Krone,20.05.2021
148768446,DE000BLB3VP9,Bayerische Landesbank,"0,550 %",20.05.2021,Nein,Euro,20.05.2021
200536652,FR0011912872,Ingenico Group S.A.,"2,500 %",20.05.2021,Nein,Euro,20.05.2021
102918176,XS1066869048,Coca-Cola Amatil Ltd.,"4,625 %",21.05.2021,Nein,Australischer Dollar,21.05.2021
102972469,XS1069674825,Swedbank Hypotek AB,"1,125 %",21.05.2021,Nein,Euro,21.05.2021
103201773,AT0000A17B76,Erste Group Bank AG,"2,000 %",21.05.2021,Nein,Euro,21.05.2021
103352279,XS1068966073,European Investment Bank (EIB),"0,465 %",21.05.2021,Nein,Britisches Pfund,21.08.2020
159692443,XS0429325748,Barclays Bank PLC,"10,000 %",21.05.2021,Ja,Britisches Pfund,21.05.2021
218451338,XS1824289901,Morgan Stanley Inc.,"0,141 %",21.05.2021,Nein,Euro,21.08.2020
218830786,USU2465RAB79,Harley-Davidson Financial Services Inc.,"3,550 %",21.05.2021,Nein,US Dollar,21.11.2020
219071567,US808513AW57,Charles Schwab Corp.,"3,250 %",21.05.2021,Nein,US Dollar,21.11.2020
253117190,DE000LB118L2,Landesbank Baden-W&#252;rttemberg,"2,400 %",21.05.2021,Nein,US Dollar,21.05.2021
255126151,XS1843436657,Fidelity National Information Services Inc.,"0,125 %",21.05.2021,Nein,Euro,07.05.2021
255126154,XS1843436491,Fidelity National Information Services Inc.,"0,141 %",21.05.2021,Nein,Euro,21.08.2020
255283878,DE000LB2CJ70,Landesbank Baden-W&#252;rttemberg,"0,750 %",21.05.2021,Nein,Euro,21.05.2021
273956469,USU0029QAT32,Abbvie Inc.,"0,724 %",21.05.2021,Nein,US Dollar,21.08.2020
218329676,XS1823485112,OP Yrityspankki Oyj,"0,220 %",22.05.2021,Nein,Euro,24.08.2020
218537297,US00254EMR08,AB Svensk Exportkredit,"2,875 %",22.05.2021,Nein,US Dollar,22.11.2020
161589587,US71647NAP42,Petrobras Global Finance B.V.,"8,375 %",23.05.2021,Nein,US Dollar,23.11.2020
161664233,XS1417876163,4 Finance S.A.,"11,250 %",23.05.2021,Nein,Euro,23.11.2020
192916509,USY7138AAA89,PT Pertamina (Persero),"5,250 %",23.05.2021,Nein,US Dollar,23.11.2020
46522716,XS0629937409,Fortum Oyj,"4,000 %",24.05.2021,Nein,Euro,24.05.2021
48600552,FR0010327007,Compagnie Financiere et Industrielle des Autoroutes,"5,000 %",24.05.2021,Nein,Euro,24.05.2021
81500358,XS0934389221,Robert Bosch Investment Nederland B.V.,"1,625 %",24.05.2021,Nein,Euro,24.05.2021
95569651,USP06006AA10,Automotores Gildemeister SA,"8,250 %",24.05.2021,Nein,US Dollar,10.11.2020
103213728,XS1070075988,Kellogg Co.,"1,750 %",24.05.2021,Nein,Euro,24.05.2021
161589642,XS1417876759,Citigroup Inc.,"0,551 %",24.05.2021,Nein,Euro,24.08.2020
161589657,XS1418631930,LeasePlan Corporation N.V.,"1,000 %",24.05.2021,Nein,Euro,24.05.2021
161664227,US459058FH13,International Bank for Reconstruction and Development,"1,375 %",24.05.2021,Nein,US Dollar,24.11.2020
161720498,DE000DE04WP5,Deutsche Bank AG,"0,550 %",24.05.2021,Nein,Euro,24.08.2020
162427439,XS1418627821,African Export-Import Bank,"4,000 %",24.05.2021,Nein,US Dollar,24.11.2020
181236533,XS1418781669,BNG Bank N.V.,"1,125 %",24.05.2021,Nein,Britisches Pfund,24.05.2021
205091351,US91159HHA14,U.S. Bancorp,"4,125 %",24.05.2021,Nein,US Dollar,24.11.2020
46766137,AT000B009410,Erste Group Bank AG,"3,750 %",25.05.2021,Nein,Euro,25.05.2021
59383480,NO0010572878,"Norwegen, Staat","3,750 %",25.05.2021,Nein,Norwegische Krone,24.05.2021
79260653,NO0010598469,Kreditanstalt f&#252;r Wiederaufbau,"4,375 %",25.05.2021,Nein,Norwegische Krone,24.05.2021
93875441,FR0010758599,Compagnie de Financement Foncier SA,"4,875 %",25.05.2021,Nein,Euro,25.05.2021
158876622,XS1394753484,European Investment Bank (EIB),"1,000 %",25.05.2021,Nein,Norwegische Krone,25.05.2021
159926727,FR0013157096,"Frankreich, Staat","0,000 %",25.05.2021,Nein,Euro,25.05.2021
161720500,US404280AZ20,HSBC Holdings PLC,"2,020 %",25.05.2021,Nein,US Dollar,25.08.2020
174005582,US404280AY54,HSBC Holdings PLC,"2,950 %",25.05.2021,Nein,US Dollar,25.11.2020
186185173,XS1396780105,European Investment Bank (EIB),"2,250 %",25.05.2021,Nein,Polnischer Zloty New,25.05.2021
217882085,DE000A2LQHU0,Kreditanstalt f&#252;r Wiederaufbau,"0,000 %",25.05.2021,Nein,Euro,25.05.2021
218537043,USU56495AA96,Keurig Dr Pepper Inc.,"3,551 %",25.05.2021,Nein,US Dollar,25.11.2020
224511369,XS0617418529,European Investment Bank (EIB),"4,875 %",25.05.2021,Nein,Norwegische Krone,25.05.2021
231314418,XS1820763503,Busan Bank,"4,850 %",25.05.2021,Nein,Chinesischer Renminbi Yuan,25.05.2021
46566893,FR0011052661,"Casino, Guichard-Perrachon S.A.","5,976 %",26.05.2021,Nein,Euro,26.05.2021
78062454,USP30179AJ79,Comision Federal de Electricidad (CFE),"4,875 %",26.05.2021,Nein,US Dollar,26.11.2020
102972488,AT000B049507,UniCredit Bank Austria AG,"1,375 %",26.05.2021,Nein,Euro,26.05.2021
103267904,XS1070531402,Co&#246;peratieve Rabobank U.A.,"4,500 %",26.05.2021,Nein,Australischer Dollar,26.05.2021
126643323,FR0011921881,Vilmorin &amp; Compagnie S.A.,"2,375 %",26.05.2021,Nein,Euro,26.05.2021
161315934,XS1413580579,Santander Consumer Finance S.A.,"1,000 %",26.05.2021,Nein,Euro,26.05.2021
161720711,XS1419636862,Essity AB,"0,500 %",26.05.2021,Nein,Euro,26.05.2021
161720727,FR0013176302,Vivendi S.A.,"0,750 %",26.05.2021,Nein,Euro,26.05.2021
161939706,FR0013176294,Nexans S.A.,"3,250 %",26.05.2021,Nein,Euro,26.05.2021
161939709,US30216BGD82,Export Development Canada,"1,500 %",26.05.2021,Nein,US Dollar,26.11.2020
174454105,XS1412748136,LTC GB Ltd.,"2,750 %",26.05.2021,Nein,US Dollar,26.11.2020
188891824,XS1619283218,Bertelsmann SE &amp; Co. KGaA,"0,250 %",26.05.2021,Nein,Euro,26.05.2021
71810184,US149123BV25,Caterpillar Inc.,"3,900 %",27.05.2021,Nein,US Dollar,27.11.2020
103267890,ES0443307048,Kutxabank S.A.,"1,750 %",27.05.2021,Nein,Euro,27.05.2021
103276318,XS1071847245,Landesbank Hessen-Th&#252;ringen Girozentrale,"1,125 %",27.05.2021,Nein,Euro,27.05.2021
161939728,XS1422033164,SNCF Reseau,"0,100 %",27.05.2021,Nein,Euro,27.05.2021
162122196,DE000LB1A6V1,Landesbank Baden-W&#252;rttemberg,"0,450 %",27.05.2021,Nein,Euro,27.05.2021
162181385,US65557DAR26,Nordea Bank Abp,"2,250 %",27.05.2021,Nein,US Dollar,27.11.2020
218329753,DE000BLB52R3,Bayerische Landesbank,"0,100 %",27.05.2021,Nein,Euro,27.05.2021
103352299,XS1072516427,National Australia Bank Ltd.,"1,375 %",28.05.2021,Nein,Euro,28.05.2021
133802700,DE000BLB3CS3,Bayerische Landesbank,"0,750 %",28.05.2021,Nein,Euro,28.05.2021
221405752,DE000HSH4MW3,HSH Nordbank AG,"2,000 %",28.05.2021,Nein,Euro,30.11.2020
247218731,DE000HSH4FP1,HSH Nordbank AG,"2,625 %",28.05.2021,Nein,Euro,28.05.2021
231081479,XS1072571364,Corporacion Andina de Fomento,"1,875 %",29.05.2021,Nein,Euro,29.05.2021
58764399,DE000LB0KW26,Landesbank Baden-W&#252;rttemberg,"3,000 %",31.05.2021,Nein,Euro,31.05.2021
162427435,US912828R770,"USA, Staat","1,375 %",31.05.2021,Nein,US Dollar,30.11.2020
165517825,US912828WN60,"USA, Staat","2,000 %",31.05.2021,Nein,US Dollar,30.11.2020
193057541,XS1418855455,EIB Sukuk Company Ltd.,"3,542 %",31.05.2021,Nein,US Dollar,30.11.2020
237160297,DE000LB123C1,Landesbank Baden-W&#252;rttemberg,"0,000 %",31.05.2021,Nein,Euro,31.05.2021
238352218,IT0005025389,Cassa Depositi e Prestiti S.p.A.,"2,750 %",31.05.2021,Nein,Euro,31.05.2021
257976304,US9128286V71,"USA, Staat","2,125 %",31.05.2021,Nein,US Dollar,30.11.2020
46808522,XS0632241112,Deutsche Bahn Finance GmbH,"3,750 %",01.06.2021,Nein,Euro,01.06.2021
46866445,XS0632659933,Linde Finance B.V.,"3,875 %",01.06.2021,Nein,Euro,01.06.2021
77290070,SG7Y76964295,"Singapur, Staat","2,250 %",01.06.2021,Nein,Singapur-Dollar,26.11.2020
83446361,DE000DZ1JRP6,DZ BANK AG Deutsche Zentral-Genossenschaftsbank,"1,700 %",01.06.2021,Nein,Euro,01.06.2021
124001562,US899896AC81,Tupperware Brands Corp.,"4,750 %",01.06.2021,Nein,US Dollar,01.12.2020
130653035,DE000LB01W31,Landesbank Baden-W&#252;rttemberg,"0,300 %",01.06.2021,Nein,Euro,01.06.2021
139172731,US428236BM44,HP Inc.,"4,300 %",01.06.2021,Nein,US Dollar,01.12.2020
162114249,XS1410341389,Axis Bank Ltd.&#160; Dubai Branch,"2,875 %",01.06.2021,Nein,US Dollar,01.12.2020
162114250,US05253JAM36,Australia and New Zealand Banking Group Ltd. New York Branch,"2,300 %",01.06.2021,Nein,US Dollar,01.12.2020
162114256,XS1422919594,ANZ New Zealand (Int&#39;l) Ltd.,"0,625 %",01.06.2021,Nein,Euro,01.06.2021
162224072,XS1419858094,Air Products &amp; Chemicals Inc.,"0,375 %",01.06.2021,Nein,Euro,18.05.2021
162224074,XS1422299518,China Development Bank Corp.,"2,125 %",01.06.2021,Nein,US Dollar,01.12.2020
162224075,XS1422314689,China Development Bank Corp.,"0,500 %",01.06.2021,Nein,Euro,01.06.2021
162224078,XS1422951993,KommuneKredit,"1,625 %",01.06.2021,Nein,US Dollar,31.05.2021
189501948,XS1622630132,Allergan Funding SCS,"0,500 %",01.06.2021,Nein,Euro,01.06.2021
190639609,CA135087ZJ69,"Kanada, Staat","3,250 %",01.06.2021,Nein,Kanadischer Dollar,01.12.2020
204242359,US25468PCL85,TWDC Enterprises 18 Corp.,"3,750 %",01.06.2021,Nein,US Dollar,01.12.2020
216977196,DE000LB1P688,Landesbank Baden-W&#252;rttemberg,"3,000 %",01.06.2021,Nein,US Dollar,01.06.2021
227125345,IT0005175598,"Italien, Staat","0,450 %",01.06.2021,Nein,Euro,01.12.2020
248139184,CA135087UE28,"Kanada, Staat","9,750 %",01.06.2021,Nein,Kanadischer Dollar,01.12.2020
252783642,US00206RFZ01,AT &amp; T Inc.,"1,100 %",01.06.2021,Nein,US Dollar,01.09.2020
46866454,BE6221503202,Anheuser-Busch InBev N.V./S.A.,"4,000 %",02.06.2021,Nein,Euro,02.06.2021
53049336,FR0010762039,Caisse Francaise de Financement Local,"4,875 %",02.06.2021,Nein,Euro,02.06.2021
162364045,XS1405781698,"Katar, Staat","2,375 %",02.06.2021,Nein,US Dollar,02.12.2020
119223389,DE000BLB26R7,Bayerische Landesbank,"1,000 %",03.06.2021,Nein,Euro,03.06.2021
162364037,AU3FN0031530,Westpac Banking Corp.,"1,764 %",03.06.2021,Nein,Australischer Dollar,28.08.2020
162673172,US717081DX82,Pfizer Inc.,"1,950 %",03.06.2021,Nein,US Dollar,03.12.2020
162996568,AU3CB0237725,Hyundai Capital Services Inc.,"3,500 %",03.06.2021,Nein,Australischer Dollar,26.11.2020
47003785,EU000A1GRVV3,Europ&#228;ische Union,"3,500 %",04.06.2021,Nein,Euro,04.06.2021
132792739,DE000DB2GWJ1,Deutsche Bank AG,"0,900 %",04.06.2021,Nein,Euro,04.06.2021
133975490,XS1241581179,TenneT Holding B.V.,"0,875 %",04.06.2021,Nein,Euro,04.06.2021
256007641,XS2002532484,Becton Dickinson Euro Finance Sarl,"0,174 %",04.06.2021,Nein,Euro,04.06.2021
289945442,DE000BLB81F7,Bayerische Landesbank,"0,050 %",04.06.2021,Nein,Euro,04.06.2021
292674083,DE000BLB81L5,Bayerische Landesbank,"0,050 %",04.06.2021,Nein,Euro,04.06.2021
82187059,AT0000A10BR6,Erste Group Bank AG,"2,050 %",05.06.2021,Nein,Euro,05.06.2021
