Issuer,Currency,Due_Date,Coupon,ISIN
Dassault Systemes SE,EUR,16.09.2026,"0,125%",FR0013444544
Dassault Systemes SE,EUR,16.09.2029,"0,375%",FR0013444551
Orange S.A.,EUR,04.09.2026,"0,000%",FR0013444676
Orange S.A.,EUR,04.09.2032,"0,500%",FR0013444684
Orange S.A.,EUR,04.09.2049,"1,375%",FR0013444692
Société Générale S.A.,EUR,06.09.2021,"0,298%",FR0013444841
Carrefour Banque,EUR,12.09.2023,"0,299%",FR0013446580
Peugeot S.A.,EUR,18.09.2029,"1,125%",FR0013447166
Covivio S.A.,EUR,17.09.2031,"1,125%",FR0013447232
La Poste,EUR,17.09.2027,"0,375%",FR0013447604
La Poste,EUR,17.09.2034,"1,000%",FR0013447638
Worldline S.A.,EUR,18.09.2024,"0,250%",FR0013448032
RCI Banque S.A.,EUR,08.03.2023,"0,250%",FR0013448669
Elis S.A.,EUR,03.04.2025,"1,000%",FR0013449972
Elis S.A.,EUR,03.04.2028,"1,625%",FR0013449998
Renault S.A.,EUR,04.10.2027,"1,125%",FR0013451416
"Frankreich, Republik",EUR,25.11.2029,"0,000%",FR0013451507
Tikehau Capital S.C.A.,EUR,14.10.2026,"2,250%",FR0013452893
AXA Home Loan SFH S.A.,EUR,16.10.2029,"0,010%",FR0013453172
BPCE S.A.,EUR,24.02.2027,"0,500%",FR0013455540
Engie S.A.,EUR,24.10.2030,"0,500%",FR0013455813
Engie S.A.,EUR,24.10.2041,"1,250%",FR0013455821
BPCE SFH,EUR,08.11.2026,"0,010%",FR0013459047
RCI Banque S.A.,EUR,18.02.2030,"2,625%",FR0013459765
Bureau Veritas SA,EUR,18.01.2027,"1,125%",FR0013460607
Eramet S.A.,EUR,21.05.2025,"5,875%",FR0013461274
Agence Française de Développement,EUR,31.05.2035,"0,500%",FR0013461688
Ceetrus S.A.,EUR,26.11.2026,"2,750%",FR0013462728
EssilorLuxottica S.A.,EUR,27.05.2023,"0,000%",FR0013463643
EssilorLuxottica S.A.,EUR,27.05.2025,"0,125%",FR0013463650
EssilorLuxottica S.A.,EUR,27.11.2027,"0,375%",FR0013463668
EssilorLuxottica S.A.,EUR,27.11.2031,"0,750%",FR0013463676
Arkema S.A.,EUR,03.12.2029,"0,750%",FR0013464815
Electricité de France S.A. (E.D.F.),USD,04.12.2069,"4,500%",FR0013464963
Crédit Agricole Home Loan SFH,EUR,06.12.2029,"0,050%",FR0013465010
BNP Paribas S.A.,EUR,04.06.2026,"0,500%",FR0013465358
Electricité de France S.A. (E.D.F.),EUR,09.12.2049,"2,000%",FR0013465424
RCI Banque S.A.,EUR,15.01.2027,"1,125%",FR0013476090
BPCE S.A.,EUR,15.01.2026,"0,250%",FR0013476199
BPCE S.A.,EUR,15.01.2030,"0,625%",FR0013476207
Banque Fédérative du Crédit Mutuel S.A. [BFCM],EUR,17.01.2030,"0,750%",FR0013476553
Veolia Environnement S.A.,EUR,15.01.2031,"0,664%",FR0013476595
BNP Paribas S.A.,EUR,15.01.2032,"1,125%",FR0013476611
Air France-KLM S.A.,EUR,16.01.2025,"1,875%",FR0013477254
APRR,EUR,20.01.2023,"0,000%",FR0013477486
BPCE SFH,EUR,23.03.2028,"0,010%",FR0013477924
BPCE SFH,EUR,23.01.2035,"0,500%",FR0013477940
AXA Bank Europe SCF,EUR,22.01.2027,"0,010%",FR0013478047
Crédit Mutuel Home Loan SFH S.A.,EUR,28.01.2030,"0,125%",FR0013478898
"Frankreich, Republik",EUR,25.02.2023,"0,000%",FR0013479102
THALES S.A.,EUR,29.01.2027,"0,250%",FR0013479748
"Frankreich, Republik",EUR,25.05.2052,"0,750%",FR0013480613
Caisse Francaise de Financement Local,EUR,13.02.2040,"0,375%",FR0013482189
LVMH Moët Hennessy Louis Vuitton SE,EUR,11.02.2022,"0,000%",FR0013482809
LVMH Moët Hennessy Louis Vuitton SE,EUR,11.02.2024,"0,000%",FR0013482817
LVMH Moët Hennessy Louis Vuitton SE,EUR,11.02.2026,"0,000%",FR0013482825
LVMH Moët Hennessy Louis Vuitton SE,EUR,11.02.2028,"0,125%",FR0013482833
LVMH Moët Hennessy Louis Vuitton SE,EUR,11.02.2031,"0,375%",FR0013482841
LVMH Moët Hennessy Louis Vuitton SE,GBP,11.02.2023,"1,000%",FR0013482858
LVMH Moët Hennessy Louis Vuitton SE,GBP,11.02.2027,"1,125%",FR0013482866
La Banque Postale Home Loan SFH,EUR,12.02.2035,"0,250%",FR0013482890
Agence Française de Développement,EUR,25.03.2025,"0,000%",FR0013483526
BNP Paribas S.A.,EUR,19.02.2028,"0,500%",FR0013484458
Société Générale S.A.,EUR,24.02.2026,"0,125%",FR0013486701
Teréga S.A.S.,EUR,27.02.2028,"0,625%",FR0013486834
Union Nationale Interprofessionnelle pour l'Emploi dans l'Industrie et le Commer,EUR,05.03.2030,"0,000%",FR0013489259
Schneider Electric SE,EUR,11.03.2029,"0,250%",FR0013494168
Danone S.A.,EUR,17.03.2027,"0,571%",FR0013495181
Engie S.A.,EUR,27.03.2025,"1,375%",FR0013504644
Engie S.A.,EUR,27.03.2028,"1,750%",FR0013504677
Engie S.A.,EUR,30.03.2032,"2,125%",FR0013504693
Sanofi S.A.,EUR,01.04.2025,"1,000%",FR0013505104
Sanofi S.A.,EUR,01.04.2030,"1,500%",FR0013505112
Carrefour S.A.,EUR,15.12.2027,"2,625%",FR0013505260
Suez S.A.,EUR,02.04.2027,"1,250%",FR0013505542
Air Liquide Finance,EUR,02.04.2025,"1,000%",FR0013505559
Air Liquide Finance,EUR,02.04.2030,"1,375%",FR0013505567
Aéroports de Paris S.A.,EUR,02.10.2026,"2,125%",FR0013505625
Aéroports de Paris S.A.,EUR,02.04.2030,"2,750%",FR0013505633
Orange S.A.,EUR,07.07.2027,"1,250%",FR0013506292
Orange S.A.,EUR,07.04.2032,"1,625%",FR0013506300
LVMH Moët Hennessy Louis Vuitton SE,EUR,07.04.2025,"0,750%",FR0013506508
APRR,EUR,14.01.2027,"1,250%",FR0013506516
Pernod-Ricard S.A.,EUR,07.04.2025,"1,125%",FR0013506524
Pernod-Ricard S.A.,EUR,08.04.2030,"1,750%",FR0013506532
Unibail-Rodamco-Westfield SE,EUR,09.04.2025,"2,125%",FR0013506813
Unibail-Rodamco-Westfield SE,EUR,09.04.2030,"2,625%",FR0013506821
Schneider Electric SE,EUR,09.04.2027,"1,000%",FR0013506862
SNCF S.A.,EUR,17.04.2030,"0,625%",FR0013507647
Bouygues S.A.,EUR,24.07.2028,"1,125%",FR0013507654
Veolia Environnement S.A.,EUR,15.04.2028,"1,250%",FR0013507704
Capgemini SE,EUR,15.04.2022,"1,250%",FR0013507837
Capgemini SE,EUR,15.04.2026,"1,625%",FR0013507852
Capgemini SE,EUR,15.04.2029,"2,000%",FR0013507860
Capgemini SE,EUR,15.04.2032,"2,375%",FR0013507878
Agence Française de Développement,EUR,25.05.2030,"0,500%",FR0013507993
"Frankreich, Republik",EUR,25.02.2026,"0,000%",FR0013508470
Crédit Agricole S.A.,EUR,22.04.2026,"1,000%",FR0013508512
La Poste,EUR,21.10.2026,"0,625%",FR0013508686
La Poste,EUR,21.04.2032,"1,375%",FR0013508694
BNP Paribas S.A.,EUR,17.04.2029,"1,125%",FR0013508710
JCDecaux S.A.,EUR,24.10.2024,"2,000%",FR0013509627
JCDecaux S.A.,EUR,24.04.2028,"2,625%",FR0013509643
Auchan Holding S.A.,EUR,29.01.2026,"2,875%",FR0013510179
Holding d'Infrastructures de Transport S.A.S.,EUR,04.05.2027,"2,500%",FR0013510823
Crédit Mutuel Arkéa,EUR,07.05.2027,"0,875%",FR0013511227
Klépierre S.A.,EUR,12.05.2029,"2,000%",FR0013512233
Kering S.A.,EUR,13.05.2023,"0,250%",FR0013512381
Kering S.A.,EUR,13.05.2028,"0,750%",FR0013512407
Suez S.A.,EUR,14.05.2035,"1,250%",FR0013512449
Compagnie Financière et Industrielle des Autoroutes 'COFIROUTE' S.A.,EUR,19.05.2031,"1,000%",FR0013512621
Peugeot S.A.,EUR,15.05.2026,"2,750%",FR0013512944
THALES S.A.,EUR,15.05.2028,"1,000%",FR0013512969
Legrand S.A.,EUR,20.05.2030,"0,750%",FR0013513538
BPCE SFH,EUR,27.05.2030,"0,010%",FR0013514502
"Frankreich, Republik",EUR,25.05.2040,"0,500%",FR0013515806
EssilorLuxottica S.A.,EUR,05.01.2024,"0,250%",FR0013516051
EssilorLuxottica S.A.,EUR,05.01.2026,"0,375%",FR0013516069
EssilorLuxottica S.A.,EUR,05.06.2028,"0,500%",FR0013516077
AXA Bank Europe SCF,EUR,09.06.2040,"0,250%",FR0013516176
Crédit Agricole S.A.,EUR,05.06.2030,"1,625%",FR0013516184
"Frankreich, Republik",EUR,25.11.2030,"0,000%",FR0013516549
Danone S.A.,EUR,10.06.2029,"0,395%",FR0013517026
Veolia Environnement S.A.,EUR,15.01.2032,"0,800%",FR0013517059
Engie S.A.,EUR,11.06.2027,"0,375%",FR0013517190
Crédit Mutuel Arkéa,EUR,11.06.2029,"1,250%",FR0013517307
Schneider Electric SE,EUR,12.06.2023,"0,000%",FR0013517711
La Banque Postale,EUR,17.06.2026,"0,500%",FR0013518024
Société Générale S.A.,EUR,12.06.2030,"1,250%",FR0013518057
SEB S.A.,EUR,16.06.2025,"1,375%",FR0013518081
Iliad S.A.,EUR,17.06.2026,"2,375%",FR0013518420
Union Nationale Interprofessionnelle pour l'Emploi dans l'Industrie et le Commer,EUR,25.11.2029,"0,250%",FR0013518487
Edenred S.A.,EUR,18.06.2029,"1,375%",FR0013518537
Capgemini SE,EUR,23.06.2025,"0,625%",FR0013519048
Capgemini SE,EUR,23.06.2030,"1,125%",FR0013519071
La Mondiale,EUR,23.06.2031,"2,125%",FR0013519261
Covivio S.A.,EUR,23.06.2030,"1,625%",FR0013519279
Unibail-Rodamco-Westfield SE,EUR,29.06.2032,"2,000%",FR0013521267
Worldline S.A.,EUR,30.06.2023,"0,500%",FR0013521549
Worldline S.A.,EUR,30.06.2027,"0,875%",FR0013521564
CNP Assurances S.A.,EUR,30.06.2051,"2,500%",FR0013521630
Eiffage S.A.,EUR,14.01.2027,"1,625%",FR0013521960
Aéroports de Paris S.A.,EUR,05.01.2029,"1,000%",FR0013522133
Aéroports de Paris S.A.,EUR,02.07.2032,"1,500%",FR0013522141
Union Nationale Interprofessionnelle pour l'Emploi dans l'Industrie et le Commer,EUR,25.05.2022,"0,125%",FR0124175367
"Großbritannien und Nord-Irland, Vereinigtes Königreich",GBP,07.06.2021,"8,000%",GB0009997999
"Großbritannien und Nord-Irland, Vereinigtes Königreich",GBP,07.03.2025,"5,000%",GB0030880693
"Großbritannien und Nord-Irland, Vereinigtes Königreich",GBP,22.03.2062,"0,462%",GB00B4PTCY75
"Großbritannien und Nord-Irland, Vereinigtes Königreich",GBP,07.09.2020,"3,750%",GB00B582JV65
"Großbritannien und Nord-Irland, Vereinigtes Königreich",GBP,07.09.2022,"1,750%",GB00B7L9SL19
"Großbritannien und Nord-Irland, Vereinigtes Königreich",GBP,22.03.2044,"0,150%",GB00B7RN0G65
"Großbritannien und Nord-Irland, Vereinigtes Königreich",GBP,07.09.2023,"2,250%",GB00B7Z53659
"Großbritannien und Nord-Irland, Vereinigtes Königreich",GBP,22.01.2044,"3,250%",GB00B84Z9V04
"Großbritannien und Nord-Irland, Vereinigtes Königreich",GBP,22.03.2024,"0,150%",GB00B85SFQ54
"Großbritannien und Nord-Irland, Vereinigtes Königreich",GBP,22.07.2068,"3,500%",GB00BBJNQY21
"Großbritannien und Nord-Irland, Vereinigtes Königreich",GBP,22.07.2022,"0,500%",GB00BD0PCK97
"Großbritannien und Nord-Irland, Vereinigtes Königreich",GBP,07.09.2024,"2,750%",GB00BHBFH458
"Großbritannien und Nord-Irland, Vereinigtes Königreich",GBP,22.10.2041,"1,250%",GB00BJQWYH73
"Großbritannien und Nord-Irland, Vereinigtes Königreich",GBP,31.01.2023,"0,125%",GB00BL68HG94
"Großbritannien und Nord-Irland, Vereinigtes Königreich",GBP,22.10.2030,"0,375%",GB00BL68HH02
"Großbritannien und Nord-Irland, Vereinigtes Königreich",GBP,30.01.2026,"0,125%",GB00BL68HJ26
"Großbritannien und Nord-Irland, Vereinigtes Königreich",GBP,22.10.2061,"0,500%",GB00BMBL1D50
"Großbritannien und Nord-Irland, Vereinigtes Königreich",GBP,22.10.2050,"0,625%",GB00BMBL1F74
"Großbritannien und Nord-Irland, Vereinigtes Königreich",GBP,31.01.2028,"0,125%",GB00BMBL1G81
"Großbritannien und Nord-Irland, Vereinigtes Königreich",GBP,22.07.2020,"2,000%",GB00BN65R198
"Großbritannien und Nord-Irland, Vereinigtes Königreich",GBP,07.09.2025,"2,000%",GB00BTHH2R79
"Großbritannien und Nord-Irland, Vereinigtes Königreich",GBP,22.11.2056,"0,137%",GB00BYVP4K94
"Großbritannien und Nord-Irland, Vereinigtes Königreich",GBP,22.01.2021,"1,500%",GB00BYY5F581
"Großbritannien und Nord-Irland, Vereinigtes Königreich",GBP,07.09.2037,"1,750%",GB00BZB26Y51
"Griechenland, Republik",EUR,01.08.2022,"4,375%",GR0114029540
"Griechenland, Republik",EUR,30.01.2023,"3,500%",GR0114030555
"Griechenland, Republik",EUR,15.02.2025,"3,375%",GR0118017657
"Griechenland, Republik",EUR,23.07.2026,"1,875%",GR0118019679
"Griechenland, Republik",EUR,22.04.2027,"2,000%",GR0118020685
"Griechenland, Republik",EUR,30.01.2028,"3,750%",GR0124034688
"Griechenland, Republik",EUR,24.02.2023,"3,650%",GR0128010676
"Griechenland, Republik",EUR,24.02.2024,"3,650%",GR0128011682
"Griechenland, Republik",EUR,24.02.2025,"3,650%",GR0128012698
"Griechenland, Republik",EUR,24.02.2026,"3,650%",GR0128013704
"Griechenland, Republik",EUR,24.02.2027,"3,650%",GR0128014710
"Griechenland, Republik",EUR,30.01.2033,"3,900%",GR0128015725
"Griechenland, Republik",EUR,04.02.2035,"1,875%",GR0128016731
"Griechenland, Republik",EUR,24.02.2028,"3,650%",GR0133006198
"Griechenland, Republik",EUR,24.02.2029,"3,650%",GR0133007204
"Griechenland, Republik",EUR,24.02.2030,"3,650%",GR0133008210
"Griechenland, Republik",EUR,24.02.2031,"3,650%",GR0133009226
"Griechenland, Republik",EUR,24.02.2032,"3,650%",GR0133010232
"Griechenland, Republik",EUR,30.01.2037,"4,000%",GR0133011248
"Griechenland, Republik",EUR,24.02.2033,"3,650%",GR0138005716
"Griechenland, Republik",EUR,24.02.2034,"3,650%",GR0138006722
"Griechenland, Republik",EUR,24.02.2035,"3,650%",GR0138007738
"Griechenland, Republik",EUR,24.02.2036,"3,650%",GR0138008744
"Griechenland, Republik",EUR,24.02.2037,"3,650%",GR0138009759
"Griechenland, Republik",EUR,24.02.2038,"3,650%",GR0138010765
"Griechenland, Republik",EUR,24.02.2039,"3,650%",GR0138011771
"Griechenland, Republik",EUR,24.02.2040,"3,650%",GR0138012787
"Griechenland, Republik",EUR,24.02.2041,"3,650%",GR0138013793
"Griechenland, Republik",EUR,24.02.2042,"3,650%",GR0138014809
"Griechenland, Republik",EUR,30.01.2042,"4,200%",GR0138015814
"Ungarn, Republik",HUF,12.11.2020,"7,500%",HU0000402235
"Ungarn, Republik",HUF,24.11.2023,"6,000%",HU0000402383
"Ungarn, Republik",HUF,24.06.2022,"7,000%",HU0000402524
"Ungarn, Republik",HUF,22.10.2028,"6,750%",HU0000402532
"Ungarn, Republik",HUF,24.06.2025,"5,500%",HU0000402748
"Ungarn, Republik",HUF,22.10.2031,"3,250%",HU0000403001
"Ungarn, Republik",HUF,26.06.2024,"3,000%",HU0000403068
"Irland, Republik",EUR,20.03.2023,"3,900%",IE00B4S3JD47
"Irland, Republik",EUR,13.03.2025,"5,400%",IE00B4TV0D44
"Irland, Republik",EUR,18.10.2020,"5,000%",IE00B60Z6194
"Irland, Republik",EUR,18.03.2024,"3,400%",IE00B6X95T99
"Irland, Republik",EUR,18.10.2022,"0,000%",IE00BDHDPQ37
"Irland, Republik",EUR,15.05.2028,"0,900%",IE00BDHDPR44
"Irland, Republik",EUR,15.05.2033,"1,300%",IE00BFZRPZ02
"Irland, Republik",EUR,15.03.2022,"0,800%",IE00BJ38CQ36
"Irland, Republik",EUR,15.05.2030,"2,400%",IE00BJ38CR43
"Irland, Republik",EUR,15.05.2035,"0,400%",IE00BKFVC345
"Irland, Republik",EUR,15.05.2027,"0,200%",IE00BKFVC568
"Irland, Republik",EUR,18.10.2030,"0,200%",IE00BKFVC899
"Irland, Republik",EUR,18.02.2045,"2,000%",IE00BV8C9186
"Irland, Republik",EUR,15.05.2026,"1,000%",IE00BV8C9418
"Irland, Republik",EUR,15.05.2037,"1,700%",IE00BV8C9B83
"Italien, Republik",EUR,01.11.2023,"9,000%",IT0000366655
"Italien, Republik",EUR,01.11.2026,"7,250%",IT0001086567
"Italien, Republik",EUR,01.11.2027,"6,500%",IT0001174611
"Italien, Republik",EUR,01.11.2029,"5,250%",IT0001278511
"Italien, Republik",EUR,01.02.2033,"5,750%",IT0003256820
"Italien, Republik",EUR,01.08.2034,"5,000%",IT0003535157
"Italien, Republik",EUR,15.09.2035,"2,934%",IT0003745541
"Italien, Republik",EUR,01.02.2037,"4,000%",IT0003934657
"Italien, Republik",EUR,01.08.2021,"3,750%",IT0004009673
"Italien, Republik",EUR,15.09.2023,"3,100%",IT0004243512
"Italien, Republik",EUR,01.08.2039,"5,000%",IT0004286966
"Italien, Republik",EUR,01.08.2023,"4,750%",IT0004356843
"Italien, Republik",EUR,01.03.2025,"5,000%",IT0004513641
"Italien, Republik",EUR,01.09.2040,"5,000%",IT0004532559
"Italien, Republik",EUR,15.09.2041,"2,893%",IT0004545890
"Italien, Republik",EUR,01.09.2020,"4,000%",IT0004594930
"Italien, Republik",EUR,15.09.2021,"2,376%",IT0004604671
"Italien, Republik",EUR,01.03.2021,"3,750%",IT0004634132
"Italien, Republik",EUR,01.03.2026,"4,500%",IT0004644735
"Italien, Republik",EUR,01.09.2021,"4,750%",IT0004695075
"Italien, Republik",EUR,15.09.2026,"3,433%",IT0004735152
"Italien, Republik",EUR,01.03.2022,"5,000%",IT0004759673
"Italien, Republik",EUR,01.09.2022,"5,500%",IT0004801541
"Italien, Republik",EUR,01.11.2022,"5,500%",IT0004848831
"Italien, Republik",EUR,01.09.2028,"4,750%",IT0004889033
"Italien, Republik",EUR,01.05.2023,"4,500%",IT0004898034
"Italien, Republik",EUR,01.09.2044,"4,750%",IT0004923998
"Italien, Republik",EUR,01.03.2024,"4,500%",IT0004953417
"Italien, Republik",EUR,01.05.2021,"3,750%",IT0004966401
"Italien, Republik",EUR,01.09.2024,"3,750%",IT0005001547
"Italien, Republik",EUR,15.09.2024,"2,466%",IT0005004426
"Italien, Republik",EUR,01.03.2030,"3,500%",IT0005024234
"Italien, Republik",EUR,15.12.2021,"2,150%",IT0005028003
"Italien, Republik",EUR,01.12.2024,"2,500%",IT0005045270
"Italien, Republik",EUR,27.10.2020,"1,250%",IT0005058919
"Italien, Republik",EUR,01.09.2046,"3,250%",IT0005083057
"Italien, Republik",EUR,15.04.2022,"1,350%",IT0005086886
"Italien, Republik",EUR,01.06.2025,"1,500%",IT0005090318
"Italien, Republik",EUR,01.03.2032,"1,650%",IT0005094088
"Italien, Republik",EUR,20.04.2023,"0,500%",IT0005105843
Autostrade per L'Italia S.p.A.,EUR,12.06.2023,"1,625%",IT0005108490
"Italien, Republik",EUR,01.12.2025,"2,000%",IT0005127086
"Italien, Republik",EUR,15.09.2022,"1,450%",IT0005135840
"Italien, Republik",EUR,15.09.2032,"1,304%",IT0005138828
"Italien, Republik",EUR,01.11.2020,"0,650%",IT0005142143
"Italien, Republik",EUR,01.03.2047,"2,700%",IT0005162828
"Italien, Republik",EUR,01.06.2026,"1,600%",IT0005170839
"Italien, Republik",EUR,15.03.2023,"0,950%",IT0005172322
"Italien, Republik",EUR,11.04.2024,"0,400%",IT0005174906
"Italien, Republik",EUR,01.09.2036,"2,250%",IT0005177909
"Italien, Republik",EUR,15.07.2023,"0,376%",IT0005185456
"Italien, Republik",EUR,15.05.2022,"0,105%",IT0005188120
"Italien, Republik",EUR,01.12.2026,"1,250%",IT0005210650
"Italien, Republik",EUR,15.10.2023,"0,650%",IT0005215246
"Italien, Republik",EUR,01.11.2021,"0,350%",IT0005216491
"Italien, Republik",EUR,01.03.2067,"2,800%",IT0005217390
"Italien, Republik",EUR,24.10.2024,"0,350%",IT0005217770
"Italien, Republik",EUR,15.02.2024,"0,393%",IT0005218968
"Italien, Republik",EUR,01.09.2033,"2,450%",IT0005240350
"Italien, Republik",EUR,01.06.2027,"2,200%",IT0005240830
"Italien, Republik",EUR,01.04.2022,"1,200%",IT0005244782
"Italien, Republik",EUR,15.05.2028,"1,353%",IT0005246134
"Italien, Republik",EUR,15.05.2024,"1,850%",IT0005246340
"Italien, Republik",EUR,15.10.2024,"0,921%",IT0005252520
"Italien, Republik",EUR,22.05.2023,"0,450%",IT0005253676
"Italien, Republik",EUR,01.03.2048,"3,450%",IT0005273013
"Italien, Republik",EUR,01.08.2027,"2,050%",IT0005274805
"Italien, Republik",EUR,01.08.2022,"0,900%",IT0005277444
"Italien, Republik",EUR,15.11.2024,"1,450%",IT0005282527
"Italien, Republik",EUR,15.10.2020,"0,200%",IT0005285041
"Italien, Republik",EUR,15.04.2025,"0,771%",IT0005311508
"Italien, Republik",EUR,20.11.2023,"0,250%",IT0005312142
"Italien, Republik",EUR,01.09.2038,"2,950%",IT0005321325
"Italien, Republik",EUR,01.02.2028,"2,000%",IT0005323032
"Italien, Republik",EUR,01.03.2023,"0,950%",IT0005325946
"Italien, Republik",EUR,15.05.2025,"1,450%",IT0005327306
"Italien, Republik",EUR,15.05.2023,"0,102%",IT0005329344
"Italien, Republik",EUR,15.04.2021,"0,050%",IT0005330961
"Italien, Republik",EUR,15.09.2025,"0,103%",IT0005331878
"Italien, Republik",EUR,01.12.2028,"2,800%",IT0005340929
"Italien, Republik",EUR,01.10.2023,"2,450%",IT0005344335
"Italien, Republik",EUR,15.11.2025,"2,500%",IT0005345183
"Italien, Republik",EUR,01.09.2050,"2,450%",IT0005398406
"Italien, Republik",EUR,15.12.2023,"0,367%",IT0005399230
"Italien, Republik",EUR,01.03.2036,"1,450%",IT0005402117
"Italien, Republik",EUR,15.06.2023,"0,600%",IT0005405318
"Italien, Republik",EUR,01.07.2025,"1,850%",IT0005408502
"Italien, Republik",EUR,01.12.2030,"1,650%",IT0005413171
"Luxemburg, Großherzogtum",EUR,19.03.2028,"2,250%",LU0905090048
"Luxemburg, Großherzogtum",EUR,10.07.2023,"2,125%",LU0945626439
"Luxemburg, Großherzogtum",EUR,01.02.2027,"0,625%",LU1556942974
"Luxemburg, Großherzogtum",EUR,13.11.2026,"0,000%",LU2076841712
"Luxemburg, Großherzogtum",EUR,28.04.2025,"0,000%",LU2161837203
"Luxemburg, Großherzogtum",EUR,28.04.2030,"0,000%",LU2162831981
Mogo A.S.,EUR,31.03.2021,"10,000%",LV0000801363
"Niederlande, Königreich der",EUR,15.01.2023,"7,500%",NL0000102077
"Niederlande, Königreich der",EUR,15.01.2037,"4,000%",NL0000102234
"Niederlande, Königreich der",EUR,15.01.2023,"3,750%",NL0000102275
"Niederlande, Königreich der",EUR,15.01.2028,"5,500%",NL0000102317
"Niederlande, Königreich der",EUR,15.07.2020,"3,500%",NL0009348242
"Niederlande, Königreich der",EUR,15.01.2042,"3,750%",NL0009446418
"Niederlande, Königreich der",EUR,15.07.2021,"3,250%",NL0009712470
ABN AMRO Bank N.V.,EUR,09.02.2022,"5,000%",NL0009980945
"Niederlande, Königreich der",EUR,15.07.2022,"2,250%",NL0010060257
"Niederlande, Königreich der",EUR,15.01.2033,"2,500%",NL0010071189
"Niederlande, Königreich der",EUR,15.07.2023,"1,750%",NL0010418810
"Niederlande, Königreich der",EUR,15.01.2047,"2,750%",NL0010721999
"Niederlande, Königreich der",EUR,15.07.2024,"2,000%",NL0010733424
"Niederlande, Königreich der",EUR,15.07.2025,"0,250%",NL0011220108
"Niederlande, Königreich der",EUR,15.07.2027,"0,750%",NL0012171458
Nationale-Nederlanden Bank N.V.,EUR,10.10.2024,"0,500%",NL0012650477
"Niederlande, Königreich der",EUR,15.07.2029,"0,250%",NL0013332430
"Niederlande, Königreich der",EUR,15.01.2040,"0,500%",NL0013552060
"Niederlande, Königreich der",EUR,15.07.2030,"0,000%",NL0014555419
"Niederlande, Königreich der",EUR,15.01.2027,"0,000%",NL0015031501
"Norwegen, Königreich",NOK,25.05.2021,"3,750%",NO0010572878
Kreditanstalt für Wiederaufbau,NOK,25.05.2021,"4,375%",NO0010598469
"Norwegen, Königreich",NOK,24.05.2023,"2,000%",NO0010646813
"Oslo, Stadt",NOK,12.02.2021,"3,550%",NO0010664600
"Norwegen, Königreich",NOK,14.03.2024,"3,000%",NO0010705536
"Norwegen, Königreich",NOK,13.03.2025,"1,750%",NO0010732555
"Norwegen, Königreich",NOK,19.02.2026,"1,500%",NO0010757925
Teekay LNG Partners L.P.,NOK,28.10.2021,"6,600%",NO0010777089
"Norwegen, Königreich",NOK,17.02.2027,"1,750%",NO0010786288
"Norwegen, Königreich",NOK,26.04.2028,"2,000%",NO0010821598
Hörmann Industries GmbH,EUR,06.06.2024,"4,500%",NO0010851728
Kreditanstalt für Wiederaufbau,NOK,16.05.2022,"1,760%",NO0010851876
Aurelius Equity Opportunities AB (publ),EUR,05.12.2024,"4,250%",NO0010861487
Mutares SE & Co. KGaA,EUR,14.02.2024,"6,000%",NO0010872864
"Norwegen, Königreich",NOK,19.08.2030,"1,375%",NO0010875230
momox Holding GmbH,EUR,10.07.2025,"0,000%",NO0010886369
Asian Development Bank (ADB),NZD,30.05.2024,"3,500%",NZADBDT007C4
Asian Development Bank (ADB),NZD,17.01.2023,"3,000%",NZADBDT008C2
Asian Development Bank (ADB),NZD,16.04.2026,"2,375%",NZADBDT009C0
"New Zealand, Government of...",NZD,15.05.2021,"6,000%",NZGOVD0521C2
"New Zealand, Government of...",NZD,15.04.2023,"5,500%",NZGOVDT423C0
"New Zealand, Government of...",NZD,15.04.2025,"2,750%",NZGOVDT425C5
"New Zealand, Government of...",NZD,15.04.2027,"4,500%",NZGOVDT427C1
"New Zealand, Government of...",NZD,14.04.2033,"3,500%",NZGOVDT433C9
