Unnamed: 0,Identifier,ISIN,Frequency,Seniority,Issuer,Maturity,Currency,Ins_type,Coupon,Spread
574.0,USG5975LAE68,USG5975LAE68,Semi Annually,Senior Unsecured,Melco Resorts Finance Ltd,4-Dec-29,USD,USD,5.375,-
575.0,XS1751788727,XS1751788727,Semi Annually,Senior Unsecured,Nuoxi Capital Ltd,24-Jan-21,USD,USD,4.7,-
576.0,XS1897128630,XS1897128630,Semi Annually,Senior Unsecured,Hunan Xiangjiang New Area Development Group Co Ltd,15-Nov-21,USD,USD,5.7,-
577.0,USG84228CQ91,USG84228CQ91,Semi Annually,Junior Subordinated,Standard Chartered PLC,Perpetual,USD,USD,7.5,Reset Rate = 5Y Mid Swap + Initial Spread (6.301%)<br> Reset Date = 02 April 2022 &amp; every 5 years thereafter
578.0,XS2009857884,XS2009857884,Semi Annually,Senior Unsecured,Redsun Properties Group Ltd,3-Oct-22,USD,USD,10.5,-
579.0,SG6UJ0000004,SG6UJ0000004,Semi Annually,Senior Unsecured,Sembcorp Financial Services Pte Ltd,26-Nov-21,SGD,SGD,2.94,-
580.0,AU3CB0261006,AU3CB0261006,Semi Annually,Senior Unsecured,General Motors Financial Co Inc,21-Feb-23,AUD,AUD,3.85,-
581.0,MYBPZ1900011,MYBPZ1900011,Semi Annually,Subordinated,IJM Land Bhd,Perpetual,MYR,MYR,5.65,Reset Date: 19 March 2026 and every 5 years thereafter   <br> Reset Rate: Malaysia Govt Bonds 7Y Yield + 2.861%
582.0,XS1637404275,XS1637404275,Semi Annually,Senior Unsecured,LSD Bonds 2017 Ltd,13-Sep-22,USD,USD,4.6,-
583.0,BJ2153168,SGXF41141973,Semi Annually,Senior Unsecured,FCT MTN Pte Ltd,11-May-23,SGD,SGD,3.2,-
584.0,SG77J4000001,SG77J4000001,Semi Annually,Senior Unsecured,KrisEnergy Ltd,9-Jun-22,SGD,SGD,5.0,See Additional Notes for more information
585.0,XS1615078141,XS1615078141,Semi Annually,Junior Subordinated,Bank of East Asia Ltd,Perpetual,USD,USD,5.625,Reset Date: 18May2022 and every 5 years thereafter<br> Reset Rate: 5Y USD Treasury Rate + fixed initial spread (3.682%)
586.0,US71567RAG11,US71567RAG11,Semi Annually,Senior Unsecured,Perusahaan Penerbit SBSN Indonesia III,29-Mar-22,USD,USD,3.4,-
587.0,SG6W43985376,SG6W43985376,Semi Annually,Senior Unsecured,SP PowerAssets Ltd,19-Sep-32,SGD,SGD,3.4,-
588.0,HK0000104015,HK0000104015,Quarterly,Senior Unsecured,Swire Pacific MTN Financing Ltd,28-Feb-22,HKD,HKD,3.78,-
589.0,XS2181280848,XS2181280848,Annually,Senior Unsecured,QNB Finance Ltd,5-Jun-25,CNH,CNH,3.6,-
590.0,XS1945941786,XS1945941786,Semi Annually,First Lien,Yuzhou Properties Co Ltd,4-Feb-23,USD,USD,8.5,-
591.0,XS1982037779,XS1982037779,Semi Annually,Secured,China Evergrande Group,11-Apr-23,USD,USD,10.0,-
592.0,BJ8061696,SGXF50357171,Semi Annually,Senior Unsecured,Starhill Global REIT MTN Pte Ltd,5-Jun-25,SGD,SGD,3.15,-
593.0,HK0000131679,HK0000131679,Quarterly,Senior Unsecured,Sun Hung Kai Properties Capital Market Ltd,5-Dec-22,HKD,HKD,3.25,-
594.0,XS2076398184,XS2076398184,Semi Annually,First Lien,Central China Real Estate Ltd,7-Nov-23,USD,USD,7.9,-
595.0,XS2008741295,XS2008741295,Semi Annually,Senior Unsecured,Xi'an Municipal Infrastructure Construction Investment Group Corp Ltd,24-Jun-22,USD,USD,4.0,-
596.0,UV5781371,SG6ZA0000002,Semi Annually,Senior Unsecured,Land Transport Authority of Singapore,31-Aug-27,SGD,SGD,3.09,-
597.0,US718286BK23,US718286BK23,Semi Annually,Senior Unsecured,Philippine Government International Bond,15-Jan-21,USD,USD,4.0,-
598.0,XS1808311424,XS1808311424,Semi Annually,Senior Unsecured,Logan Property Holdings Co Ltd,24-Apr-21,USD,USD,6.875,-
599.0,XS1575977365,XS1575977365,Semi Annually,Senior Unsecured,Olam International Ltd,9-Jan-23,USD,USD,4.375,-
600.0,SG6SB9000006,SG6SB9000006,Semi Annually,Senior Unsecured,Housing &amp; Development Board,24-Jul-24,SGD,SGD,3.1,-
601.0,XS1650033571,XS1650033571,Semi Annually,Senior Unsecured,Banque Ouest Africaine de Developpement,27-Jul-27,USD,USD,5.0,-
602.0,XS1757824864,XS1757824864,Semi Annually,Senior Unsecured,Deutsche Bank AG/Sydney,30-Jan-23,AUD,AUD,3.75,-
603.0,US780099CJ48,US780099CJ48,Quarterly,Junior Subordinated,Royal Bank of Scotland Group PLC,Perpetual,USD,USD,7.5,Reset Date: 10 Aug 2020 and every quarter thereafter <br> Reset Rate: Prevailing Mid-Market Swap + Initial Spread (5.800%) 
604.0,SG6VH1000005,SG6VH1000005,Semi Annually,Senior Unsecured,SingTel Group Treasury Pte Ltd,3-Sep-21,SGD,SGD,2.72,-
605.0,USU9029YAA83,USU9029YAA83,Semi Annually,Senior Unsecured,Uber Technologies Inc,1-Nov-23,USD,USD,7.5,-
606.0,XS1881533480,XS1881533480,Semi Annually,Senior Unsecured,CIFI Holdings Group Co Ltd,20-Sep-20,CNH,CNH,7.75,-
607.0,USG7801RAA70,USG7801RAA70,Semi Annually,Senior Unsecured,Sands China Ltd,8-Aug-23,USD,USD,4.6,-
608.0,XS1986632716,XS1986632716,Semi Annually,Secured,Modern Land China Co Ltd,25-Oct-21,USD,USD,12.85,-
609.0,SG7T16943604,SG7T16943604,Semi Annually,Senior Unsecured,SP PowerAssets Ltd,18-May-29,SGD,SGD,5.07,-
610.0,XS1515240015,XS1515240015,Semi Annually,Senior Unsecured,Huarong Finance II Co Ltd,22-Nov-26,USD,USD,4.875,-
611.0,HK0000272176,HK0000272176,Quarterly,Senior Unsecured,HKCG Finance Ltd,10-Nov-25,HKD,HKD,2.85,-
612.0,XS1725031105,XS1725031105,Semi Annually,Senior Unsecured,Tahoe Group Global Co Ltd,17-Jan-21,USD,USD,7.875,-
613.0,XS1573134522,XS1573134522,Semi Annually,Senior Unsecured,China Cinda Finance 2017 I Ltd,9-Mar-22,USD,USD,3.65,-
614.0,SG7W86960343,SG7W86960343,Semi Annually,Senior Unsecured,Temasek Financial I Ltd,2-Aug-50,SGD,SGD,4.2,-
615.0,XS2049035657,XS2049035657,Semi Annually,Senior Unsecured,Chang Development International Ltd,12-Sep-22,USD,USD,3.9,-
616.0,XS1642641812,XS1642641812,Semi Annually,Senior Unsecured,SGSP Australia Assets Pty Ltd,7-Jul-27,USD,USD,3.5,-
617.0,BMG3397M1174,BMG3397M1174,Semi Annually,Preference Share,FibreChem Technologies Ltd,Perpetual,SGD,SGD,0.0,-
618.0,MYBPZ1600157,MYBPZ1600157,Semi Annually,Junior Subordinated,CIMB Bank Bhd,Perpetual,MYR,MYR,5.5,Reset Date: 26 Dec 2021 and every 5 years thereafter <br> Reset Rate: Malaysia Govt Bonds 5 Year Yield + 1.456%
619.0,XS2038876558,XS2038876558,Semi Annually,Senior Subordinated,FWD Group Ltd,Perpetual,USD,USD,6.375,Reset Date: 13 Sep 2024 and every 5 years thereafter<br> Reset Rate: Prevailing 5 year UST rate + the initial spread (4.876%)
620.0,XS2179917906,XS2179917906,Semi Annually,Senior Unsecured,CNPC Global Capital Limited,23-Jun-25,USD,USD,1.35,-
621.0,XS0970892724,XS0970892724,Semi Annually,Senior Unsecured,AVIC International Finance &amp; Investment Ltd,12-Sep-23,USD,USD,6.0,-
622.0,XS2056427144,XS2056427144,Semi Annually,Senior Unsecured,Orient Securities Co Ltd/China,27-Sep-22,SGD,SGD,2.9,-
623.0,XS1266590089,XS1266590089,Semi Annually,Senior Unsecured,CAR Inc,11-Feb-21,USD,USD,6.0,-
624.0,USQ94606AH52,USQ94606AH52,Semi Annually,Senior Unsecured,Virgin Australia Holdings Ltd,15-Nov-24,USD,USD,8.125,-
625.0,MYBVN1002689,MYBVN1002689,Semi Annually,Senior Unsecured,Malaysia Airports Capital Bhd,28-Aug-20,MYR,MYR,4.55,-
626.0,XS1373131546,XS1373131546,Annually,Senior Unsecured,Temasek Financial I Ltd,1-Mar-28,EUR,EUR,1.5,-
627.0,USY68856AB20,USY68856AB20,Semi Annually,Senior Unsecured,Petronas Capital Ltd,22-May-22,USD,USD,7.875,-
628.0,SG79E1000001,SG79E1000001,Semi Annually,Senior Unsecured,CMT MTN Pte Ltd,13-Mar-23,SGD,SGD,2.8,-
629.0,XS1791728790,XS1791728790,Semi Annually,Senior Unsecured,Global Prime Capital Pte Ltd,26-Apr-21,USD,USD,7.25,-
630.0,HK0000105913,HK0000105913,Quarterly,Senior Unsecured,Wheelock Finance Ltd,16-Mar-22,HKD,HKD,4.9,-
631.0,XS1023280271,XS1023280271,Semi Annually,Senior Unsecured,Wanda Properties International Co Ltd,29-Jan-24,USD,USD,7.25,-
632.0,XS1785703403,XS1785703403,Semi Annually,Senior Unsecured,Shui On Development Holding Ltd,2-Mar-21,CNH,CNH,6.875,-
633.0,AZ5754280,SGXF83009245,Semi Annually,Senior Unsecured,Housing &amp; Development Board,16-Jul-29,SGD,SGD,2.27,-
634.0,XS1912494538,XS1912494538,Semi Annually,Senior Unsecured,China State Construction Finance Cayman I Ltd,Perpetual,USD,USD,6.0,Reset Date: 03 Dec 2021 and every 3 years thereafter <br> Reset Rate: Prevailing 3-year Treasury Rate + Initial Spread (3.367%) + 500bps step-up
635.0,XS2012954835,XS2012954835,Semi Annually,Secured,Sunac China Holdings Ltd,14-Jun-22,USD,USD,7.25,-
636.0,ZS0947946,XS1982116136,Semi Annually,Senior Unsecured,Saudi Arabian Oil Co,16-Apr-49,USD,USD,4.375,-
637.0,MYBVH1900967,MYBVH1900967,Semi Annually,Senior Unsecured,Eco World International Bhd,24-May-23,MYR,MYR,6.4,-
638.0,SG6XB9000006,SG6XB9000006,Semi Annually,Senior Unsecured,Ascendas Real Estate Investment Trust,3-Jun-22,SGD,SGD,3.2,-
639.0,XS1202993017,XS1202993017,Annually,Senior Unsecured,Deutsche Bank AG/Singapore,24-Mar-35,USD,USD,4.1,-
640.0,US191216BE91,US191216BE91,Semi Annually,Senior Unsecured,Coca-Cola Co,1-Nov-23,USD,USD,3.2,-
641.0,XS1289509405,XS1289509405,Semi Annually,Senior Unsecured,CSCI Finance 2015 Co Ltd,17-Sep-20,USD,USD,3.125,-
642.0,MYBUN1401487,MYBUN1401487,Semi Annually,Senior Unsecured,YTL Power International Bhd,11-Oct-24,MYR,MYR,4.95,-
643.0,XS2009869897,XS2009869897,Semi Annually,Senior Unsecured,Gemdale Ever Prosperity Investment Ltd,14-Jun-22,USD,USD,5.6,-
644.0,SG7E60927286,SG7E60927286,Semi Annually,Senior Unsecured,Public Utilities Board,26-Oct-20,SGD,SGD,3.52,-
645.0,QJ7682553,XS1317967492,Semi Annually,Senior Unsecured,Huarong Finance II Co Ltd,19-Nov-25,USD,USD,5.0,-
646.0,XS1528227827,XS1528227827,Semi Annually,Senior Unsecured,SPIC 2016 US dollar Bond Co Ltd,6-Dec-26,USD,USD,3.875,-
647.0,XS1810024338,XS1810024338,Semi Annually,Secured,Sunac China Holdings Ltd,19-Apr-23,USD,USD,8.35,-
648.0,AU3CB0261410,AU3CB0261410,Semi Annually,Senior Unsecured,Virgin Australia Holdings Ltd,5-Mar-24,AUD,AUD,8.075,-
649.0,EK9695363,FR0012799187,Semi Annually,Subordinated,BPCE SA,17-Dec-25,SGD,SGD,4.45,Reset Rate=5-year SGD SOR + Initial Margin (2.16%)<br>Reset Date=17Dec2020)
650.0,XS2058948451,XS2058948451,Semi Annually,Senior Unsecured,Bahrain Government International Bond,30-Sep-31,USD,USD,5.625,-
651.0,HK0000287216,HK0000287216,Semi Annually,Senior Unsecured,Emperor International Holdings Ltd,17-Mar-21,HKD,HKD,4.4,-
652.0,XS2014454933,XS2014454933,Semi Annually,Senior Unsecured,CGNPC International Ltd,2-Jul-24,USD,USD,2.75,-
653.0,SG7X44961531,SG7X44961531,Semi Annually,Senior Unsecured,Neptune Orient Lines Ltd/Singapore,9-Sep-20,SGD,SGD,4.65,-
654.0,QJ1056390,SG6ZD6000000,Semi Annually,Junior Subordinated,Ascendas Real Estate Investment Trust,Perpetual,SGD,SGD,4.75,Reset Rate = 5Yr SGD SOR + Initial Spread (243 bps)<br>Reset Date=14 Oct 2020 &amp; every 5yrs thereafter
655.0,XS1313779081,XS1313779081,Semi Annually,Senior Unsecured,Republic of Cameroon International Bond,19-Nov-25,USD,USD,9.5,-
656.0,XS1016507318,XS1016507318,Semi Annually,Senior Unsecured,HLP Finance Ltd,20-Jan-21,HKD,HKD,4.35,-
657.0,XS1859213289,XS1859213289,Semi Annually,Senior Unsecured,China Mengniu Dairy Co Ltd,7-Aug-23,USD,USD,4.25,-
658.0,MYBVM1602902,MYBVM1602902,Semi Annually,Senior Unsecured,Al Dzahab Assets Berhad,28-Mar-25,MYR,MYR,6.8,-
659.0,XS1748857379,XS1748857379,Semi Annually,Subordinated,FWD Ltd,Perpetual,USD,USD,5.5,Reset Date = 1 February 2023 and every 5 years thereafter<br> Reset Rate = Prevailing 5 year US Treasury Benchmark Rate plus Initial Spread (307.5bps)
660.0,XS2078668147,XS2078668147,Annually,Senior Unsecured,First Abu Dhabi Bank PJSC,20-Nov-24,CNH,CNH,3.42,-
661.0,XS1472483772,XS1472483772,Annually,Senior Unsecured,Vodafone Group PLC,12-Aug-56,GBP,GBP,3.0,-
662.0,AU3CB0238228,AU3CB0238228,Semi Annually,Senior Unsecured,SGSP Australia Assets Pty Ltd,28-Jun-23,AUD,AUD,3.75,-
663.0,XS1622745203,XS1622745203,Semi Annually,Senior Unsecured,CNRC Capitale Ltd,Perpetual,USD,USD,3.9,Reset Date: 02Jun2022<br> Reset Rate: USD 5Y Treasury Rate + 4.000%
664.0,XS1269724826,XS1269724826,Semi Annually,Senior Unsecured,China Merchants Finance Co Ltd,3-Aug-25,USD,USD,4.75,-
665.0,XS1936918629,XS1936918629,Semi Annually,Senior Unsecured,Westpac Banking Corp,16-Jan-24,AUD,AUD,2.6,-
666.0,XS1729875598,XS1729875598,Semi Annually,Senior Unsecured,Pakistan Government International Bond,5-Dec-27,USD,USD,6.875,-
667.0,AO7596940,SG7FG8000001,Semi Annually,Senior Unsecured,F&amp;N Treasury Pte Ltd,22-Aug-22,SGD,SGD,2.8,-
668.0,US47215PAB22,US47215PAB22,Semi Annually,Senior Unsecured,JD.com Inc,29-Apr-21,USD,USD,3.125,-
669.0,US6325C1CL16,US6325C1CL16,Semi Annually,Senior Unsecured,National Australia Bank Ltd,10-Jan-27,USD,USD,3.5,-
670.0,USH3698DCV40,USH3698DCV40,Semi Annually,Junior Subordinated,Credit Suisse Group AG,Perpetual,USD,USD,5.1,Reset Date: 24 Jan 2030 and every 5 years thereafter <br> Reset Rate: 5Y UST + 3.293%
671.0,XS1916238352,XS1916238352,Semi Annually,Senior Unsecured,Huaibei City Construction Investment Holding Group Co Ltd,10-Dec-21,USD,USD,5.2,-
672.0,XS1268430201,XS1268430201,Annually,Senior Unsecured,Indonesia Government International Bond,30-Jul-25,EUR,EUR,3.375,-
673.0,AW7123283,SGXF88972611,Semi Annually,Senior Unsecured,Housing &amp; Development Board,22-Jan-29,SGD,SGD,2.675,-
674.0,US742718BG35,US742718BG35,Semi Annually,Senior Unsecured,Procter &amp; Gamble Co,1-Sep-24,USD,USD,8.0,-
675.0,XS1506085114,XS1506085114,Semi Annually,Senior Unsecured,Theta Capital Pte Ltd,31-Oct-26,USD,USD,6.75,-
676.0,XS1504809499,XS1504809499,Semi Annually,Senior Unsecured,Alam Synergy Pte Ltd,24-Apr-22,USD,USD,6.625,-
677.0,US606822AN45,US606822AN45,Semi Annually,Senior Unsecured,Mitsubishi UFJ Financial Group Inc,22-Feb-27,USD,USD,3.677,-
678.0,XS1785829760,XS1785829760,Semi Annually,Senior Unsecured,Bank of China Ltd/Hong Kong,8-Mar-28,USD,USD,4.0,-
679.0,US69370RAD98,US69370RAD98,Semi Annually,Senior Unsecured,Pertamina Persero PT,30-Jul-29,USD,USD,3.65,-
680.0,XS2133246673,XS2133246673,Semi Annually,Senior Unsecured,China Cinda 2020 I Management Ltd,18-Mar-25,USD,USD,2.5,-
681.0,XS2072777381,XS2072777381,Semi Annually,Senior Unsecured,SMC Global Power Holdings Corp,Perpetual,USD,USD,5.95,Reset Date: 05 May 2025<br> Reset Rate: H15T5Y + 6.796%
682.0,QZ1065551,SG74B6000003,Semi Annually,Senior Unsecured,Housing &amp; Development Board,10-Aug-23,SGD,SGD,1.91,-
683.0,JK4811093,SG71F2000004,Semi Annually,Senior Unsecured,Ascott REIT MTN Pte Ltd,22-Mar-24,SGD,SGD,4.0,-
684.0,AU3CB0244085,AU3CB0244085,Semi Annually,Senior Unsecured,Goldman Sachs Group Inc,2-May-24,AUD,AUD,4.0,-
685.0,XS1725308859,XS1725308859,Semi Annually,First Lien,Times China Holdings Ltd,2-Mar-23,USD,USD,6.6,-
686.0,XS0308427581,XS0308427581,Semi Annually,Senior Unsecured,DP World PLC,2-Jul-37,USD,USD,6.85,-
687.0,AX2128525,XS1953029284,Semi Annually,Secured,Shimao Property Holdings Ltd,21-Feb-24,USD,USD,6.125,-
688.0,MYBVK1800757,MYBVK1800757,Semi Annually,Senior Unsecured,WCT Holdings Bhd,21-Feb-25,MYR,MYR,5.55,-
689.0,MYBUI1902674,MYBUI1902674,Semi Annually,First Lien,Eco World Capital Assets Bhd,13-Aug-24,MYR,MYR,6.1,-
690.0,MYBVN1500641,MYBVN1500641,Semi Annually,Senior Unsecured,Putrajaya Holdings Sdn Bhd,24-Apr-25,MYR,MYR,4.4,-
691.0,NZ07100S,SG7J60932174,Semi Annually,Senior Unsecured,Singapore Government,1-Mar-27,SGD,SGD,3.5,-
692.0,SG6S90978767,SG6S90978767,Semi Annually,Senior Unsecured,Ascendas Real Estate Investment Trust,3-Feb-22,SGD,SGD,4.0,-
693.0,MYBVL1203190,MYBVL1203190,Semi Annually,First Lien,Tanjung Bin Power Sdn Bhd,14-Aug-20,MYR,MYR,4.66,-
694.0,NZBNZDT389C5,NZBNZDT389C5,Semi Annually,Senior Unsecured,Bank of New Zealand,27-Jul-22,NZD,NZD,3.8560000000000003,-
695.0,XS2122408854,XS2122408854,Semi Annually,Junior Subordinated,DBS Group Holdings Ltd,Perpetual,USD,USD,3.3,Reset Date: 27 Feb 2025 and every 5 years thereafter <br> Reset Rate: Prevailing 5-year U.S. Dollar Treasury Rate plus Initial Spread (1.915%)
696.0,MYBMY1500043,MYBMY1500043,Semi Annually,Senior Unsecured,Malaysia Government Bond,31-May-35,MYR,MYR,4.254,-
697.0,XS1830904709,XS1830904709,Semi Annually,Secured,Astrea IV Pte Ltd,14-Jun-28,USD,USD,6.75,-
698.0,US38141GWB66,US38141GWB66,Semi Annually,Senior Unsecured,Goldman Sachs Group Inc,26-Jan-27,USD,USD,3.85,-
699.0,XS1492428641,XS1492428641,Semi Annually,Senior Unsecured,Industrial Bank Co Ltd/Hong Kong,21-Sep-21,USD,USD,2.375,-
700.0,XS1244815111,XS1244815111,Semi Annually,Senior Unsecured,CMA CGM SA,15-Jan-21,EUR,EUR,7.75,-
701.0,SG6UJ5000009,SG6UJ5000009,Semi Annually,Senior Unsecured,Housing &amp; Development Board,1-Dec-26,SGD,SGD,3.22,-
702.0,HK0000280708,HK0000280708,Semi Annually,Unsecured,Hong Kong Government Bond Programme,21-Jan-26,HKD,HKD,1.68,-
703.0,XS1517977093,XS1517977093,Semi Annually,Senior Unsecured,Pakuwon Prima Pte Ltd,14-Feb-24,USD,USD,5.0,-
704.0,XS2079034265,XS2079034265,Semi Annually,Senior Unsecured,Sun Hung Kai &amp; Co BVI Ltd,15-Nov-24,USD,USD,5.75,-
705.0,XS1407089926,XS1407089926,Semi Annually,Junior Subordinated,Boubyan Tier 1 Capital SPC Ltd,Perpetual,USD,USD,6.75,-
706.0,XS1599758940,XS1599758940,Semi Annually,Senior Unsecured,HPCL-Mittal Energy Ltd,28-Apr-27,USD,USD,5.25,-
707.0,XS2178853375,XS2178853375,Semi Annually,Senior Unsecured,CITIC Securities Finance MTN Co Ltd,3-Jun-25,USD,USD,2.0,-
708.0,N519100A,SGXF92110679,Semi Annually,Senior Unsecured,Singapore Government,1-Feb-24,SGD,SGD,2.0,-
709.0,XS2076026983,XS2076026983,Semi Annually,Senior Unsecured,Zhenro Properties Group Ltd,6-May-23,USD,USD,9.15,-
710.0,USJ09748AD66,USJ09748AD66,Semi Annually,Junior Subordinated,Dai-ichi Life Insurance Co Ltd,Perpetual,USD,USD,4.0,Reset Date: 24 Jul 2026Reset Rate: 3mth LIBOR + Initial Spread (3.66%)
711.0,MYBVN1401717,MYBVN1401717,Semi Annually,Secured,Sarawak Energy Bhd,4-Jul-24,MYR,MYR,5.0,-
712.0,XS1788498167,XS1788498167,Semi Annually,First Lien,Yuzhou Properties Co Ltd,6-Mar-21,USD,USD,6.375,-
713.0,US12625GAF19,US12625GAF19,Semi Annually,Senior Unsecured,CNOOC Finance 2013 Ltd,30-Sep-29,USD,USD,2.875,-
714.0,MYBVM1300416,MYBVM1300416,Semi Annually,Secured,Jati Cakerawala Sdn Bhd,30-Jul-21,MYR,MYR,4.96,-
715.0,XS1932406314,XS1932406314,Semi Annually,First Lien,Powerlong Real Estate Holdings Ltd,14-Jan-21,USD,USD,9.125,-
716.0,MYBVG2001072,MYBVG2001072,Semi Annually,Secured,Tropicana Corp Bhd,30-Jun-23,MYR,MYR,5.5,-
717.0,US718286BB24,US718286BB24,Semi Annually,Senior Unsecured,Philippine Government International Bond,14-Jan-31,USD,USD,7.75,-
718.0,XS1970560451,XS1970560451,Semi Annually,Senior Unsecured,ESR Cayman Ltd,4-Apr-22,USD,USD,7.875,-
719.0,XS1955255283,XS1955255283,Semi Annually,Senior Unsecured,Chongqing Energy Investment Group Co Ltd,18-Mar-22,USD,USD,5.625,-
720.0,US87973RAE09,US87973RAE09,Semi Annually,Senior Unsecured,Temasek Financial I Ltd,1-Aug-28,USD,USD,3.625,-
721.0,MYBUG1902504,MYBUG1902504,Semi Annually,Secured,Premier Auto Assets Berhad,19-Jul-22,MYR,MYR,5.35,-
722.0,XS2196807833,XS2196807833,Semi Annually,First Lien,China Aoyuan Group Limited,8-Feb-24,USD,USD,6.35,-
723.0,XS1989092116,XS1989092116,Semi Annually,Secured,Redco Properties Group Ltd,2-May-21,USD,USD,9.875,-
724.0,US60937GAB23,US60937GAB23,Semi Annually,Senior Unsecured,Mongolia Government International Bond,5-Dec-22,USD,USD,5.125,-
725.0,US60937GAD88,US60937GAD88,Semi Annually,Senior Unsecured,Mongolia Government International Bond,6-Apr-21,USD,USD,10.875,-
726.0,AS7682469,XS1830000045,Annually,Senior Unsecured,QNB Finance Ltd,7-Jun-21,CNH,CNH,5.2,-
727.0,AR7366396,SG7NG6000007,Semi Annually,Senior Unsecured,Land Transport Authority of Singapore,19-Mar-48,SGD,SGD,3.35,-
728.0,SG71E6000003,SG71E6000003,Semi Annually,Senior Unsecured,Mapletree North Asia Commercial Treasury Co HKSAR Ltd,22-Mar-23,SGD,SGD,3.5,-
729.0,ZS6416912,SGXF99041406,Semi Annually,Senior Unsecured,Housing &amp; Development Board,22-May-24,SGD,SGD,2.164,-
730.0,XS1882547646,XS1882547646,Annually,Senior Unsecured,Royal Bank of Canada,20-Sep-20,CNH,CNH,4.3,-
731.0,XS2133246244,XS2133246244,Semi Annually,Senior Unsecured,China Cinda 2020 I Management Ltd,18-Mar-23,USD,USD,2.0,-
732.0,XS2191441489,XS2191441489,Semi Annually,Subordinated,Swiss Re Finance (UK) Plc,3-Jul-35,SGD,SGD,3.125,Reset Date: 03 July 2025 and 5 years thereafter<br>  Reset Rate: Prevailing 5 year SGD Swap Offer rate plus Margin (2.525%)
733.0,XS1897158546,XS1897158546,Semi Annually,Junior Subordinated,China CITIC Bank International Ltd,Perpetual,USD,USD,7.1,Reset Date: 06 November 2023 and every 5 years thereafter <br> Reset Rate: Prevailing 5-year U.S. Treasuries Rate plus the spread at inception (4.151%)
734.0,HK0000298981,HK0000298981,Semi Annually,Senior Unsecured,China Government Bond,4-Jul-23,CNH,CNH,3.3,-
735.0,09681MAJ7,US09681MAJ71,Semi Annually,Senior Unsecured,BOC Aviation Ltd,10-Oct-24,USD,USD,3.5,-
736.0,XS2178846320,XS2178846320,Semi Annually,Senior Unsecured,CITIC Securities Finance MTN Co Ltd,3-Jun-23,USD,USD,1.75,-
737.0,XS2051470396,XS2051470396,Semi Annually,Senior Unsecured,Wharf REIC Finance BVI Ltd,12-Sep-24,USD,USD,2.5,-
738.0,XS1976349016,XS1976349016,Semi Annually,First Lien,Jingrui Holdings Ltd,4-Oct-21,USD,USD,10.875,-
739.0,USY68856AN67,USY68856AN67,Semi Annually,Senior Unsecured,Petronas Capital Ltd,18-Mar-25,USD,USD,3.5,-
740.0,US948596AD39,US948596AD39,Semi Annually,Senior Unsecured,Weibo Corp,5-Jul-24,USD,USD,3.5,-
741.0,SG59A8998876,SG59A8998876,Semi Annually,Senior Unsecured,Sembcorp Financial Services Pte Ltd,27-May-24,SGD,SGD,3.64,-
742.0,USY3815NAV39,USY3815NAV39,Semi Annually,Senior Unsecured,Hyundai Capital Services Inc,16-Mar-21,USD,USD,2.875,-
743.0,XS2107618881,XS2107618881,Semi Annually,Senior Unsecured,RongXingDa Development BVI Ltd,28-Jan-21,USD,USD,8.75,-
744.0,US056752AN88,US056752AN88,Semi Annually,Senior Unsecured,Baidu Inc,14-Nov-28,USD,USD,4.875,-
745.0,MYBPL2000027,MYBPL2000027,Semi Annually,Senior Unsecured,AEON Credit Service M Bhd,10-Feb-28,MYR,MYR,3.85,-
746.0,XS1820761556,XS1820761556,Semi Annually,Senior Unsecured,Gemdale Ever Prosperity Investment Ltd,6-Sep-21,USD,USD,6.0,-
747.0,USU74079AQ46,USU74079AQ46,Semi Annually,Senior Unsecured,Netflix Inc,15-Jun-30,USD,USD,4.875,-
748.0,MYBPZ1600066,MYBPZ1600066,Semi Annually,Junior Subordinated,CIMB Bank Bhd,Perpetual,MYR,MYR,5.8,Reset Date: 25 May 2021 and every 5 years thereafter <br> Reset Rate: Malaysia Govt Bonds 5 Year Yield + 2.371%
749.0,HK0000500683,HK0000500683,Annually,Senior Unsecured,NWD MTN Ltd,3-May-22,HKD,HKD,2.65,-
750.0,XS2188034586,XS2188034586,Semi Annually,Secured,Seazen Group Ltd,11-Jun-22,USD,USD,6.45,-
