Identifier,ISIN,Name,Issuer,Currency,Frequency,Ins_Type,Last_Trading_Day
XS1808713736,XS1808713736,"0,625% Oversea-Chinese Bnkg Corp.Ltd. (2025)",Oversea-Chinese Bnkg Corp.Ltd.,Euro,annually,Fixed,18/04/2025
XS1297977115,XS1297977115,"0,5% SR-Boligkreditt A.S. (2020)",SR-Boligkreditt A.S.,Euro,annually,Fixed,28/09/2020
EU000A1G0EH3,EU000A1G0EH3,VAR European Financial Stability Facility (EFSF) (2023),European Financial Stability Facility (EFSF),Euro,monthly,Floating Rate Note,24/04/2023
XS0968913342,XS0968913342,"5,125% Volkswagen International Finance",Volkswagen International Finance,Euro,annually,Fixed,-
DE000LB01W98,DE000LB01W98,"2,2% Landesbank Baden-Württemberg (2021)",Landesbank Baden-Württemberg,Euro,,Fixed,13/10/2021
IT0005329344,IT0005329344,"0,1% Italien, Republik (2023)","Italien, Republik",Euro,annually,Fixed,15/05/2023
CA53947ZAU18,CA53947ZAU18,"6,05% Loblaw Companies Ltd. (2034)",Loblaw Companies Ltd.,Kanadischer Dollar,annually,Fixed,9/6/2034
BE0002664457,BE0002664457,"0,5% KBC Groep N.V. (2029)",KBC Groep N.V.,Euro,annually,Fixed,3/12/2029
DE000HLB1XS7,DE000HLB1XS7,"1,55% Landesbank Hessen-Thüringen Girozentrale (2030)",Landesbank Hessen-Thüringen Girozentrale,Euro,,Fixed,21/01/2030
US552953CC35,US552953CC35,6% MGM Resorts Intl (2023),MGM Resorts Intl,US Dollar,annually,Fixed,15/03/2023
XS2021471862,XS2021471862,"1,75% Motability Operations Group PLC (2029)",Motability Operations Group PLC,Britische Pfund,annually,Fixed,3/7/2029
USC98874AM93,USC98874AM93,"4,25% Glencore Finance (Canada) Ltd. (2022)",Glencore Finance (Canada) Ltd.,US Dollar,annually,Fixed,25/10/2022
US00206RAZ55,,"3,875% AT&T Inc. (2021)",AT&T Inc.,US Dollar,annually,Fixed,15/08/2021
US949746RE36,US949746RE36,"4,48% Wells Fargo & Co. (2024)",Wells Fargo & Co.,US Dollar,annually,Fixed,16/01/2024
CH0336352767,CH0336352767,"0,375% Pfandbriefbank schweizerischer Hypothekarinstitute (2046)",Pfandbriefbank schweizerischer Hypothekarinstitute,Schweizer Franken,,Fixed,15/06/2046
XS1428771809,XS1428771809,"0,25% BNG Bank N.V. (2024)",BNG Bank N.V.,Euro,,Fixed,7/6/2024
US46513YJH27,US46513YJH27,"3,25% Israel, Staat (2028)","Israel, Staat",US Dollar,,Fixed,17/01/2028
DE000A169NB4,DE000A169NB4,"0,75% Daimler AG (2023)",Daimler AG,Euro,,Fixed,11/5/2023
US418056AU19,US418056AU19,"5,1% Hasbro Inc. (2044)",Hasbro Inc.,US Dollar,annually,Fixed,15/05/2044
CH0416654272,CH0416654272,"1,75% Petróleos Mexicanos (PEMEX) (2023)",Petróleos Mexicanos (PEMEX),Schweizer Franken,annually,Fixed,4/12/2023
US38141EB818,US38141EB818,"1,8346% THE GOLDMAN SACHS GROUP, INC. (2023)","THE GOLDMAN SACHS GROUP, INC.",US Dollar,annually,Fixed,29/11/2023
DE000A1R0XG3,DE000A1R0XG3,2% BASF SE (2022),BASF SE,Euro,annually,Fixed,5/11/2022
XS1499594916,XS1499594916,"0,75% Nederlandse Waterschapsbank N.V. (2026)",Nederlandse Waterschapsbank N.V.,Euro,annually,Fixed,5/10/2026
XS1789176846,XS1789176846,"1,75% ProLogis International Funding II S.A. (2028)",ProLogis International Funding II S.A.,Euro,annually,Fixed,15/03/2028
XS1734547919,XS1734547919,VAR Volkswagen Bank GmbH (2021),Volkswagen Bank GmbH,Euro,annually,Floating Rate Note,15/06/2021
XS1633845158,XS1633845158,"0,451% Lloyds Banking Group PLC (2024)",Lloyds Banking Group PLC,Euro,,Fixed,21/06/2024
US88033GAV23,US88033GAV23,"6,875% Tenet Healthcare Corp. (2031)",Tenet Healthcare Corp.,US Dollar,annually,Fixed,15/11/2031
DE000HV5LYE3,DE000HV5LYE3,"2,6% Unicredit Bank AG (2022)",Unicredit Bank AG,Euro,,Fixed,20/04/2022
DE000HLB3QG2,DE000HLB3QG2,"1,15% Landesbank Hessen-Thüringen Girozentrale (2031)",Landesbank Hessen-Thüringen Girozentrale,Euro,,Fixed,6/10/2031
XS1353633750,XS1353633750,"1,375% Landwirtschaftliche Rentenbank (2020)",Landwirtschaftliche Rentenbank,Britische Pfund,,Fixed,15/12/2020
XS0767472458,XS0767472458,"4,5% Russische Föderation (2022)",Russische Föderation,US Dollar,annually,Fixed,4/4/2022
FR0012283653,FR0012283653,"1,75% KLEPIERRE (2024)",KLEPIERRE,Euro,,Fixed,6/11/2024
US00287YAW93,US00287YAW93,"4,45% AbbVie Inc. (2046)",AbbVie Inc.,US Dollar,,Fixed,14/05/2046
XS1876097715,XS1876097715,"1,058% mBank S.A. (2022)",mBank S.A.,Euro,,Fixed,5/9/2022
XS1280783983,XS1280783983,"1,375% Lloyds Bank PLC (2022)",Lloyds Bank PLC,Euro,,Fixed,8/9/2022
USN82008AM02,USN82008AM02,"3,3% Siemens Financieringsmaatschappij N.V. (2046)",Siemens Financieringsmaatschappij N.V.,US Dollar,,Fixed,15/09/2046
XS1111559925,XS1111559925,"2,125% Total Capital Canada (2029)",Total Capital Canada,Euro,annually,Fixed,18/09/2029
FR0013281888,FR0013281888,"0,375% Valeo SA (2022)",Valeo SA,Euro,,Fixed,12/9/2022
FI4000278551,FI4000278551,"0,5% Finnland, Republik (2027)","Finnland, Republik",Euro,,Fixed,15/09/2027
XS1586230051,XS1586230051,"6,85% Libanon, Republik (2027)","Libanon, Republik",US Dollar,,Fixed,23/03/2027
XS1004674450,XS1004674450,"5,625% AXA S.A. (2054)",AXA S.A.,Britische Pfund,annually,Fixed,16/01/2054
US064159TF31,US064159TF31,"2,2% Bank of Nova Scotia (2025)",Bank of Nova Scotia,US Dollar,annually,Fixed,3/2/2025
XS1508585772,XS1508585772,"0,625% International Bank for Reconstruction and Development (2033)",International Bank for Reconstruction and Development,Euro,annually,Fixed,12/1/2033
XS1486520403,XS1486520403,1% Nordea Bank Abp (2026),Nordea Bank Abp,Euro,,Fixed,7/9/2026
DE000BHY0BY8,DE000BHY0BY8,"0,089  % IHS Senior Preferred von 2020/25",Berlin Hyp AG,Euro,annually,Fixed,23/01/2025
US539830BD07,US539830BD07,"3,8% Lockheed Martin Corp (2045)",Lockheed Martin Corp,US Dollar,annually,Fixed,1/3/2045
US09062XAF06,US09062XAF06,"4,05% Biogen Inc. (2025)",Biogen Inc.,US Dollar,annually,Fixed,15/09/2025
US298785HZ29,US298785HZ29,"1,375% European Investment Bank (2022)",European Investment Bank,US Dollar,annually,Fixed,6/9/2022
XS1388625425,XS1388625425,"3,75% Fiat Chrysler Automobiles N.V. (2024)",Fiat Chrysler Automobiles N.V.,Euro,annually,Fixed,29/03/2024
USQ66511AC26,USQ66511AC26,"4,2% Newcrest Finance PTY LTD (2022)",Newcrest Finance PTY LTD,US Dollar,,Fixed,1/10/2022
XS1900752814,XS1900752814,"1,2% Procter & Gamble Co., The (2028)","Procter & Gamble Co., The",Euro,annually,Fixed,30/10/2028
IT0005403396,IT0005403396,"0,95% Italien, Republik (2030)","Italien, Republik",Euro,annually,Fixed,1/8/2030
US902494BJ16,US902494BJ16,4% TYSON FOODS INC (2026),TYSON FOODS INC,US Dollar,annually,Fixed,1/3/2026
US278642AN33,US278642AN33,"3,8% eBay Inc. (2022)",eBay Inc.,US Dollar,,Fixed,9/3/2022
USQ98229AH27,USQ98229AH27,"3,65% WOODSIDE FINANCE LTD (2025)",WOODSIDE FINANCE LTD,US Dollar,annually,Fixed,5/3/2025
PTBCPWOM0034,PTBCPWOM0034,"4,5% Banco Comercial Português S.A. (2027)",Banco Comercial Português S.A.,Euro,,Fixed,7/12/2027
US497266AC03,US497266AC03,"4,2% Kirby Corporation (2028)",Kirby Corporation,US Dollar,,Fixed,1/3/2028
DE000HLB4GV0,DE000HLB4GV0,"1,35% Landesbank Hessen-Thüringen Girozentrale (2021)",Landesbank Hessen-Thüringen Girozentrale,Euro,annually,Fixed,19/03/2021
US42824CBG33,US42824CBG33,"4,45% Hewlett Packard Enterprise Co. (2023)",Hewlett Packard Enterprise Co.,US Dollar,annually,Fixed,2/10/2023
FR0013344686,FR0013344686,"1,375% Engie S.A. (2028)",Engie S.A.,Euro,annually,Fixed,22/06/2028
USU9273ACT08,USU9273ACT08,"2,5% Volkswagen Group of America Finance, LLC (2021)","Volkswagen Group of America Finance, LLC",US Dollar,annually,Fixed,24/09/2021
US88323AAB89,US88323AAB89,"4,875% Thaioil Treasury Center Co.Ltd (2043)",Thaioil Treasury Center Co.Ltd,US Dollar,,Fixed,23/01/2043
US37045XCX21,US37045XCX21,"2,75% General Motors Financial Co Inc (2025)",General Motors Financial Co Inc,US Dollar,annually,Fixed,20/06/2025
PTEDPKOM0034,PTEDPKOM0034,"4,496% EDP- Energias de Portugal S.A. (2079)",EDP- Energias de Portugal S.A.,Euro,annually,Fixed,30/04/2079
US912810FM54,US912810FM54,"6,25% Vereinigte Staaten von Amerika (2030)",Vereinigte Staaten von Amerika,US Dollar,annually,Fixed,15/05/2030
US02209SBJ15,US02209SBJ15,"3,4% Altria Group Inc. (2030)",Altria Group Inc.,US Dollar,annually,Fixed,6/5/2030
US487836BU10,US487836BU10,"3,4% Kellogg Co. (2027)",Kellogg Co.,US Dollar,annually,Fixed,15/11/2027
USP01012AN67,USP01012AN67,"7,65% El Salvador, Republik (2035)","El Salvador, Republik",US Dollar,annually,Fixed,15/06/2035
XS0876682666,XS0876682666,"5,5% AXA S.A.",AXA S.A.,US Dollar,annually,Fixed,-
CH0271428309,CH0271428309,"5,75% UBS Group AG",UBS Group AG,Schweizer Franken,,Fixed,-
FR0010021287,FR0010021287,"2,779% La Mondiale",La Mondiale,Euro,annually,Fixed,-
AT0000A177D2,AT0000A177D2,"4,5% S IMMO AG (2021)",S IMMO AG,Euro,,Fixed,17/06/2021
XS2134245138,XS2134245138,"1,75% Coca-Cola European Partn. PLC (2026)",Coca-Cola European Partn. PLC,Euro,annually,Fixed,27/03/2026
USH3698DBT03,USH3698DBT03,VAR credit suisse group AG (2024),credit suisse group AG,US Dollar,annually,Floating Rate Note,12/6/2024
CH0338330431,CH0338330431,"0,2% LGT BANK AG (2026)",LGT BANK AG,Schweizer Franken,,Fixed,12/10/2026
DE000LB06CY3,DE000LB06CY3,"3,1% Landesbank Baden-Württemberg (2022)",Landesbank Baden-Württemberg,Euro,annually,Fixed,12/1/2022
XS1748803282,XS1748803282,"7,5% International Finance Corp. (2028)",International Finance Corp.,Mexikanischer Peso,annually,Fixed,18/01/2028
XS1346201616,XS1346201616,"1,5% Polen, Republik (2026)","Polen, Republik",Euro,annually,Fixed,19/01/2026
PTBSSIOM0015,PTBSSIOM0015,"1,875% BRISA CONCESSAO RODOV SA (2025)",BRISA CONCESSAO RODOV SA,Euro,annually,Fixed,30/04/2025
FR0012648244,FR0012648244,"0,875% Kering (2022)",Kering,Euro,annually,Fixed,28/03/2022
DE000LB0WVX5,DE000LB0WVX5,"2,5% Landesbank Baden-Württemberg (2020)",Landesbank Baden-Württemberg,Euro,annually,Fixed,13/10/2020
DE000A2TR109,DE000A2TR109,"0,01% Investitionsbank Schleswig-Holstein (2029)",Investitionsbank Schleswig-Holstein,Euro,annually,Fixed,17/10/2029
US78442FET12,US78442FET12,"6,125% Navient Corp. (2024)",Navient Corp.,US Dollar,annually,Fixed,25/03/2024
FR0013141058,FR0013141058,"0,375% AXA Bank Europe SCF (2023)",AXA Bank Europe SCF,Euro,,Fixed,23/03/2023
USU65478BR64,USU65478BR64,VAR Nissan Motor Acceptance (2021),Nissan Motor Acceptance,US Dollar,half-yearly,Floating Rate Note,21/09/2021
FR0012758985,FR0012758985,"1,125% La Poste (2025)",La Poste,Euro,,Fixed,4/6/2025
US855244AJ85,US855244AJ85,"2,1% Starbucks Corp. (2021)",Starbucks Corp.,US Dollar,,Fixed,4/2/2021
DE000HLB05L1,DE000HLB05L1,"2,85% Landesbank Hessen-Thüringen Girozentrale (2029)",Landesbank Hessen-Thüringen Girozentrale,Euro,annually,Fixed,27/02/2029
DE000LB01WM7,DE000LB01WM7,STUFZ Landesbank Baden-Württemberg (2021),Landesbank Baden-Württemberg,Euro,,Stufenzins,13/10/2021
USG8201NAH55,USG8201NAH55,"3,25% Sinopec Group Oversea (2027)",Sinopec Group Oversea,US Dollar,,Fixed,13/09/2027
DE000A14J7G6,DE000A14J7G6,"2,75% ZF North America Capital Inc. (2023)",ZF North America Capital Inc.,Euro,,Fixed,27/04/2023
US857477AR48,US857477AR48,VAR STATE STREET CORP (2020),STATE STREET CORP,US Dollar,,Floating Rate Note,18/08/2020
XS1884702207,XS1884702207,"0,582% NatWest Markets PLC (2021)",NatWest Markets PLC,Euro,,Fixed,27/09/2021
USU07264AF85,USU07264AF85,3% Bayer US Finance LLC (2021),Bayer US Finance LLC,US Dollar,annually,Fixed,8/10/2021
DE000LB06F60,DE000LB06F60,VAR Landesbank Baden-Württemberg (2021),Landesbank Baden-Württemberg,Euro,,Floating Rate Note,12/1/2021
US713448DF24,US713448DF24,"2,85% PepsiCo Inc. (2026)",PepsiCo Inc.,US Dollar,,Fixed,24/02/2026
XS2187689380,XS2187689380,VAR Volkswagen International Finance,Volkswagen International Finance,Euro,annually,Floating Rate Note,-
DE000A1X3NW7,DE000A1X3NW7,var.Landesschatzanweisung  Ausgabe 422,"Berlin, Land",Euro,annually,Floating Rate Note,4/2/2021
FR0013444692,FR0013444692,"1,375% Orange S.A. (2049)",Orange S.A.,Euro,annually,Fixed,4/9/2049
ES0413900368,ES0413900368,"1,125% Banco Santander S.A. (2024)",Banco Santander S.A.,Euro,annually,Fixed,27/11/2024
XS1298529097,XS1298529097,"0,5% Westpac Securities NZ Ltd. [London Branch] (2029)",Westpac Securities NZ Ltd. [London Branch],Euro,annually,Fixed,29/09/2029
DE000HLB4A59,DE000HLB4A59,1% Landesbank Hessen-Thüringen Girozentrale (2031),Landesbank Hessen-Thüringen Girozentrale,Euro,annually,Fixed,1/12/2031
XS0304159576,XS0304159576,"4,75% Coöperatieve Rabobank U.A. (2022)",Coöperatieve Rabobank U.A.,Euro,annually,Fixed,6/6/2022
US21036PBD96,US21036PBD96,"5,25% CONSTELLATION BRANDS INC (2048)",CONSTELLATION BRANDS INC,US Dollar,annually,Fixed,15/11/2048
USU2339CDL91,USU2339CDL91,"3,211% Daimler Finance North America LLC (2021)",Daimler Finance North America LLC,US Dollar,annually,Fixed,5/11/2021
US00206RDC34,US00206RDC34,"4,45% AT&T Inc. (2024)",AT&T Inc.,US Dollar,,Fixed,1/4/2024
XS1788605936,XS1788605936,"1,25% Securitas AB (2025)",Securitas AB,Euro,,Fixed,6/3/2025
DE000A161WR8,DE000A161WR8,"0,25 % Landesschatzanweisung Ausgabe 473","Berlin, Land",Euro,annually,Fixed,1/9/2020
XS1066869048,XS1066869048,"4,625% Coca-Cola Amatil Ltd. (2021)",Coca-Cola Amatil Ltd.,Australischer Dollar,annually,Fixed,21/05/2021
US87938WAT09,US87938WAT09,"4,103% Telefonica Emisiones S.A.U. (2027)",Telefonica Emisiones S.A.U.,Euro,,Fixed,8/3/2027
US375558BC64,US375558BC64,"3,25% Gilead Sciences Inc. (2022)",Gilead Sciences Inc.,US Dollar,annually,Fixed,1/9/2022
XS1076016432,XS1076016432,"2,75% Daimler AG (2020)",Daimler AG,Britische Pfund,,Fixed,4/12/2020
XS2125145867,XS2125145867,"0,85% General Motors Financial Co Inc (2026)",General Motors Financial Co Inc,Euro,annually,Fixed,26/02/2026
CH0383104335,CH0383104335,"0,25% Nestlé Holdings Inc. (2027)",Nestlé Holdings Inc.,Schweizer Franken,,Fixed,4/10/2027
DE000LB01ZQ1,DE000LB01ZQ1,"4,65% Landesbank Baden-Württemberg (2022)",Landesbank Baden-Württemberg,Euro,annually,Fixed,12/1/2022
DE000NLB8CU4,DE000NLB8CU4,2% Norddeutsche Landesbank (2028),Norddeutsche Landesbank,Euro,annually,Fixed,3/7/2028
US845467AL33,US845467AL33,"6,2% Southwestern Energy Co. (2025)",Southwestern Energy Co.,US Dollar,annually,Fixed,23/01/2025
XS2050404636,XS2050404636,"0,2% DH Europe Finance II S.à r.L. (2026)",DH Europe Finance II S.à r.L.,Euro,,Fixed,18/03/2026
USN15516AA01,USN15516AA01,"3,5% BRASKEM SA (2023)",BRASKEM SA,US Dollar,,Fixed,10/1/2023
US53944VAK52,US53944VAK52,"2,7% Lloyds Bank PLC (2020)",Lloyds Bank PLC,US Dollar,,Fixed,17/08/2020
US277432AW04,US277432AW04,"4,5% EASTMAN CHEMICAL (2028)",EASTMAN CHEMICAL,US Dollar,annually,Fixed,1/12/2028
XS1857683335,XS1857683335,"0,625% Toronto-Dominion Bank, The (2023)","Toronto-Dominion Bank, The",Euro,,Fixed,20/07/2023
US844741BH05,US844741BH05,"4,75% Southwest Airlines Co. (2023)",Southwest Airlines Co.,US Dollar,annually,Fixed,4/5/2023
DE000A161L08,,"6,5% Jacob Stauder GmbH & Co.KG (2022)",Jacob Stauder GmbH & Co.KG,Euro,,Fixed,8/6/2022
DE000HLB07J1,DE000HLB07J1,"1,2% Landesbank Hessen-Thüringen Girozentrale (2022)",Landesbank Hessen-Thüringen Girozentrale,Euro,,Fixed,25/07/2022
US26884ABJ16,US26884ABJ16,"3,5% ERP Operating L.P. (2028)",ERP Operating L.P.,US Dollar,annually,Fixed,1/3/2028
XS2014288315,XS2014288315,"0,5% Royal Bank of Canada (2026)",Royal Bank of Canada,Euro,,Fixed,19/06/2026
XS1616410061,XS1616410061,"0,875% E.ON SE (2024)",E.ON SE,Euro,,Fixed,22/05/2024
USU2927MAA28,USU2927MAA28,11% Ener.Vent.Gom LLC/EnVen Fin.C. (2023),Ener.Vent.Gom LLC/EnVen Fin.C.,US Dollar,annually,Fixed,15/02/2023
AU3CB0237337,AU3CB0237337,3% National Australia Bank Ltd. (2021),National Australia Bank Ltd.,Australischer Dollar,,Fixed,13/05/2021
XS1418788599,XS1418788599,"3,125% Aurizon Network Pty Ltd. (2026)",Aurizon Network Pty Ltd.,Euro,annually,Fixed,1/6/2026
DE0001104800,DE0001104800,0 % Bundesschatzanweisung von 2020/22,Bundesrepublik Deutschland,Euro,annually,Fixed,10/6/2022
DE000LB0VFA8,DE000LB0VFA8,"1,7% Landesbank Baden-Württemberg (2021)",Landesbank Baden-Württemberg,Euro,annually,Fixed,8/1/2021
XS1751347946,XS1751347946,"0,5% Dexia Crédit Local S.A. (2025)",Dexia Crédit Local S.A.,Euro,annually,Fixed,17/01/2025
DE000NLB8EJ3,DE000NLB8EJ3,"1,5% Norddeutsche Landesbank (2026)",Norddeutsche Landesbank,Euro,annually,Fixed,28/10/2026
DE000HLB4BU3,DE000HLB4BU3,1% Landesbank Hessen-Thüringen Girozentrale (2027),Landesbank Hessen-Thüringen Girozentrale,Euro,,Fixed,18/01/2027
US29266RAB42,,"4,7% Energizer Holdings Inc. (2021)",Energizer Holdings Inc.,US Dollar,annually,Fixed,19/05/2021
XS1676952481,XS1676952481,"0,875% SSE PLC (2025)",SSE PLC,Euro,,Fixed,6/9/2025
DE000LB09N34,DE000LB09N34,2% Landesbank Baden-Württemberg (2021),Landesbank Baden-Württemberg,Euro,annually,Fixed,13/07/2021
DE000HLB2H54,DE000HLB2H54,"0,6% Landesbank Hessen-Thüringen Girozentrale (2023)",Landesbank Hessen-Thüringen Girozentrale,Euro,,Fixed,14/02/2023
DE000HSH4XG3,DE000HSH4XG3,"1,37% Hamburg Commercial Bank AG (2022)",Hamburg Commercial Bank AG,Euro,,Fixed,24/01/2022
DE000HLB3PQ3,DE000HLB3PQ3,VAR Landesbank Hessen-Thüringen Girozentrale (2023),Landesbank Hessen-Thüringen Girozentrale,Euro,,Floating Rate Note,24/08/2023
XS0554975325,XS0554975325,"3,375% Deutsche Bahn Finance GmbH (2022)",Deutsche Bahn Finance GmbH,Euro,annually,Fixed,4/11/2022
XS1718393439,XS1718393439,"0,875% Naturgy Finance B.V. (2025)",Naturgy Finance B.V.,Euro,,Fixed,15/05/2025
XS1190632999,XS1190632999,"2,375% BNP Paribas SA (2025)",BNP Paribas SA,Euro,annually,Fixed,17/02/2025
XS2178585423,XS2178585423,"2,125% Conti Gummi Finance BV (2023)",Conti Gummi Finance BV,Euro,,Fixed,27/11/2023
USU0452AAD91,USU0452AAD91,"4,875% JELD-WEN Inc. (2027)",JELD-WEN Inc.,US Dollar,annually,Fixed,15/12/2027
US828807DC85,US828807DC85,"3,375% Simon Property Group L.P. (2027)",Simon Property Group L.P.,US Dollar,annually,Fixed,15/06/2027
XS1434160971,XS1434160971,0% Airbus SE (2021),Airbus SE,Euro,,Fixed,14/06/2021
XS1590066624,XS1590066624,"4,25% Loxam S.A.S. (2024)",Loxam S.A.S.,Euro,annually,Fixed,15/04/2024
US30231GBF81,US30231GBF81,"4,227% Exxon Mobil (2040)",Exxon Mobil,US Dollar,annually,Fixed,19/03/2040
USG8201NAG72,USG8201NAG72,"2,5% Sinopec Group Oversea (2022)",Sinopec Group Oversea,US Dollar,,Fixed,13/09/2022
US00185AAH77,US00185AAH77,"4,75% AON PLC (2045)",AON PLC,US Dollar,,Fixed,15/05/2045
DE000A2AAKQ9,DE000A2AAKQ9,7% Eyemaxx Real Estate AG (2021),Eyemaxx Real Estate AG,Euro,annually,Fixed,18/03/2021
US124857AS26,US124857AS26,"2,5% CBS Corp. (2023)",CBS Corp.,US Dollar,,Fixed,15/02/2023
DE000NWB2KW3,DE000NWB2KW3,"0,125% NRW.Bank (2027)",NRW.Bank,Euro,annually,Fixed,12/4/2027
XS1822301203,,"1,15% United Technologies Corp. (2024)",United Technologies Corp.,Euro,,Fixed,18/05/2024
US36962G6F61,US36962G6F61,"3,15% General Electric Co. (2022)",General Electric Co.,US Dollar,annually,Fixed,7/9/2022
DE000LB1A7R7,DE000LB1A7R7,"2,15% Landesbank Baden-Württemberg (2021)",Landesbank Baden-Württemberg,Euro,annually,Fixed,13/07/2021
XS1968706108,XS1968706108,2% Credit Agricole S.A. (2029),Credit Agricole S.A.,Euro,annually,Fixed,25/03/2029
DE000HLB4BD9,,"0,85% Landesbank Hessen-Thüringen Girozentrale (2026)",Landesbank Hessen-Thüringen Girozentrale,Euro,annually,Fixed,21/12/2026
US63938CAJ71,US63938CAJ71,"6,75% Navient Corp. (2026)",Navient Corp.,US Dollar,annually,Fixed,15/06/2026
US60687YAL39,US60687YAL39,"2,601% Mizuho Financial Group Inc (2022)",Mizuho Financial Group Inc,US Dollar,,Fixed,11/9/2022
CA82028KAQ46,CA82028KAQ46,"6,75% Shaw Communications Inc. (2039)",Shaw Communications Inc.,Kanadischer Dollar,annually,Fixed,9/11/2039
US875127BE14,US875127BE14,"4,3% TAMPA ELECTRIC (2048)",TAMPA ELECTRIC,US Dollar,,Fixed,15/06/2048
US25271CAN20,US25271CAN20,"4,875% DIAMOND OFFSHORE DRILL (2043)",DIAMOND OFFSHORE DRILL,US Dollar,annually,Fixed,1/11/2043
US713448EQ79,US713448EQ79,"2,25% PepsiCo Inc. (2025)",PepsiCo Inc.,US Dollar,annually,Fixed,19/03/2025
DE000HLB2DR9,DE000HLB2DR9,"0,4% Landesbank Hessen-Thüringen Girozentrale (2022)",Landesbank Hessen-Thüringen Girozentrale,Euro,,Fixed,11/11/2022
IT0005311508,IT0005311508,"VAR Italien, Republik (2025)","Italien, Republik",Euro,annually,Floating Rate Note,15/04/2025
US98389BAT70,US98389BAT70,"2,6% Xcel Energy Inc. (2022)",Xcel Energy Inc.,US Dollar,,Fixed,15/03/2022
NZGOVDT427C1,NZGOVDT427C1,"4,5% New Zealand, Government of... (2027)","New Zealand, Government of...",Neusel&auml;ndischer Dollar,,Fixed,15/04/2027
AU3CB0243764,AU3CB0243764,4% Telstra Corp. Ltd. (2027),Telstra Corp. Ltd.,Australischer Dollar,,Fixed,19/04/2027
US69371RQ417,US69371RQ417,"1,9% Paccar Financial Corp. (2023)",Paccar Financial Corp.,US Dollar,annually,Fixed,7/2/2023
US20030NBQ34,US20030NBQ34,"4,6% COMCAST CORP. (2045)",COMCAST CORP.,US Dollar,,Fixed,15/08/2045
US742718EN58,US742718EN58,"1,85% Procter & Gamble Co., The (2021)","Procter & Gamble Co., The",US Dollar,,Fixed,2/2/2021
IT0004545890,IT0004545890,"2,55% Italien, Republik (2041)","Italien, Republik",Euro,annually,Fixed,15/09/2041
USP2205JAK62,USP2205JAK62,"5,15% Cencosud S.A. (2025)",Cencosud S.A.,US Dollar,,Fixed,12/2/2025
USY49915BA11,USY49915BA11,"2,625% KT Corp. (2022)",KT Corp.,US Dollar,annually,Fixed,7/8/2022
US500769JA33,US500769JA33,"2,375% Kreditanstalt für Wiederaufbau (2021)",Kreditanstalt für Wiederaufbau,US Dollar,annually,Fixed,24/03/2021
US65504LAL18,US65504LAL18,"8,95% Noble Holding Intern. Ltd. (2045)",Noble Holding Intern. Ltd.,US Dollar,annually,Fixed,1/4/2045
XS1485603747,XS1485603747,"1,6% Delphi Automotive PLC (2028)",Delphi Automotive PLC,Euro,,Fixed,15/09/2028
US88732JBD90,US88732JBD90,"4,5% Time Warner Cable Inc. (2042)",Time Warner Cable Inc.,US Dollar,annually,Fixed,15/09/2042
